lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
crawl	noun	noun	a very slow pace of movement, or a swimming stroke	緩慢移動；（游泳）自由式	一義指移動極慢（traffic crawl，車流緩慢），另一義指游泳姿勢（the front crawl，自由式）。	Traffic slowed to a crawl during the rush hour.	尖峰時段車流緩慢得像爬行一樣。	[{"text":"at a crawl","meaningZh":"以極慢的速度"}]
crawl	verb	verb	to move slowly on hands and knees, or (of a vehicle/vehicle traffic) to move very slowly	爬行；緩慢移動	常見嬰兒學爬（the baby crawls）或形容車流極慢（traffic crawled along）。	The baby crawled across the living room floor toward her toys.	嬰兒在客廳地板上爬向她的玩具。	[{"text":"crawl on all fours","meaningZh":"四肢著地爬行"}]
crease	noun	noun	a line or ridge made by folding or crushing a flexible material	摺痕；皺褶	常見 iron out the creases（燙平皺褶），指衣物或紙張因摺疊產生的線條。	He carefully ironed out the creases in his shirt before the interview.	他在面試前仔細燙平了襯衫上的皺褶。	[{"text":"a sharp crease","meaningZh":"明顯的摺痕"}]
crease	verb	verb	to make lines or folds in something, especially fabric or paper	使起皺；折出摺痕	常見 crease a shirt/paper，指衣物或紙張因擠壓或折疊而產生皺褶。	Don't fold the map that way; it will crease the paper badly.	不要那樣折地圖，會讓紙張皺得很嚴重。	[{"text":"crease easily","meaningZh":"容易起皺"}]
credence	noun	noun	acceptance that something is true or valid	相信；採信	書面用語，常見 give/lend credence to（使……可信），多用於描述說法或理論被接受的程度。	New evidence lent credence to the witness's original testimony.	新證據使這名證人最初的證詞更加可信。	[{"text":"give credence to","meaningZh":"相信某個說法"}]
credential	noun	noun	a qualification, achievement, or quality that entitles someone to trust or authority	資格；證書；憑證	常見複數形 credentials，指學歷、證照等能證明能力或身分的文件或經歷。	She presented her academic credentials during the job interview.	她在求職面試中出示了自己的學歷證明。	[{"text":"an academic credential","meaningZh":"學歷證明"}]
creditor	noun	noun	a person or organization to whom money is owed	債權人	金融用語，與 debtor（債務人）相對，指借出款項、有權要求償還的一方。	The company had to negotiate new terms with its creditors to avoid bankruptcy.	該公司必須與債權人協商新的條件，以避免破產。	[{"text":"a secured creditor","meaningZh":"有擔保債權人"}]
credulous	adjective	adjective	too ready to believe things without sufficient evidence	輕信的；易受騙的	書面用語，帶輕微負面意味，強調過於天真、缺乏懷疑精神。	The credulous investors believed his promises of guaranteed returns.	這些輕信的投資人竟然相信了他保證獲利的承諾。	[{"text":"a credulous audience","meaningZh":"輕信的聽眾"}]
creek	noun	noun	a small stream or narrow waterway	小溪；小河	日常用語，常見於自然地理描述，如 fish in the creek（在小溪釣魚）。	The children spent the afternoon wading in the shallow creek.	孩子們一整個下午都在淺淺的小溪裡玩水。	[{"text":"a shallow creek","meaningZh":"淺溪"}]
creep	noun	noun	an unpleasant or creepy person, or a slow, gradual movement	討厭的人；令人毛骨悚然的人；（比喻）緩慢滲透	一義指令人不悅或怪異的人（口語貶義），另一義指緩慢漸進的變化（scope creep，範圍逐漸擴大）。	She felt uneasy around him; he was such a creep.	她跟他在一起感到不自在；他真是個令人毛骨悚然的人。	[{"text":"mission creep","meaningZh":"任務範圍逐漸擴張"}]
creep	verb	verb	to move slowly, quietly, and carefully, especially to avoid being noticed	躡手躡腳地移動；悄悄爬行	常見 creep up on someone（悄悄接近某人），也可比喻用於變化緩慢地發生（doubts crept in）。	He crept up the stairs so as not to wake the sleeping baby.	他躡手躡腳地上樓，以免吵醒熟睡的嬰兒。	[{"text":"creep up on","meaningZh":"悄悄接近"}]
crew	noun	noun	a group of people who work together, especially on a ship, aircraft, or a specific task	（船／飛機的）機組人員；工作團隊	常見 flight crew（機組人員）、a film crew（拍攝團隊），強調共同執行特定任務的一群人。	The film crew worked overtime to finish shooting before the deadline.	這支拍攝團隊加班趕工，以便在截止日前完成拍攝。	[{"text":"a cabin crew","meaningZh":"客艙機組人員"}]
cringe	verb	verb	to feel embarrassment or disgust, often shrinking back physically	畏縮；感到尷尬（常伴隨身體退縮）	口語用法，常見 cringe at/when，強調對令人尷尬或不適的事物產生反射性的不悅反應。	She cringed when she saw the embarrassing photo posted online.	她看到那張尷尬的照片被貼到網上時，忍不住畏縮了一下。	[{"text":"cringe at the thought of","meaningZh":"一想到就感到尷尬或畏縮"}]
cripple	noun	noun	a person who is unable to walk or move properly due to injury or disability (dated, now considered offensive)	殘障人士（現已被視為冒犯用語，較少使用）	此用法現今被視為冒犯性用語，正式或禮貌場合建議改用 a person with a disability，多見於歷史文本。	In older texts, the word "cripple" was used, but it is now considered offensive.	在較早的文本中曾使用「cripple」一詞，但現在已被視為冒犯性用語。	[{"text":"a term such as cripple","meaningZh":"像 cripple 這類具冒犯性的稱呼"}]
cripple	verb	verb	to severely damage or weaken something, or to cause someone to lose the ability to move normally	使殘廢；使嚴重受損；使癱瘓（比喻）	常見比喻用法，如 cripple the economy（重創經濟），強調造成嚴重且難以恢復的損害。	The prolonged strike crippled the country's transportation system.	這場長期罷工重創了該國的交通運輸系統。	[{"text":"cripple the economy","meaningZh":"使經濟癱瘓"}]
crisp	adjective	adjective	firm, dry, and brittle, or (of weather) cold and invigorating	酥脆的；（天氣）清爽涼冽的	一義形容食物口感（a crisp apple，脆的蘋果），另一義形容天氣（a crisp autumn morning，清爽的秋日早晨）。	They enjoyed a crisp autumn morning walk in the park.	他們在公園享受了一個清爽的秋日早晨散步。	[{"text":"crisp lettuce","meaningZh":"爽脆的生菜"}]
critique	noun	noun	a detailed analysis and assessment of something, especially a literary or artistic work	評論；評析	書面用語，常見 a critique of，強調有系統、深入的分析與評價，語氣較 criticism 中性。	The professor offered a thoughtful critique of the student's thesis.	這位教授對學生的論文提出了深思熟慮的評析。	[{"text":"a detailed critique","meaningZh":"詳細的評析"}]
crook	noun	noun	a dishonest or criminal person	騙子；壞蛋	口語用語，帶負面意味，泛指從事不誠實或犯罪行為的人。	The old man realized too late that the salesman was a crook.	這位老人太晚才發現那個推銷員是個騙子。	[{"text":"a dishonest crook","meaningZh":"不誠實的騙子"}]
crook	verb	verb	to bend something, especially a finger or arm	彎曲（手指、手臂等）	較正式或文學用語，常見 crook one's finger（勾起手指），描述肢體彎曲的動作。	She crooked her finger to beckon him closer.	她勾起手指示意他靠近一點。	[{"text":"crook a finger","meaningZh":"彎曲手指"}]
crouch	noun	noun	a position in which the knees are bent and the upper body is brought forward and down	蹲伏姿勢	描述身體蹲低、彎曲的姿態，常見於運動或動物行為描寫。	The sprinter took a low crouch before the starting gun fired.	短跑選手在發令槍響前擺出低蹲的起跑姿勢。	[{"text":"in a crouch","meaningZh":"呈蹲伏姿勢"}]
crouch	verb	verb	to bend one's knees and lower the body close to the ground	蹲下；蹲伏	常見 crouch down，強調身體彎低靠近地面的動作，多見於躲藏或準備動作。	He crouched behind the bushes to avoid being seen.	他蹲在灌木叢後面，以免被看見。	[{"text":"crouch down","meaningZh":"蹲下"}]
crown	noun	noun	a circular ornamental headdress worn by a monarch, or the top part of something	王冠；（事物的）頂部	一義指君主佩戴的頭飾（象徵王權），另一義可指牙齒、樹木等的頂部（a tooth crown，牙冠）。	The queen wore an ornate crown decorated with jewels.	女王戴著一頂鑲滿寶石的華麗王冠。	[{"text":"the crown of the head","meaningZh":"頭頂"}]
crucial	adjective	adjective	extremely important or essential, especially for future success	至關重要的；關鍵性的	常修飾 role、moment、decision 等，強調對結果有決定性影響，語氣比 important 更強烈。	Early diagnosis is crucial for successful treatment.	及早診斷對於成功治療至關重要。	[{"text":"crucial to success","meaningZh":"對成功至關重要"}]
crude	adjective	adjective	in a natural or raw state (not yet processed), or lacking sophistication and refinement	未經加工的；粗糙的；粗俗的	一義指原始未加工的物質（crude oil，原油），另一義指言行粗俗無禮（a crude joke，粗俗的笑話）。	The country exports large quantities of crude oil each year.	這個國家每年出口大量的原油。	[{"text":"crude oil","meaningZh":"原油"}]
cruise	noun	noun	a voyage on a ship taken for pleasure, typically calling at several ports	郵輪之旅；巡航	日常用語，常見 go on a cruise（搭郵輪旅行），強調以觀光休閒為目的的航行。	They booked a Caribbean cruise for their honeymoon.	他們預訂了一趟加勒比海郵輪之旅作為蜜月旅行。	[{"text":"go on a cruise","meaningZh":"搭郵輪旅行"}]
cruise	verb	verb	to sail or travel at a steady, moderate speed, especially for pleasure	巡航；以穩定速度行駛	常見 cruise along/at，也可指飛機或車輛以固定速度平穩行進（cruising altitude，巡航高度）。	The ship cruised smoothly along the coastline.	這艘船沿著海岸線平穩地航行。	[{"text":"cruise along the coast","meaningZh":"沿海岸巡航"}]
crush	noun	noun	a strong but often short-lived infatuation with someone, or a densely packed crowd	迷戀；暗戀（對象）；擁擠人群	口語用法，have a crush on someone（暗戀某人）十分常見，另一義指擁擠的人群（in the crush of the crowd）。	He had a crush on his classmate throughout middle school.	他整個國中時期都暗戀著他的同班同學。	[{"text":"have a crush on","meaningZh":"暗戀某人"}]
crush	verb	verb	to press or squeeze something forcefully so as to break or destroy its structure	壓碎；壓垮	常見 crush a can/grape，也可比喻指徹底擊敗或摧毀（crush the rebellion）。	The machine crushed the empty cans for recycling.	這台機器把空罐壓扁以便回收。	[{"text":"crush into powder","meaningZh":"壓成粉末"}]
crust	noun	noun	the hard outer layer of bread, pastry, or the earth	（麵包、派等的）外皮；（地球的）地殼	常見 pizza crust（披薩餅皮）、the earth's crust（地殼），指外層堅硬的部分。	She trimmed the crust off the sandwich for her daughter.	她為女兒把三明治的外皮切掉了。	[{"text":"the Earth's crust","meaningZh":"地殼"}]
crust	verb	verb	to form a hard outer layer	結成硬殼；覆上一層外皮	較不常見的動詞用法，常見於描述表面逐漸變硬，如 mud crusted on his boots（泥巴在他的靴子上結成硬殼）。	Snow had crusted over on the windowsill by morning.	到了早上，窗台上的積雪已經結成一層硬殼。	[{"text":"crust over","meaningZh":"表面結成硬殼"}]
cryptic	adjective	adjective	having a meaning that is mysterious or obscure	難解的；含糊隱晦的	常修飾 message、remark，強調言辭故意模糊、不易理解，帶神秘感。	He left a cryptic note that no one could quite understand.	他留下一張令人費解的字條，沒人能完全看懂。	[{"text":"a cryptic message","meaningZh":"隱晦難解的訊息"}]
crystal	noun	noun	a clear, transparent mineral or a piece of high-quality glass, or a solid with a regular geometric structure	水晶；結晶（體）	一義指晶瑩剔透的礦物或玻璃製品（crystal glassware），另一義指分子規則排列的固體（sugar crystals，糖的結晶）。	Snowflakes are beautiful examples of ice crystals.	雪花是冰晶美麗的實例。	[{"text":"a quartz crystal","meaningZh":"石英晶體"}]
cube	noun	noun	a three-dimensional shape with six equal square sides, or a cube-shaped piece of something	立方體；（切成）方塊	常見 an ice cube（冰塊）、a sugar cube（方糖），也指數學上的立方體。	She dropped a few ice cubes into her drink.	她往飲料裡放了幾塊冰塊。	[{"text":"an ice cube","meaningZh":"冰塊"}]
cuddle	noun	noun	an act of holding someone closely and affectionately	擁抱；依偎	口語用語，常見 give someone a cuddle，強調親密溫柔的身體接觸。	The child asked for a cuddle before going to bed.	孩子在睡前要求要抱一下。	[{"text":"give someone a cuddle","meaningZh":"抱抱某人"}]
cuddle	verb	verb	to hold someone or something closely and affectionately	依偎；擁抱	常見 cuddle up (to/with someone)，強調親密溫暖的肢體接觸，多用於親子、情侶。	The couple cuddled together under a blanket while watching a movie.	這對情侶依偎在毯子下看電影。	[{"text":"cuddle up to","meaningZh":"依偎著……"}]
culminate	verb	verb	to reach a climax or final result after a series of events	達到頂點；最終導致（某結果）	常見 culminate in，強調一連串事件發展到最終結果，語氣正式書面。	Years of hard work culminated in her winning the championship.	多年的努力最終讓她贏得了冠軍。	[{"text":"culminate in","meaningZh":"最終導致……"}]
cult	noun	noun	a system of religious devotion directed toward a particular figure or object, often regarded as extreme or false	（宗教）異端教派；狂熱崇拜團體	常帶負面意味，指教義偏激或以個人崇拜為核心的團體，也可形容次文化現象（a cult classic，邪典經典）。	The documentary exposed the manipulative tactics used by the cult's leader.	這部紀錄片揭露了這個邪教教主所使用的操控手段。	[{"text":"a religious cult","meaningZh":"宗教崇拜團體"}]
cultivate	verb	verb	to prepare and use land for growing crops, or to develop a skill, relationship, or quality	耕種；培養（技能、關係或特質）	一義指農業耕作（cultivate the soil），另一義為比喻用法，指培養能力或人際關係（cultivate a friendship）。	It takes years of practice to cultivate true expertise in any field.	在任何領域培養真正的專業技能都需要多年的練習。	[{"text":"cultivate the land","meaningZh":"耕種土地"},{"text":"cultivate good habits","meaningZh":"培養好習慣"}]
cultivation	noun	noun	the act of preparing land and growing crops, or the development of a skill or quality over time	耕作；栽培；（能力等的）培養	涵蓋農業種植（rice cultivation，稻米栽培）與抽象能力的養成（the cultivation of good habits，好習慣的養成）。	The region is famous for its cultivation of high-quality tea.	這個地區以優質茶葉的栽培聞名。	[{"text":"rice cultivation","meaningZh":"稻米栽培"},{"text":"the cultivation of talent","meaningZh":"人才培育"}]
cunning	adjective	adjective	skilled at achieving one's aims through deceit or trickery	狡猾的；詭計多端的	帶負面意味，強調用心機或欺瞞手段達成目的，語氣接近 crafty。	The cunning fox managed to escape the trap every time.	那隻狡猾的狐狸每次都能設法逃脫陷阱。	[{"text":"a cunning plan","meaningZh":"狡詐的計謀"}]
cupboard	noun	noun	a piece of furniture or a small closet with doors and shelves for storage	櫥櫃；碗櫃	日常用語，常見 kitchen cupboard（廚房櫥櫃），指用來收納物品的有門櫃子。	She keeps all the plates and cups in the kitchen cupboard.	她把所有的盤子和杯子都放在廚房的櫥櫃裡。	[{"text":"a kitchen cupboard","meaningZh":"廚房櫥櫃"}]
curator	noun	noun	a keeper or custodian of a museum or other collection	（博物館等的）館長；策展人	常見於藝文語境，如 a museum curator（博物館館長），負責管理與規劃展覽內容。	The museum's curator selected the paintings for the new exhibition.	這間博物館的策展人挑選了新展覽的畫作。	[{"text":"a museum curator","meaningZh":"博物館策展人"}]
curb	noun	noun	a check or restraint on something, or the edge of a raised path along a street	抑制；限制；（人行道）路緣	一義指對某事物的節制（a curb on spending，對支出的限制），另一義指街道路面邊緣（美式用法，同英式 kerb）。	The government introduced new curbs on plastic bag usage.	政府針對塑膠袋的使用祭出了新的限制措施。	[{"text":"curbs on spending","meaningZh":"開支限制"}]
curb	verb	verb	to restrain or keep something in check	抑制；控制；遏止	常見 curb one's appetite/spending，強調主動限制或壓抑某種行為或衝動。	She tried to curb her spending habits after going over budget.	她在超支後試著控制自己的消費習慣。	[{"text":"curb inflation","meaningZh":"抑制通貨膨脹"}]
cure	verb	verb	to relieve a person of the symptoms of a disease, or to solve a problem	治癒；治療；解決（問題）	常見 cure a disease/illness，也可比喻指解決棘手的問題（cure the economy's woes）。	The new medication has helped cure many patients of the infection.	這種新藥已幫助許多病人治癒了這種感染。	[{"text":"cure someone of a disease","meaningZh":"治好某人的疾病"}]
curiosity	noun	noun	a strong desire to know or learn something	好奇心	常見 out of curiosity（出於好奇）、arouse curiosity（激起好奇心），描述對未知事物的求知慾望。	Her curiosity about ancient civilizations led her to study archaeology.	她對古文明的好奇心引領她投身考古學研究。	[{"text":"out of curiosity","meaningZh":"出於好奇"}]
curious	adjective	adjective	eager to know or learn something, or strange and unusual	好奇的；奇特的	一義形容渴望了解的心態（curious about），另一義形容事物本身怪異（a curious coincidence，奇特的巧合）。	The curious child kept asking questions about how things worked.	這個好奇的孩子一直問東西是怎麼運作的。	[{"text":"curious about","meaningZh":"對……好奇"},{"text":"a curious coincidence","meaningZh":"奇妙的巧合"}]
curl	verb	verb	to form or cause to form a curved or spiral shape	使捲曲；蜷曲	常見 curl one's hair（把頭髮弄捲）、curl up（蜷縮身體），描述彎曲成螺旋或圓弧狀。	She curled up on the sofa with a good book.	她蜷縮在沙發上看一本好書。	[{"text":"curl up","meaningZh":"蜷縮起來"}]
currency	noun	noun	a system of money used in a particular country, or general acceptance or use	貨幣；通用；流通程度	一義指某國使用的貨幣系統（foreign currency，外幣），另一義為比喻用法，指想法或說法被廣泛接受（gain currency，逐漸流行）。	The idea of remote work has gained currency since the pandemic.	自疫情爆發以來，遠距工作的概念已逐漸普及。	[{"text":"foreign currency","meaningZh":"外幣"},{"text":"gain currency","meaningZh":"開始廣為流傳"}]
curriculum	noun	noun	the subjects comprising a course of study in a school or college	課程；教學大綱	教育用語，常見 the school curriculum、a curriculum designer，指整體規劃的教學內容。	The new curriculum places greater emphasis on critical thinking skills.	這套新課程更加著重培養批判性思考能力。	[{"text":"the school curriculum","meaningZh":"學校課程"}]
curse	noun	noun	a solemn utterance calling for harm to befall someone, or a source of trouble	詛咒；（導致不幸的）根源	一義指惡意咒語（put a curse on someone），另一義指帶來不斷麻煩的事物（a curse rather than a blessing）。	According to legend, the tomb carried an ancient curse.	根據傳說，這座陵墓帶有古老的詛咒。	[{"text":"put a curse on","meaningZh":"對……下詛咒"}]
curse	verb	verb	to utter a curse against, or to swear angrily	詛咒；咒罵	常見 curse someone/something，強調用惡意語言表達憤怒或詛咒對方。	He cursed under his breath when he missed the bus.	他錯過公車時，小聲地咒罵了一句。	[{"text":"curse under one's breath","meaningZh":"低聲咒罵"}]
curtail	verb	verb	to reduce in extent or quantity; impose a restriction on	削減；縮減；限制	正式書面用語，常見 curtail spending/rights，強調縮小範圍或程度。	The budget cuts forced the department to curtail its research programs.	預算刪減迫使該部門不得不縮減其研究計畫。	[{"text":"curtail spending","meaningZh":"削減開支"}]
curtain	noun	noun	a piece of fabric hung to cover a window or door, or something marking the start/end of a performance	窗簾；布幕；（戲劇的）幕	常見 draw the curtains（拉上窗簾），劇場語境中也指開演或落幕的布幕（the curtain rises/falls）。	She drew the curtains to block out the morning sun.	她拉上窗簾以遮擋清晨的陽光。	[{"text":"draw the curtains","meaningZh":"拉上或拉開窗簾"}]
curtain	verb	verb	to provide or screen with a curtain	用簾子遮蔽；以布幕隔開	較不常見的動詞用法，常見 curtain off an area（用簾子隔出一塊區域）。	The nurse curtained off the bed to give the patient some privacy.	護理師拉上簾子把病床隔開，讓病人有些隱私。	[{"text":"curtain off a room","meaningZh":"用簾子隔開房間"}]
curve	noun	noun	a line or surface that bends gradually without sharp angles	曲線；彎道	常見 a sharp curve（急轉彎）、a learning curve（學習曲線，比喻用法）。	The road has a sharp curve just past the bridge.	過了橋之後，這條路有一個急轉彎。	[{"text":"a sharp curve","meaningZh":"急彎"}]
cushion	noun	noun	a soft bag of fabric filled with padding, used for comfort	靠墊；坐墊	日常用語，常見 a sofa cushion（沙發靠墊），也可比喻指緩衝作用（a financial cushion）。	She fluffed up the cushions on the couch before guests arrived.	她在客人到來前把沙發上的靠墊拍鬆。	[{"text":"a seat cushion","meaningZh":"坐墊"}]
cushion	verb	verb	to soften the effect of an impact or hardship	緩和（衝擊）；為……提供緩衝	常比喻用法，如 cushion the blow（減輕打擊），強調降低負面影響的程度。	The government introduced subsidies to cushion the impact of rising fuel prices.	政府推出補貼措施，以緩和油價上漲的衝擊。	[{"text":"cushion the blow","meaningZh":"減輕打擊"}]
custody	noun	noun	the state of being detained by the police, or the legal right to care for a child	（警方的）拘留；（子女的）監護權	一義指遭警方羈押（in police custody），另一義指離婚後對子女的法定監護權（child custody）。	After the divorce, she was granted full custody of their two children.	離婚後，她獲得了兩個孩子的完全監護權。	[{"text":"in police custody","meaningZh":"遭警方拘留"},{"text":"joint custody","meaningZh":"共同監護權"}]
custom	noun	noun	a traditional way of behaving or doing something particular to a society or people	習俗；慣例	常見 a local custom（當地習俗）、customs and traditions，強調長期形成的社會行為模式。	It is a custom in many cultures to remove shoes before entering a home.	在許多文化中，進屋前脫鞋是一種習俗。	[{"text":"local customs","meaningZh":"當地習俗"}]
customary	adjective	adjective	according to custom; usual or habitual	習慣上的；慣例的	常見 it is customary to（依慣例應該……），強調符合社會或個人的固定作法。	It is customary to tip the waiter in many countries.	在許多國家，給服務生小費是一種慣例。	[{"text":"it is customary to","meaningZh":"慣例是……"}]
cute	adjective	adjective	attractive in a pretty or endearing way	可愛的；討喜的	日常口語用語，常修飾外貌或行為，語氣輕鬆親切，如 a cute puppy（可愛的小狗）。	Everyone thought the puppy was incredibly cute.	每個人都覺得這隻小狗超級可愛。	[{"text":"a cute puppy","meaningZh":"可愛的小狗"}]
cyclical	adjective	adjective	occurring in cycles; recurring at regular intervals	循環的；週期性的	常見於經濟或自然現象描述，如 cyclical trends（週期性趨勢），強調反覆出現的模式。	Economists often study cyclical patterns in the stock market.	經濟學家經常研究股市中的週期性模式。	[{"text":"cyclical changes","meaningZh":"週期性變化"}]
cylinder	noun	noun	a solid or hollow object with straight parallel sides and a circular cross section	圓柱體；汽缸	幾何學或機械用語，常見於工程語境，如 a car engine's cylinders（汽車引擎的汽缸）。	The engine has four cylinders arranged in a row.	這具引擎有四個並排的汽缸。	[{"text":"a gas cylinder","meaningZh":"氣瓶"}]
cynical	adjective	adjective	believing that people are motivated by self-interest; distrustful of sincerity or goodness	憤世嫉俗的；不信任他人善意的	常見 a cynical attitude，強調對他人動機抱持懷疑或不信任的態度，語氣偏負面。	After years in politics, he became increasingly cynical about people's motives.	在政壇打滾多年後，他對人們的動機變得越來越憤世嫉俗。	[{"text":"cynical about politics","meaningZh":"對政治抱持懷疑態度"}]
dabble	verb	verb	to engage in an activity casually or superficially, without serious commitment	涉獵；淺嘗（某活動）	常見 dabble in painting/writing，強調非專業、隨興嘗試某件事，沒有深入投入。	She dabbled in photography before deciding to pursue it seriously.	她在決定認真投入之前，先是隨興地涉獵了攝影。	[{"text":"dabble in painting","meaningZh":"淺嘗繪畫"}]
dainty	adjective	adjective	delicately small and pretty	精緻小巧的；纖弱優美的	常修飾外觀或動作，如 dainty fingers（纖細的手指），語氣帶有優雅細膩的意味。	She served tea in dainty porcelain cups.	她用精緻小巧的瓷杯端上了茶。	[{"text":"dainty fingers","meaningZh":"纖細的手指"}]
dairy	noun	noun	milk and products made from milk, or a place where these are produced/sold	乳製品；乳品業（相關產業）	常見 dairy products（乳製品）、a dairy farm（酪農場），指與牛奶相關的食品或產業。	She avoids dairy products because she is lactose intolerant.	她因為乳糖不耐症而避免食用乳製品。	[{"text":"avoid dairy","meaningZh":"避免食用乳製品"}]
damn	noun	noun	the least amount or degree, used in negative expressions of indifference (informal)	一丁點（用於否定，表毫不在乎）	口語且略帶粗俗，常見 not give a damn（毫不在乎），語氣隨意，正式場合應避免使用。	He said he didn't give a damn what other people thought of him.	他說他根本不在乎別人怎麼看他。	[{"text":"not give a damn","meaningZh":"一點也不在乎"}]
damp	adjective	adjective	slightly wet	潮濕的	日常用語，程度介於 wet（濕）與 dry（乾）之間，常見 damp weather（潮濕的天氣）。	The towel was still damp from this morning's shower.	這條毛巾因今早洗澡還是濕的。	[{"text":"a damp cloth","meaningZh":"微濕的布"}]
damp	noun	noun	moisture in the air or on a surface, especially causing an unpleasant effect	潮氣；濕氣	常見於描述建築物或環境的濕氣問題，如 rising damp（地面滲上來的濕氣）。	The old house suffered from damp in the basement walls.	這棟老房子的地下室牆壁飽受濕氣困擾。	[{"text":"rising damp","meaningZh":"由地面上升的濕氣"}]
damp	verb	verb	to make something slightly wet, or to reduce the intensity of a feeling or reaction	使潮濕；抑制（情緒或反應）	常見 damp someone's spirits/enthusiasm，比喻削弱熱情或士氣。	The bad news dampened everyone's enthusiasm for the project.	這個壞消息澆熄了大家對這個專案的熱情。	[{"text":"damp down enthusiasm","meaningZh":"抑制熱情"}]
dancer	noun	noun	a person who dances, especially professionally	舞者；舞蹈家	日常用語，指從事舞蹈表演的人，可為職業或業餘，如 a ballet dancer（芭蕾舞者）。	She trained for years to become a professional ballet dancer.	她訓練了好幾年才成為一名職業芭蕾舞者。	[{"text":"a ballet dancer","meaningZh":"芭蕾舞者"}]
dangle	verb	verb	to hang or swing loosely, or to offer something as an enticement	懸掛；晃蕩；（比喻）以……來誘惑	一義指物體鬆散地垂掛擺動（legs dangling），另一義為比喻用法，指用利益吸引他人（dangle a promotion）。	Her feet dangled off the edge of the dock.	她的雙腳懸在碼頭邊緣晃蕩著。	[{"text":"dangle from","meaningZh":"從……懸垂"},{"text":"dangle a carrot","meaningZh":"以好處誘惑"}]
dash	noun	noun	a sudden quick movement or short distance run, or a small amount of something added	衝刺；急奔；少量（添加物）	一義指突然快速的動作（make a dash for the door），另一義指少量添加的東西（a dash of salt，一小撮鹽）。	He made a dash for the last train just before the doors closed.	他在車門關閉前，衝去趕上最後一班列車。	[{"text":"make a dash for","meaningZh":"朝……衝去"},{"text":"a dash of salt","meaningZh":"少量鹽"}]
dawn	noun	noun	the first appearance of light in the sky before sunrise, or the beginning of something	黎明；（事物的）開端	一義指清晨天亮之時（at dawn），另一義為比喻用法，指新時代或新階段的開始（the dawn of a new era）。	They woke up before dawn to catch the sunrise from the mountain.	他們在黎明前就醒來，為了在山上看日出。	[{"text":"at dawn","meaningZh":"在黎明時分"}]
dawn	verb	verb	to begin to grow light in the morning, or to begin to be understood or realized	破曉；（真相或想法）逐漸明朗	常見 it dawned on me that...（我突然明白了……），強調某個想法或事實逐漸浮現在意識中。	It slowly dawned on her that she had been misled all along.	她漸漸明白，自己一直以來都被誤導了。	[{"text":"dawn on someone","meaningZh":"使某人漸漸明白"}]
deadline	noun	noun	the latest time or date by which something must be completed	截止日期；期限	日常與職場用語，常見 meet a deadline（趕上截止日期）、miss a deadline（錯過期限）。	The team worked overtime to meet the project deadline.	團隊加班趕工，以便在專案截止日期前完成。	[{"text":"meet a deadline","meaningZh":"如期完成"}]
deadly	adjective	adjective	likely to cause death, or extremely serious or intense	致命的；極度嚴重的	常修飾 disease、weapon 等，也可比喻用於強調程度極端，如 deadly serious（非常認真）。	The region was hit by a deadly outbreak of the disease.	這個地區爆發了一場致命的疫情。	[{"text":"a deadly disease","meaningZh":"致命疾病"}]
dealer	noun	noun	a person or company whose business is trading in a particular commodity, or someone who illegally sells drugs	經銷商；交易商；（毒品）販子	一義為合法商業用語（a car dealer，汽車經銷商），另一義帶負面意味，指非法販售毒品的人（a drug dealer）。	He works as a used car dealer in the city.	他在這座城市擔任二手車經銷商。	[{"text":"a car dealer","meaningZh":"汽車經銷商"}]
dean	noun	noun	the head of a university faculty or department, or a senior clergy official	（大學）院長；（教會）主任牧師	學術用語，常見 the dean of the medical school（醫學院院長），也可指教會中的資深神職人員。	She was recently appointed dean of the College of Engineering.	她最近被任命為工學院院長。	[{"text":"the dean of the faculty","meaningZh":"學院院長"}]
debris	noun	noun	scattered pieces of rubbish, wreckage, or discarded material	碎片；殘骸；瓦礫	常見於災難或事故報導中，如 flood/storm debris（洪水／暴風雨造成的殘骸），為不可數名詞。	Rescue workers searched through the debris for survivors.	救難人員在瓦礫堆中搜尋倖存者。	[{"text":"clear away debris","meaningZh":"清除瓦礫"}]
debtor	noun	noun	a person or entity who owes money	債務人	金融與法律用語，與 creditor（債權人）相對，指有償還義務的一方。	The bank sent a notice to the debtor requesting immediate payment.	銀行寄送通知給債務人，要求立即還款。	[{"text":"a debtor nation","meaningZh":"債務國"}]
debut	noun	noun	a person's first public appearance or performance	首次登場；初次亮相	常見 make one's debut（首次登場），也可指產品或作品的首次發表（a debut album，首張專輯）。	The young pianist made her concert debut at age twelve.	這位年輕鋼琴家在十二歲時首次登台演出。	[{"text":"make one's debut","meaningZh":"首次亮相"}]
debut	verb	verb	to make a first public appearance or performance	首次登場；初次亮相	常見 debut at/in，強調人或作品在特定場合首次公開呈現。	The band debuted their new single at the music festival.	這支樂團在音樂節上首次發表了他們的新單曲。	[{"text":"debut as a singer","meaningZh":"以歌手身分首次登場"}]
