lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
obsess	verb	verb	to preoccupy someone's mind continually and intrusively	使痴迷；使無法擺脫地想著	常見被動 be obsessed with，強調某件事持續佔據心思，難以擺脫。	She became obsessed with finishing the puzzle before dinner.	她變得非常執著，一心想在晚餐前完成這個拼圖。	[{"text":"be obsessed with success","meaningZh":"一心執著於成功"}]
obsession	noun	noun	a state in which someone's mind is completely filled with a particular idea or feeling	痴迷；執念	常見 have an obsession with，語氣可中性描述興趣過度，也可帶病態意味。	His obsession with cleanliness borders on a disorder.	他對整潔的執念幾乎到了強迫症的地步。	[{"text":"an obsession with perfection","meaningZh":"對完美的執著"}]
obstacle	noun	noun	something that blocks progress or achievement	障礙；阻礙	常見 overcome an obstacle、an obstacle to success，可指實體障礙物或抽象困難。	Lack of funding was the biggest obstacle to the project's success.	資金不足是這項計畫成功的最大障礙。	[{"text":"overcome an obstacle","meaningZh":"克服障礙"}]
obstruct	verb	verb	to block a path or process, preventing movement or progress	阻礙；妨礙；堵塞	常接具體物（obstruct the road）或抽象過程（obstruct justice），法律上 obstruct justice 指妨礙司法。	The fallen tree obstructed the main road for hours.	倒下的樹木堵塞主要道路長達數小時。	[{"text":"obstruct justice","meaningZh":"妨礙司法"},{"text":"obstruct the entrance","meaningZh":"堵住入口"}]
obviate	verb	verb	to remove or prevent a difficulty or need in advance	消除（困難或需求）；預先避免	語氣正式書面，常見 obviate the need for，強調事先預防使某事變得不再必要。	Automating the process obviated the need for manual checks.	自動化這個流程消除了人工檢查的需求。	[{"text":"obviate the need for","meaningZh":"使……不再必要"}]
occasional	adjective	adjective	happening irregularly and infrequently	偶爾的；不定期的	常修飾 visit、rain shower，強調發生頻率低且無固定規律。	He makes occasional visits to his hometown.	他偶爾會回一趟家鄉。	[{"text":"an occasional visitor","meaningZh":"偶爾來訪的人"}]
occasionally	adverb	adverb	sometimes but not often	偶爾	常置於句中，描述發生頻率低，語氣中性口語與正式皆可使用。	We occasionally go out for dinner on weekends.	我們週末偶爾會外出吃晚餐。	[{"text":"only occasionally","meaningZh":"只是偶爾"}]
occupation	noun	noun	a person's job or profession, or the action of occupying a place	職業；佔領	常見於表格欄位 occupation（職業）；軍事情境則指 the occupation of a territory（佔領某地）。	Please state your name, age, and occupation on the form.	請在表格上填寫您的姓名、年齡與職業。	[{"text":"state your occupation","meaningZh":"填寫你的職業"},{"text":"military occupation","meaningZh":"軍事佔領"}]
occupational	adjective	adjective	relating to a person's job or profession	職業的；因職業而產生的	常見 occupational hazard（職業傷害風險）、occupational therapy（職能治療），修飾與工作相關的事物。	Back pain is a common occupational hazard for office workers.	背痛是上班族常見的職業傷害。	[{"text":"occupational hazards","meaningZh":"職業危害"}]
occupy	verb	verb	to live in, use, or take control of a place, or to fill a period of time or someone's attention	佔據；居住於；佔領；使忙碌	可指居住、軍事佔領、佔用空間或時間，如 occupy oneself with（讓自己忙於某事）。	Soldiers occupied the town after the battle.	士兵在這場戰役後佔領了這座城鎮。	[{"text":"occupy a building","meaningZh":"佔據建築物"},{"text":"occupy oneself with work","meaningZh":"忙於工作"}]
occurrence	noun	noun	something that happens; an event or incident	事件；發生的事	常見 a common/rare occurrence，強調事情發生的頻率，語氣中性正式。	Traffic jams are a common occurrence during rush hour.	尖峰時段塞車是很常見的事。	[{"text":"a common occurrence","meaningZh":"常見的事情"}]
odor	noun	noun	a distinctive smell, especially an unpleasant one	氣味；臭味	美式拼法，常見 a foul odor、body odor，多用於負面或明顯的氣味。	A strange odor filled the kitchen.	廚房裡瀰漫著一股奇怪的氣味。	[{"text":"a pungent odor","meaningZh":"刺鼻的氣味"}]
odour	noun	noun	a distinctive smell, especially an unpleasant one	氣味；臭味	英式拼法，與 odor 意義相同，常見於英式英語文本，如 body odour。	The chemical spill left a strong odour in the air.	化學物質外洩後，空氣中留下了濃烈的氣味。	[{"text":"a pungent odour","meaningZh":"刺鼻的氣味"}]
offbeat	adjective	adjective	unconventional or unusual in a mildly interesting way	不落俗套的；另類的	常修飾 humor、style，帶正面或中性意味，強調與眾不同但吸引人。	The film has an offbeat sense of humor that fans love.	這部電影有種另類的幽默感，深受影迷喜愛。	[{"text":"offbeat humor","meaningZh":"另類幽默"}]
offbeat	noun	noun	an unstressed beat in a musical rhythm	（音樂的）弱拍；後半拍	音樂用語，常見於強調節奏重音落在非正拍上，如 reggae 音樂常見 emphasis on the offbeat。	The drummer emphasized the offbeat throughout the song.	鼓手在整首歌中都強調了弱拍的節奏。	[{"text":"on the offbeat","meaningZh":"在弱拍上"}]
offend	verb	verb	to cause someone to feel hurt, angry, or upset	冒犯；得罪	常接人作受詞，如 offend someone by saying something，也可用被動 be offended by。	His rude comment offended several guests at the party.	他無禮的評論冒犯了派對上的好幾位賓客。	[{"text":"offend someone's sensibilities","meaningZh":"冒犯某人的感受"}]
offensive	adjective	adjective	causing someone to feel deeply hurt or upset, or relating to attacking rather than defending	冒犯的；無禮的；攻擊性的	情感義如 an offensive remark（冒犯的言論）；軍事義如 an offensive strategy（攻勢策略），依語境不同。	The comedian's offensive joke received widespread criticism.	這名喜劇演員冒犯人的笑話引來廣泛批評。	[{"text":"offensive language","meaningZh":"冒犯性言語"},{"text":"offensive weapons","meaningZh":"攻擊性武器"}]
offspring	noun	noun	a person's child or children, or an animal's young	子女；後代	單複數同形，可用於人類子女或動物後代，語氣中性正式，常見於生物學或法律文本。	The bird returned to feed its offspring.	這隻鳥回來餵養牠的後代。	[{"text":"produce offspring","meaningZh":"繁衍後代"}]
ominous	adjective	adjective	giving the impression that something bad is going to happen	不祥的；預示凶兆的	常修飾 sky、silence、sign，強調帶來不好預感的氣氛或跡象。	Dark clouds gathered, giving the sky an ominous look.	烏雲聚集，讓天空呈現出不祥的樣貌。	[{"text":"an ominous silence","meaningZh":"不祥的沉默"}]
omit	verb	verb	to leave out or fail to include something	省略；遺漏	常接受詞，如 omit a name from a list，強調有意或無意地未列入某項內容。	She omitted her previous job from her resume.	她在履歷上省略了之前的那份工作。	[{"text":"omit important details","meaningZh":"遺漏重要細節"}]
onerous	adjective	adjective	involving a great deal of effort and difficulty	繁重的；沉重的	語氣正式書面，常修飾 task、duty、responsibility，強調負擔沉重、令人吃力。	Filing taxes can be an onerous task for small business owners.	申報稅務對小企業主來說可能是一項繁重的任務。	[{"text":"an onerous task","meaningZh":"繁重的任務"}]
ongoing	adjective	adjective	continuing to happen or develop; still in progress	持續進行的；正在進行中的	常修飾 project、investigation、negotiation，強調事情尚未結束、仍在進行。	The ongoing investigation has not yet reached a conclusion.	這項持續進行的調查尚未得出結論。	[{"text":"an ongoing investigation","meaningZh":"持續進行的調查"}]
onset	noun	noun	the beginning of something, especially something unpleasant	開始；發作（多指負面事件）	常見 the onset of winter、the onset of a disease，強調不好的事情剛開始出現。	Doctors detected the disease at an early onset.	醫生在疾病初期發作階段就發現了這種病。	[{"text":"the onset of symptoms","meaningZh":"症狀開始出現"}]
opaque	adjective	adjective	not able to be seen through; not transparent, or (of a situation) difficult to understand	不透明的；（比喻）晦澀難懂的	字面義形容材質不透光，如 opaque glass；比喻義如 an opaque process，指過程不透明、難以理解。	The bathroom window is made of opaque glass for privacy.	浴室的窗戶採用不透明玻璃以保護隱私。	[{"text":"opaque glass","meaningZh":"不透明玻璃"},{"text":"opaque language","meaningZh":"晦澀的語言"}]
opera	noun	noun	a dramatic work set to music, sung by singers with orchestral accompaniment	歌劇	藝術用語，常見 go to the opera、an opera house，指結合音樂與戲劇表演的藝術形式。	They attended a performance of a famous Italian opera.	他們去欣賞了一場知名義大利歌劇的演出。	[{"text":"an opera house","meaningZh":"歌劇院"}]
operative	adjective	adjective	functioning or having effect; in use or operation	有效的；運作中的；（法律條文）具約束力的	常見 the operative word（關鍵字眼）、an operative clause（生效條款），強調正在發揮作用的部分。	The new law becomes operative next month.	這項新法將於下個月開始生效。	[{"text":"the operative word","meaningZh":"關鍵字"}]
operator	noun	noun	a person who works or controls a machine, process, or business	操作員；經營者	常見 machine operator、tour operator，指負責操作設備或經營特定業務的人。	The telephone operator connected the call promptly.	接線生迅速接通了這通電話。	[{"text":"a machine operator","meaningZh":"機器操作員"},{"text":"a tour operator","meaningZh":"旅行業者"}]
opponent	adjective	adjective	characterized by active hostility or opposition	敵對的；對立的	多用於修飾與對手相關的名詞，如 opponent forces（敵對勢力），強調處於對抗立場。	The two nations remained opponent powers throughout the conflict.	這兩國在整場衝突期間始終處於敵對的勢力關係。	[{"text":"opponent processes","meaningZh":"對抗歷程"}]
oppose	verb	verb	to disagree with or resist a plan, policy, or action	反對；抵制	常接受詞，如 oppose a bill、oppose the decision，強調公開表達不贊同或加以抵制。	Many residents opposed the construction of the new highway.	許多居民反對興建這條新高速公路。	[{"text":"strongly oppose the proposal","meaningZh":"強烈反對提案"}]
opposite	adjective	adjective	positioned or facing away in a different direction, or completely different in nature	相對的；相反的	常見 the opposite direction、opposite opinions，也可用於描述位置相對或性質完全不同。	They walked in opposite directions after saying goodbye.	他們道別後便朝相反的方向走去。	[{"text":"the opposite direction","meaningZh":"相反方向"}]
oppress	verb	verb	to keep someone in a state of subjection through unjust use of power	壓迫；壓制	常見被動 be oppressed by，強調長期以不公正的權力壓制他人，語氣正式且帶強烈負面色彩。	The regime oppressed political dissidents for decades.	這個政權壓迫政治異議人士長達數十年。	[{"text":"oppress a minority","meaningZh":"壓迫少數族群"}]
optical	adjective	adjective	relating to vision or the sense of sight, or relating to optics	視覺的；光學的	常見 optical illusion（視覺錯覺）、optical device（光學儀器），依語境指視覺現象或光學技術。	The painting creates an optical illusion of depth.	這幅畫營造出深度的視覺錯覺。	[{"text":"an optical illusion","meaningZh":"視覺錯覺"}]
optimism	noun	noun	a feeling of hopefulness and confidence about the future	樂觀；樂觀主義	常見 a sense of optimism、cautious optimism，強調對未來抱持正面期待的態度。	Despite the setback, she maintained a sense of optimism.	儘管遭遇挫折，她仍保持樂觀的態度。	[{"text":"cautious optimism","meaningZh":"審慎樂觀"}]
optimistic	adjective	adjective	hopeful and confident about the future or the success of something	樂觀的	常接 about，如 optimistic about the future，語氣正面，與 pessimistic 相對。	He remains optimistic about the company's growth prospects.	他對公司的成長前景仍保持樂觀。	[{"text":"optimistic about the future","meaningZh":"對未來感到樂觀"}]
optional	adjective	adjective	available to be chosen but not compulsory	可選擇的；非強制的	常見 an optional course、optional extras，與 mandatory/compulsory 相對，強調可自由選擇是否參與。	Attendance at the workshop is optional.	參加這場工作坊是自由選擇的。	[{"text":"an optional course","meaningZh":"選修課"}]
oral	adjective	adjective	spoken rather than written, or relating to the mouth	口頭的；口腔的	語言義如 an oral exam（口試）；醫學義如 oral hygiene（口腔衛生），依語境判斷指涉範圍。	Students must pass both a written and an oral exam.	學生必須通過筆試和口試兩項考試。	[{"text":"an oral examination","meaningZh":"口試"},{"text":"oral hygiene","meaningZh":"口腔衛生"}]
orbit	noun	noun	the curved path of an object around a star, planet, or moon	軌道	天文用語，常見 in orbit、the moon's orbit，指天體環繞另一天體運行的路徑。	The satellite entered Earth's orbit successfully.	這顆衛星成功進入地球軌道。	[{"text":"in orbit around Earth","meaningZh":"在繞地球的軌道上"}]
orchestra	noun	noun	a large group of musicians who play various instruments together	管弦樂團	音樂用語，常見 a symphony orchestra、conduct an orchestra，指演奏古典音樂的大型樂團。	The orchestra performed a symphony by Beethoven.	這個管弦樂團演奏了一首貝多芬的交響曲。	[{"text":"a symphony orchestra","meaningZh":"交響樂團"}]
ordain	verb	verb	to officially make someone a priest or minister, or to order something by law or decree	授予聖職；（正式）命令、規定	宗教義如 ordain a priest；法律或命運義如 fate ordained that...，語氣正式書面。	She was ordained as a minister after years of theological study.	經過多年的神學研讀後，她被授予了牧師聖職。	[{"text":"be ordained as a priest","meaningZh":"被授予神父聖職"}]
ordnance	noun	noun	artillery and ammunition held as official military stores	軍火；軍需品	軍事用語，語氣正式，常見於官方或軍事文件，如 ordnance depot（軍火庫）。	The base stores large quantities of ordnance for training exercises.	這座基地儲存了大量軍火供訓練演習使用。	[{"text":"unexploded ordnance","meaningZh":"未爆彈藥"}]
organic	adjective	adjective	relating to living organisms, or (of food) produced without synthetic chemicals	有機的；有機栽種的	常見 organic food、organic farming，指未使用人工化學物質生產的農產品，也可指與生物體相關的事物。	They only buy organic vegetables from the local market.	他們只從當地市場購買有機蔬菜。	[{"text":"organic farming","meaningZh":"有機農業"}]
organism	noun	noun	an individual living thing, such as a plant, animal, or microorganism	生物；有機體	生物學用語，泛指任何具備生命特徵的個體，如 a single-celled organism（單細胞生物）。	Bacteria are single-celled organisms.	細菌是單細胞生物。	[{"text":"a living organism","meaningZh":"活的生物體"}]
organizer	noun	noun	a person who arranges and coordinates an event or activity	組織者；主辦人	常見 event organizer，指負責規劃、協調活動細節的人員。	The event organizer thanked all the volunteers for their help.	活動組織者感謝了所有志工的幫助。	[{"text":"an event organizer","meaningZh":"活動主辦人"}]
orientation	noun	noun	the direction in which something is positioned, or an introductory program to familiarize someone with a new situation	方向；（新進人員的）培訓；導向	常見 new employee orientation（新人培訓）；也可指物體的擺放方向，如 the orientation of a building。	All new students attend an orientation session before classes begin.	所有新生在開學前都會參加一場新生訓練。	[{"text":"an orientation program","meaningZh":"新生或新進人員的入門培訓"}]
origin	noun	noun	the point or place where something begins or is derived from	起源；來源	常見 country of origin（原產國）、the origin of a word（字源），指事物最初開始的地方或根源。	The origin of the tradition dates back centuries.	這項傳統的起源可追溯到好幾個世紀以前。	[{"text":"the origin of life","meaningZh":"生命的起源"}]
originally	adverb	adverb	in the beginning, before any changes were made	最初；原本	常置於句首或句中，強調事物一開始的狀態，與後來的改變形成對比。	The building was originally used as a warehouse.	這棟建築物原本是用作倉庫。	[{"text":"originally intended for","meaningZh":"原本是為……而設計的"}]
originate	verb	verb	to begin or come into existence in a particular place or way	起源於；發源於	常接 from/in，如 originate from a region，強調事物最初出現的來源或地點。	The custom is believed to have originated in ancient China.	這項習俗被認為起源於古代中國。	[{"text":"originate in","meaningZh":"起源於"}]
ornate	adjective	adjective	elaborately decorated, especially with complex designs	裝飾華麗的；精雕細琢的	常修飾 furniture、architecture，強調外觀極為繁複精美，帶有華麗感。	The palace featured ornate ceilings and gilded walls.	這座宮殿有著裝飾華麗的天花板和鍍金牆面。	[{"text":"an ornate ceiling","meaningZh":"裝飾華麗的天花板"}]
orthodox	adjective	adjective	following traditional or generally accepted beliefs, especially in religion	正統的；傳統的	常見 orthodox views、Orthodox Church（東正教會），可指宗教正統派別，也可泛指遵循傳統觀念。	He holds fairly orthodox views on education.	他對教育抱持相當傳統正統的看法。	[{"text":"orthodox views","meaningZh":"正統觀點"}]
oscillate	verb	verb	to move repeatedly back and forth, or to waver between different opinions or states	擺動；（比喻）搖擺不定	物理義如 the pendulum oscillates；比喻義如 oscillate between hope and despair，形容心情或立場反覆變化。	Her mood seemed to oscillate between excitement and anxiety.	她的心情似乎在興奮與焦慮之間搖擺不定。	[{"text":"oscillate between two extremes","meaningZh":"在兩個極端之間擺盪"}]
oust	verb	verb	to force someone out of a position of power or office	驅逐；罷黜	常見 oust someone from office/power，語氣正式，強調透過權力鬥爭或投票使人下台。	The board voted to oust the CEO after the scandal.	董事會在醜聞爆發後投票罷黜了執行長。	[{"text":"oust someone from office","meaningZh":"將某人趕下臺"}]
outbreak	noun	noun	a sudden occurrence of something unwelcome, especially violence or disease	（疾病、暴力等的）爆發	常見 an outbreak of disease/violence/war，強調負面事件突然大規模發生。	Health officials are monitoring the outbreak of the virus.	衛生官員正在監控這波病毒疫情的爆發。	[{"text":"a disease outbreak","meaningZh":"疾病爆發"}]
outfit	noun	noun	a set of clothes worn together for a particular occasion, or (informal) an organization or business	一套服裝；（口語）團隊、組織	常見 a stylish outfit（一套時髦的服裝）；口語義如 a small outfit（一個小型組織）。	She wore a bright red outfit to the party.	她穿了一套亮紅色的服裝去參加派對。	[{"text":"a wedding outfit","meaningZh":"婚禮服裝"}]
outlandish	adjective	adjective	looking or sounding bizarre or unfamiliar	古怪的；奇異的	常修飾 idea、costume，帶輕微負面或詫異的語氣，強調與常態差異極大。	He showed up in an outlandish costume that surprised everyone.	他穿著一身古怪的服裝出現，讓大家都很驚訝。	[{"text":"an outlandish claim","meaningZh":"荒誕離奇的說法"}]
outlet	noun	noun	a means of expressing feelings or energy, or a shop/pipe through which something is released	抒發管道；（電源）插座；（商店）分店	常見 an outlet for stress（抒發壓力的管道）、a retail outlet（零售分店）、a power outlet（電源插座）。	Running has become his main outlet for stress.	跑步已成為他抒發壓力的主要管道。	[{"text":"an outlet for creativity","meaningZh":"發揮創意的管道"},{"text":"a power outlet","meaningZh":"電源插座"}]
outline	noun	noun	a general description or plan of the main features of something, or the outer boundary line of a shape	概要；輪廓	常見 give an outline of a plan（概述計畫）；也可指物體的外形輪廓，如 the outline of a building。	She gave a brief outline of the project's main goals.	她簡要說明了這項計畫的主要目標概要。	[{"text":"a rough outline","meaningZh":"粗略的概要"}]
outlook	noun	noun	a person's point of view or attitude, or the future prospects for a situation	觀點；（未來的）展望	常見 a positive outlook on life（對人生的正面態度）；也可指經濟或天氣等未來趨勢，如 economic outlook。	The company's financial outlook remains positive despite the downturn.	儘管景氣下滑，這家公司的財務展望依然樂觀。	[{"text":"the economic outlook","meaningZh":"經濟前景"}]
outrage	noun	noun	an extremely strong reaction of anger, shock, or indignation, or an act that provokes such a reaction	憤怒；義憤；令人髮指的行為	常見 public outrage（公眾的憤怒）、an act of outrage（令人髮指的行為），語氣強烈。	The decision sparked outrage among local residents.	這項決定引發了當地居民的強烈憤慨。	[{"text":"public outrage","meaningZh":"公眾的憤怒"}]
outrageous	adjective	adjective	shockingly bad, excessive, or unacceptable	駭人聽聞的；離譜的；過分的	常修飾 price、behavior、claim，語氣強烈，強調超出合理範圍令人無法接受。	The prices at this restaurant are outrageous.	這家餐廳的價格實在離譜。	[{"text":"an outrageous price","meaningZh":"離譜的價格"}]
outset	noun	noun	the beginning or start of something	開端；一開始	常見 at/from the outset，強調事情最初的階段，語氣正式。	From the outset, the team knew the project would be challenging.	從一開始，團隊就知道這個計畫會很有挑戰性。	[{"text":"from the outset","meaningZh":"從一開始"}]
outspoken	adjective	adjective	direct and forthright in speech, especially in stating opinions others may not want to hear	直言不諱的；坦率敢言的	常修飾 critic、politician，強調不畏懼表達可能引起爭議的看法。	She is known as an outspoken critic of government policy.	她以直言不諱批評政府政策而聞名。	[{"text":"an outspoken critic","meaningZh":"直言不諱的批評者"}]
outstanding	adjective	adjective	exceptionally good or notable, or (of a debt or issue) not yet paid or resolved	傑出的；優異的；未償還的	正面義如 outstanding performance；財務義如 an outstanding balance（未清償餘額），依語境判斷。	She received an award for her outstanding contribution to research.	她因對研究的傑出貢獻而獲獎。	[{"text":"outstanding performance","meaningZh":"傑出的表現"},{"text":"outstanding debts","meaningZh":"未清償的債務"}]
outstrip	verb	verb	to become greater in amount, degree, or rate than something else	超越；勝過	常見 demand outstrips supply（需求超過供給），強調某項指標超越另一項的成長速度。	Demand for the product has outstripped supply.	這項產品的需求已經超過了供給。	[{"text":"demand outstrips supply","meaningZh":"需求超過供給"}]
oval	adjective	adjective	having a rounded shape like an egg or ellipse	橢圓形的	常修飾 shape、table、face，描述形狀類似蛋形或橢圓的物體。	The dining room has a large oval table.	餐廳裡有一張大型的橢圓形餐桌。	[{"text":"an oval face","meaningZh":"鵝蛋臉"}]
ovation	noun	noun	an enthusiastic round of applause from an audience	熱烈的掌聲；喝采	常見 a standing ovation（起立鼓掌），指觀眾對表演或演講的熱情回應。	The performance ended with a standing ovation.	這場表演在觀眾的起立鼓掌中結束。	[{"text":"a standing ovation","meaningZh":"起立鼓掌"}]
oven	noun	noun	an enclosed compartment used for cooking or baking food	烤箱；爐	日常用語，常見 preheat the oven（預熱烤箱），指用於烘烤食物的家電或設備。	Preheat the oven to 180 degrees before baking the cake.	烘烤蛋糕前，請先將烤箱預熱至攝氏180度。	[{"text":"preheat the oven","meaningZh":"預熱烤箱"}]
overall	adjective	adjective	taking everything into account; general rather than specific	整體的；全面的	常修飾 impression、result、quality，強調綜合考量所有因素後的整體評價。	The overall quality of the product has improved significantly.	這項產品的整體品質已大幅提升。	[{"text":"the overall effect","meaningZh":"整體效果"}]
overall	noun	noun	a general assessment or view that takes everything into account	整體情況；全面來看	常用於片語 on the overall 或作副詞用法 overall（整體而言），總結前述各項細節。	Overall, the trip was a great success despite a few delays.	整體而言，儘管有些延誤，這趟旅程還是非常成功。	[]
overdose	verb	verb	to take a dangerously excessive amount of a drug	服藥過量	醫療用語，常見 overdose on，指服用超過安全劑量的藥物，可能危及生命。	He was rushed to the hospital after overdosing on painkillers.	他因服用過量止痛藥而被緊急送醫。	[{"text":"a drug overdose","meaningZh":"藥物過量"}]
overflow	verb	verb	to flow or spread over the brim or limits of a container or area	溢出；氾濫	常見 the river overflowed its banks，也可比喻情感滿溢，如 overflow with joy。	The river overflowed its banks after days of heavy rain.	連日豪雨過後，這條河的河水漫過了堤岸。	[{"text":"overflow with water","meaningZh":"水滿溢出"}]
overflow	noun	noun	an instance of a liquid or a crowd spilling beyond capacity, or the excess amount itself	溢出；（多餘的）容量	常見 overflow parking（額外停車空間）、an overflow of emotion，指超出原有容量的部分。	The stadium set up overflow seating for the extra fans.	體育場為額外的球迷設置了溢出座位區。	[{"text":"an overflow pipe","meaningZh":"溢流管"}]
overhead	adjective	adjective	positioned above one's head, or (of costs) relating to the ongoing expenses of running a business	在頭頂上方的；（企業）營運成本的	物理義如 overhead lighting（頭頂上的照明）；商業義如 overhead costs（營運成本），依語境判斷。	The overhead lights flickered during the storm.	暴風雨期間，頭頂上的燈光閃爍不定。	[{"text":"overhead lighting","meaningZh":"頂部照明"}]
overhead	noun	noun	the ongoing operating costs of running a business, such as rent and utilities	（企業）營運成本；經常性開支	常見 reduce overhead、high overhead，指維持營運所需的固定開支，不含直接生產成本。	The company cut overhead by moving to a smaller office.	這家公司透過搬遷到較小的辦公室來降低營運成本。	[{"text":"reduce overhead","meaningZh":"降低營運成本"}]
overlap	verb	verb	to partially cover or coincide with something else	重疊；部分重複	常見 schedules overlap（行程重疊）、interests overlap（興趣有重疊之處），強調兩者部分相同或重合。	Their work schedules overlap on Tuesdays.	他們的工作時間表在星期二有重疊。	[{"text":"overlap with another course","meaningZh":"與另一門課部分重疊"}]
overlap	noun	noun	an area or amount in which two or more things coincide	重疊部分；重複之處	常見 there is some overlap between，指兩件事物之間相同或重合的部分。	There is significant overlap between the two research studies.	這兩項研究之間有相當程度的重疊。	[{"text":"an overlap in responsibilities","meaningZh":"職責上的重疊"}]
overlook	verb	verb	to fail to notice or consider something, or to have a view over a place from above	忽略；未注意到；俯瞰	常見 overlook a detail（忽略一個細節）；也可指建築物俯瞰某景色，如 a room overlooking the sea。	Please don't overlook the fine print in the contract.	請不要忽略合約中的小字條款。	[{"text":"overlook a detail","meaningZh":"忽略細節"},{"text":"overlook the sea","meaningZh":"俯瞰大海"}]
override	verb	verb	to use one's authority to reject or cancel a decision, or to take precedence over something	否決；推翻；優先於	常見 override a decision/veto，強調用更高的權力使原本的決定失效。	The president can override a veto with sufficient support.	若有足夠支持，總統可以推翻否決權。	[{"text":"override a decision","meaningZh":"推翻決定"}]
overrule	verb	verb	to reject or reverse a decision by using one's higher authority	駁回；否決（法律或正式決定）	法律用語常見 overrule an objection（駁回異議），強調具有更高權力的一方推翻先前的決定。	The judge overruled the defense's objection.	法官駁回了辯方的異議。	[{"text":"overrule an objection","meaningZh":"駁回異議"}]
oversee	verb	verb	to supervise a task, project, or organization to ensure it is done correctly	監督；督導	常見 oversee a project/team，強調負責確保工作順利、正確地進行。	She was hired to oversee the construction of the new building.	她被聘來監督這棟新建築的施工。	[{"text":"oversee a project","meaningZh":"督導專案"}]
overshadow	verb	verb	to cast a shadow over something, or to make something seem less important by comparison	使黯然失色；掩蓋（成就或重要性）	字面義指遮蔽陽光；比喻義如 the scandal overshadowed his achievements，強調某事使另一事顯得不重要。	Her achievements were overshadowed by the controversy.	她的成就因這場爭議而黯然失色。	[{"text":"overshadow someone's achievements","meaningZh":"使某人的成就黯然失色"}]
oversight	noun	noun	an unintentional failure to notice or do something, or the act of supervising something	疏忽；（正式的）監督	常見 due to an oversight（由於疏忽）；也可指正式監督機制，如 regulatory oversight。	The error was due to an oversight in the final review.	這項錯誤是由於最終審查時的疏忽所致。	[{"text":"due to an oversight","meaningZh":"由於疏忽"},{"text":"government oversight","meaningZh":"政府監督"}]
overstate	verb	verb	to state something in an exaggerated way	誇大；誇張陳述	常見 cannot be overstated（怎麼強調都不為過，反諷用法），也可指誇大事實的嚴重性。	The importance of early education cannot be overstated.	早期教育的重要性再怎麼強調都不為過。	[{"text":"overstate the importance of something","meaningZh":"誇大某事的重要性"}]
overtake	verb	verb	to catch up with and pass a vehicle or competitor ahead, or to become greater or more successful than	超越；追過	交通義如 overtake a car；比喻義如 overtake a rival in sales，強調在數量或表現上超越對方。	The runner overtook her opponent in the final lap.	這名跑者在最後一圈超越了對手。	[{"text":"overtake a vehicle","meaningZh":"超車"}]
overthrow	verb	verb	to remove a government or leader from power by force	推翻（政府或領袖）	政治用語，常見 overthrow a regime/government，強調以武力或革命手段使當權者下台。	Rebels attempted to overthrow the government.	叛軍試圖推翻政府。	[{"text":"overthrow a government","meaningZh":"推翻政府"}]
overthrow	noun	noun	the forcible removal of a government or leader from power	（政府或政權的）推翻	常見 the overthrow of a dictator，指政治權力被強制終結的事件本身。	The coup led to the overthrow of the president.	這場政變導致了總統下台。	[{"text":"the overthrow of a regime","meaningZh":"政權的推翻"}]
overturn	verb	verb	to turn something upside down or on its side, or to reverse a legal decision or ruling	使翻覆；推翻（判決或決定）	物理義如 overturn a boat；法律義如 overturn a verdict，強調正式撤銷先前的決定。	The appeals court overturned the previous ruling.	上訴法院推翻了先前的判決。	[{"text":"overturn a conviction","meaningZh":"推翻有罪判決"}]
overwhelm	verb	verb	to have such a strong emotional or physical effect on someone that they cannot cope	使不知所措；壓垮；淹沒	常見被動 be overwhelmed by/with，形容情緒或工作量過大到難以應付。	She felt overwhelmed by the amount of work on her desk.	她被桌上堆積如山的工作壓得喘不過氣。	[{"text":"be overwhelmed by emotion","meaningZh":"情緒激動得難以自持"}]
oxygen	noun	noun	a chemical element essential for respiration, symbol O	氧；氧氣	化學及生物學用語，常見 oxygen supply、oxygen tank，指維持呼吸作用所需的氣體元素。	Astronauts carry oxygen tanks for breathing in space.	太空人攜帶氧氣筒以便在太空中呼吸。	[{"text":"oxygen supply","meaningZh":"氧氣供應"}]
oyster	noun	noun	a bivalve mollusk, some species of which are edible or produce pearls	牡蠣；蚵仔	常見 oyster farm（牡蠣養殖場）；慣用語 the world is your oyster，比喻機會無限。	They enjoyed a dozen fresh oysters at the seafood restaurant.	他們在海鮮餐廳享用了一打新鮮牡蠣。	[{"text":"raw oysters","meaningZh":"生牡蠣"}]
ozone	noun	noun	a gas made of three oxygen atoms, forming a protective layer in the upper atmosphere	臭氧	化學及環境用語，常見 the ozone layer（臭氧層）、ozone depletion（臭氧層破洞），與環境保護議題相關。	Scientists have observed a slow recovery of the ozone layer.	科學家觀察到臭氧層正緩慢修復中。	[{"text":"the ozone layer","meaningZh":"臭氧層"}]
pace	noun	noun	the speed at which someone or something moves or a process happens	步調；速度	常見 keep pace with（跟上⋯的步調）、at a slow pace，可指走路速度或事情進展的節奏。	The project is progressing at a steady pace.	這項計畫正以穩定的步調進展中。	[{"text":"keep pace with","meaningZh":"跟上……的步調"}]
