lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
remarkable	adjective	adjective	worthy of attention because unusual or impressive	卓越的；不凡的	常修飾 achievement、talent，強調事物令人印象深刻的程度。	She made a remarkable recovery after the surgery.	她在手術後展現出驚人的康復力。	[{"text":"a remarkable achievement","meaningZh":"卓越的成就"}]
remarkably	adverb	adverb	in a way that is surprising or worthy of attention	顯著地；出乎意料地	常修飾形容詞，如 remarkably calm，強調程度超乎預期。	Despite the crisis, she remained remarkably calm.	儘管危機當前，她卻異常地冷靜。	[{"text":"remarkably well","meaningZh":"好得出奇"}]
remedy	noun	noun	a way of solving a problem, or a medicine or treatment for an illness	解決辦法；藥物；治療法	兩義：抽象問題的解方（remedy for inflation）；具體病痛的藥物（home remedy）。	Herbal tea is a popular home remedy for a sore throat.	草本茶是治療喉嚨痛常見的居家療法。	[{"text":"a home remedy","meaningZh":"家庭療法"},{"text":"a remedy for the problem","meaningZh":"問題的解決辦法"}]
reminder	noun	noun	something that causes someone to remember something	提醒；提醒物	常見 a gentle reminder、send a reminder，指用來喚起記憶的訊息或物品。	I set an alarm as a reminder to take my medicine.	我設了鬧鐘來提醒自己吃藥。	[{"text":"a gentle reminder","meaningZh":"溫馨提醒"}]
reminisce	verb	verb	to talk or think fondly about past experiences	追憶；懷舊	常見 reminisce about，語氣帶懷舊情感，強調回想並談論過往的美好時光。	The old friends spent the evening reminiscing about college days.	這群老朋友花了整晚追憶大學時光。	[{"text":"reminisce about the past","meaningZh":"追憶往事"}]
remission	noun	noun	a period during which the symptoms of a disease are reduced or disappear	（病情的）緩解	醫學用語，常見 cancer in remission，指疾病症狀暫時減輕或消失的狀態。	Her cancer has been in remission for three years.	她的癌症已經緩解三年了。	[{"text":"in remission","meaningZh":"病情處於緩解期"}]
remnant	noun	noun	a small remaining part of something that once was larger	殘餘；剩餘部分	常見 remnants of + N，指某事物消失後留下的一小部分，如 remnants of an empire。	The old stone wall is a remnant of the ancient fortress.	這道古老的石牆是這座古代堡壘的殘跡。	[{"text":"remnants of the past","meaningZh":"過去的殘跡"}]
remote	adjective	adjective	far away in distance, or very unlikely to happen	遙遠的；渺茫的	常見 remote village（偏遠村莊）、remote possibility（渺茫的可能性），依語境有具體或抽象意涵。	They live in a remote village with no internet access.	他們住在一個沒有網路的偏遠村莊。	[{"text":"a remote village","meaningZh":"偏遠的村莊"},{"text":"a remote possibility","meaningZh":"極小的可能性"}]
renaissance	noun	noun	a revival of interest, activity, or vitality in something, or (capitalized) the historical period of cultural rebirth in Europe	復興；文藝復興	大寫時特指歐洲十四至十七世紀的文藝復興運動；小寫可泛指任何領域的重新興盛。	The city experienced a cultural renaissance in the 1990s.	這座城市在一九九〇年代經歷了一場文化復興。	[{"text":"a cultural renaissance","meaningZh":"文化復興"}]
render	verb	verb	to cause something to be in a particular state or condition	使變成；致使	常接受詞+形容詞，如 render useless、render helpless，強調造成某種狀態的結果。	The injury rendered him unable to walk for weeks.	這次受傷使他有好幾週無法行走。	[{"text":"render something useless","meaningZh":"使某物失去作用"}]
rendezvous	noun	noun	a meeting arranged at a particular time and place, or the place itself	約會；會面地點	常帶浪漫或秘密色彩，如 a secret rendezvous；也可作動詞 rendezvous with sb。	The spies arranged a rendezvous at the old train station.	這些間諜安排在舊火車站會面。	[{"text":"arrange a rendezvous","meaningZh":"安排會面"}]
renege	verb	verb	to fail to keep a promise or agreement	違背（承諾）；食言	常見 renege on a deal/promise，語氣帶負面評價，強調不遵守先前的承諾。	He reneged on his promise to help with the project.	他違背了要協助這項計畫的承諾。	[{"text":"renege on a promise","meaningZh":"違背承諾"}]
renew	verb	verb	to extend the period of validity of something, or to start something again with fresh energy	更新；重新開始	常見 renew a contract/passport；也可指抽象事物的重新展開，如 renew one's efforts。	Remember to renew your passport before it expires.	記得在護照到期前辦理更新。	[{"text":"renew a contract","meaningZh":"續約"},{"text":"renew one's efforts","meaningZh":"重新努力"}]
renewal	noun	noun	the act of extending the validity of something, or the process of starting something again	更新；復興	常見 contract renewal、urban renewal（都市更新），指延續有效期或重新振興。	The lease renewal will take effect next month.	這份租約的更新將於下個月生效。	[{"text":"license renewal","meaningZh":"執照續期"},{"text":"urban renewal","meaningZh":"都市更新"}]
renounce	verb	verb	to formally give up a title, right, or belief	正式放棄；宣布放棄	正式用語，常接 throne、claim、belief，強調公開、正式地放棄某項權利或立場。	He renounced his citizenship to live abroad permanently.	他放棄了國籍以便永久定居國外。	[{"text":"renounce one's citizenship","meaningZh":"放棄國籍"}]
renovate	verb	verb	to repair and improve something, especially an old building	翻新；整修	常見 renovate a house/kitchen，指對建築物進行修繕以恢復或提升其狀態。	They spent a year renovating the old farmhouse.	他們花了一年時間翻新這棟老舊的農舍。	[{"text":"renovate a house","meaningZh":"整修房屋"}]
rental	noun	noun	an arrangement in which you pay to use something for a period of time, or the item rented	租賃；租金	常見 car rental、rental fee；也可作形容詞 rental car（租來的車）。	The rental of the beach house was more expensive during summer.	這棟海邊小屋的租金在夏季比較貴。	[{"text":"car rental","meaningZh":"汽車租賃"}]
reparation	noun	noun	payment or action made to compensate for wrong or damage done, especially after a war	賠償	正式用語，常見複數形式 war reparations，指對受害方作出的正式補償。	Germany paid reparations to several countries after the war.	德國在戰後向幾個國家支付了賠償金。	[{"text":"pay reparations","meaningZh":"支付賠償金"}]
repeal	verb	verb	to officially cancel a law	廢除（法律）	法律用語，常見 repeal a law/act，指立法機構正式撤銷某項法規。	Congress voted to repeal the outdated regulation.	國會投票廢除了這項過時的法規。	[{"text":"repeal a law","meaningZh":"廢除法律"}]
repent	verb	verb	to feel or express sincere regret for wrongdoing	懺悔；後悔	宗教或道德語境常見，常見 repent of one's sins，強調對過錯的真誠悔悟。	He repented of his past mistakes and tried to make amends.	他為過去的錯誤感到懺悔，並試圖彌補。	[{"text":"repent of one's sins","meaningZh":"懺悔自己的罪過"}]
repercussion	noun	noun	an unintended and usually unwelcome consequence of an action or event	影響；後果	常用複數 repercussions，強調事件帶來的間接、常為負面的後續效應。	The scandal had serious repercussions for the company's reputation.	這起醜聞對公司的聲譽造成了嚴重的後果。	[{"text":"serious repercussions","meaningZh":"嚴重後果"}]
repetition	noun	noun	the act of saying or doing something again, or a repeated instance of something	重複	常見 avoid repetition，也可指語言中反覆使用同樣字詞或句型作為修辭手法。	The teacher used repetition to help students memorize the vocabulary.	老師利用重複來幫助學生記憶單字。	[{"text":"avoid repetition","meaningZh":"避免重複"}]
replenish	verb	verb	to fill something up again after it has been used or emptied	補充；重新裝滿	常接 supplies、stock，如 replenish the shelves，強調恢復到原本充足的狀態。	The staff replenish the shelves with fresh stock every morning.	員工每天早上都會補充貨架上的新貨。	[{"text":"replenish supplies","meaningZh":"補充物資"}]
replete	adjective	adjective	completely filled or supplied with something	充滿的；富含的	正式用語，常見 replete with，後接名詞，表示充滿了某種事物。	The museum is replete with fascinating artifacts from ancient civilizations.	這座博物館裡充滿了來自古文明的迷人文物。	[{"text":"replete with examples","meaningZh":"有豐富的例子"}]
representation	noun	noun	the act of speaking or acting on behalf of someone, or something that depicts or symbolizes another thing	代表；表現	兩義：政治上代人發言（legal representation）；藝術上的呈現（visual representation）。	Every state has equal representation in the senate.	每一州在參議院都有平等的代表席次。	[{"text":"legal representation","meaningZh":"法律代理"},{"text":"a visual representation","meaningZh":"視覺呈現"}]
reprieve	noun	noun	an official postponement or cancellation of a punishment, or a temporary relief from something difficult	緩刑；暫時解脫	法律語境指延緩死刑等處罰；一般語境則指暫時擺脫困境或壓力。	The governor granted the prisoner a last-minute reprieve.	州長在最後一刻給予這名囚犯緩刑。	[{"text":"grant a reprieve","meaningZh":"准予暫緩執行刑罰"}]
reprimand	verb	verb	to criticize someone formally for doing something wrong	正式譴責；訓誡	正式用語，常見 reprimand sb for sth，語氣比 scold 更正式、公開。	The officer was reprimanded for his careless handling of the case.	這位警官因處理案件不慎而受到正式譴責。	[{"text":"reprimand someone for misconduct","meaningZh":"因行為不當訓誡某人"}]
reproach	noun	noun	an expression of disapproval or disappointment directed at someone	責備；指責	常見 a look of reproach，語氣較 blame 溫和，強調帶失望意味的批評。	Her silence was full of reproach.	她的沉默充滿了責備。	[{"text":"beyond reproach","meaningZh":"無可指責"}]
reproduce	verb	verb	to produce offspring, or to make a copy of something	繁殖；複製	兩義：生物學上的生殖（animals reproduce）；製作複製品（reproduce a document）。	Rabbits are known to reproduce very quickly.	眾所皆知，兔子繁殖速度非常快。	[{"text":"reproduce an image","meaningZh":"複製圖像"},{"text":"reproduce sexually","meaningZh":"以有性方式繁殖"}]
reproduction	noun	noun	the process by which living things produce offspring, or a copy of an original work	生殖；複製品	兩義常見：生物繁殖過程；藝術品或文件的複製版本，如 a reproduction of a painting。	The museum sells reproductions of famous paintings in its gift shop.	這座博物館的禮品店販售知名畫作的複製品。	[{"text":"sexual reproduction","meaningZh":"有性生殖"},{"text":"a reproduction of a painting","meaningZh":"畫作的複製品"}]
reproductive	adjective	adjective	relating to the production of offspring	生殖的	常見 reproductive system、reproductive health，醫學及生物學語境常用詞。	The clinic specializes in reproductive health for women.	這家診所專門提供女性生殖健康的服務。	[{"text":"reproductive health","meaningZh":"生殖健康"}]
republic	noun	noun	a country governed by elected representatives and a president, rather than a king or queen	共和國	政治學術語，與君主制（monarchy）相對，強調國家元首非世襲君主。	France became a republic after the revolution.	法國在革命後成為了共和國。	[{"text":"a federal republic","meaningZh":"聯邦共和國"}]
repudiate	verb	verb	to refuse to accept or support something, or to deny that something is true or valid	拒絕承認；否認	正式用語，常見 repudiate a claim/agreement，強調正式拒絕接受或宣告無效。	He repudiated the allegations made against him.	他否認了針對他所提出的指控。	[{"text":"repudiate a claim","meaningZh":"否認一項主張"}]
reputation	noun	noun	the general opinion that people have about someone or something's character or quality	名聲；聲譽	常見 build/damage a reputation，強調外界對其可信度或品質的整體評價。	The restaurant has a reputation for excellent service.	這家餐廳以優質的服務聞名。	[{"text":"a good reputation","meaningZh":"良好的聲譽"}]
request	noun	noun	an act of politely or formally asking for something	請求；要求	常見 make a request、upon request（應要求），語氣較 demand 委婉禮貌。	She submitted a formal request for additional funding.	她提交了一份追加經費的正式請求。	[{"text":"make a request","meaningZh":"提出請求"},{"text":"on request","meaningZh":"應要求提供"}]
requisite	adjective	adjective	necessary for a particular purpose	必需的；必要的	正式用語，常修飾 skills、qualifications，強調達成目的所不可或缺的條件。	Applicants must have the requisite experience for this position.	應徵者必須具備擔任這個職位所需的必要經驗。	[{"text":"the requisite skills","meaningZh":"必需的技能"}]
rescind	verb	verb	to officially cancel a law, decision, or agreement	撤銷；廢止	正式用語，常見 rescind an order/policy，強調正式取消先前的決定或規定。	The committee decided to rescind its earlier decision.	委員會決定撤銷先前的決議。	[{"text":"rescind an offer","meaningZh":"撤回提議"}]
rescue	noun	noun	an act of saving someone or something from danger or harm	救援；營救	常見 rescue mission、come to the rescue，指從危險或困境中拯救出來的行動。	The rescue of the trapped miners took several days.	營救受困礦工的行動耗時數天。	[{"text":"a rescue operation","meaningZh":"救援行動"}]
resemblance	noun	noun	the state of looking or being similar to someone or something else	相似；相似之處	常見 bear a resemblance to，強調外貌或特徵上的相似性。	She bears a striking resemblance to her grandmother.	她和她祖母長得非常相似。	[{"text":"bear a resemblance to","meaningZh":"與……相似"}]
resemble	verb	verb	to look like or be similar to someone or something	與……相似；像	常直接接受詞，不用介系詞，如 resemble one's mother。	The twins resemble each other so closely that people often confuse them.	這對雙胞胎彼此長得非常相似，人們常常會認錯。	[{"text":"closely resemble","meaningZh":"與……極為相似"}]
resentment	noun	noun	a bitter feeling of anger caused by being treated unfairly	怨恨；不滿	常見 harbor resentment、feel resentment towards，強調因不公平待遇而產生的長期不滿。	He harbored deep resentment towards his former employer.	他對前雇主懷有深深的怨恨。	[{"text":"harbor resentment","meaningZh":"心懷怨恨"}]
reserve	noun	noun	an amount of something kept back for future use, or an area protected for wildlife	儲備；保護區	兩義：儲存備用的資源（cash reserves）；受保護的自然區域（nature reserve）。	The country has large oil reserves.	這個國家擁有龐大的石油儲備。	[{"text":"a nature reserve","meaningZh":"自然保護區"},{"text":"keep something in reserve","meaningZh":"保留某物以備後用"}]
reservoir	noun	noun	a large natural or artificial lake used to store water for supply to a community	水庫；蓄水池	常見 water reservoir，也可比喻指某種大量儲備，如 a reservoir of knowledge。	The city's water supply comes from a large reservoir in the hills.	這座城市的用水來自山區的一座大水庫。	[{"text":"a water reservoir","meaningZh":"蓄水庫"}]
reshuffle	verb	verb	to change the positions or roles of people within an organization, especially a government	改組；調整（人事）	常見 cabinet reshuffle（內閣改組），指重新安排職位或人事以求改變。	The prime minister decided to reshuffle his cabinet after the scandal.	首相在醜聞之後決定改組內閣。	[{"text":"reshuffle the cabinet","meaningZh":"改組內閣"}]
reside	verb	verb	to have one's permanent home in a particular place	居住；定居	正式用語，常見 reside in/at，也可用於抽象語境（power resides in...）。	She has resided in this city for over twenty years.	她已在這座城市定居超過二十年。	[{"text":"reside in a city","meaningZh":"居住於城市"}]
residence	noun	noun	the place where someone lives, especially a large or formal one	住宅；居所	比 house 更正式，常見 official residence（官邸），也可用於 in residence（駐居）。	The ambassador's residence is located near the embassy.	大使的官邸位於大使館附近。	[{"text":"permanent residence","meaningZh":"永久居所"}]
residential	adjective	adjective	relating to areas where people live rather than work	住宅的；居住用的	常修飾 area、neighborhood，如 residential district（住宅區），與 commercial 相對。	They bought a house in a quiet residential neighborhood.	他們在一個安靜的住宅區買了房子。	[{"text":"a residential area","meaningZh":"住宅區"}]
residue	noun	noun	a small amount of something that remains after the main part has been used or removed	殘留物；剩餘	常見 chemical residue、pesticide residue，指使用或反應後留下的少量物質。	Traces of pesticide residue were found on the fruit.	水果上檢測出微量的農藥殘留。	[{"text":"chemical residue","meaningZh":"化學殘留物"}]
resignation	noun	noun	a formal statement announcing that you are leaving your job	辭職；辭呈	常見 submit/hand in one's resignation，指正式提出離職的行為或文件。	He submitted his resignation after the disagreement with management.	他在與管理階層意見不合後提交了辭呈。	[{"text":"submit one's resignation","meaningZh":"提出辭呈"}]
resilience	noun	noun	the ability to recover quickly from difficulties or setbacks	韌性；復原力	常見 emotional resilience，也可指材料的彈性恢復能力，強調挫折後迅速恢復的能力。	Her resilience helped her overcome the loss of her job.	她的韌性幫助她度過了失業的打擊。	[{"text":"build resilience","meaningZh":"培養復原力"}]
resist	verb	verb	to refuse to accept or comply with something, or to stop yourself from doing something you want to do	抵抗；抗拒	常接 change、temptation，如 resist the urge to，強調對抗外力或克制自身衝動。	He couldn't resist the temptation to check his phone.	他無法抗拒想看手機的衝動。	[{"text":"resist the temptation","meaningZh":"抵抗誘惑"}]
resistance	noun	noun	the act of opposing something, or the ability of a substance to withstand a force or effect	抵抗；阻力	常見 resistance to change、water resistance；物理學語境指電阻或阻力。	The new policy met strong resistance from employees.	這項新政策遭到員工的強烈抵制。	[{"text":"resistance to change","meaningZh":"對改變的抗拒"}]
resistant	adjective	adjective	able to withstand the effect of something, or opposed to a particular idea or change	抗……的；抵抗的	常見 resistant to，後接 disease、change 等，表示不易受影響或抗拒改變。	This fabric is resistant to water and stains.	這種布料防水又抗污。	[{"text":"resistant to antibiotics","meaningZh":"對抗生素有抗藥性的"}]
resolution	noun	noun	a firm decision to do or not do something, or a formal decision agreed on by a group	決心；決議	常見 New Year's resolution（新年新希望）、pass a resolution（通過決議），兩義依語境判斷。	She made a resolution to exercise more this year.	她下定決心今年要多運動。	[{"text":"pass a resolution","meaningZh":"通過決議"}]
resolve	verb	verb	to find a satisfactory solution to a problem or difficulty	解決；解決（問題）	常接 issue、conflict、dispute，強調透過努力找到問題的解答或化解方式。	The two companies resolved their dispute out of court.	這兩家公司在庭外解決了彼此的糾紛。	[{"text":"resolve a dispute","meaningZh":"解決爭端"}]
resonant	adjective	adjective	having a strong, deep, and rich sound, or deeply meaningful and emotionally powerful	洪亮的；引起共鳴的	常修飾 voice（聲音洪亮）或訊息、主題（resonant message，引起共鳴）。	His resonant voice filled the entire auditorium.	他洪亮的聲音充滿了整個禮堂。	[{"text":"a resonant voice","meaningZh":"洪亮的聲音"}]
resort	noun	noun	a place people visit for relaxation or recreation, especially on holiday	度假勝地	常見 beach resort、ski resort；片語 as a last resort 指萬不得已的手段。	They spent their honeymoon at a tropical resort.	他們在一座熱帶度假勝地度蜜月。	[{"text":"a seaside resort","meaningZh":"海濱度假勝地"}]
resourceful	adjective	adjective	able to find quick and clever ways to overcome difficulties	足智多謀的；善於應變的	形容人擅長運用有限資源解決問題，語氣正面，常修飾 person、leader。	The resourceful team found a creative solution despite the limited budget.	這支足智多謀的團隊儘管預算有限，仍找到了創新的解決方案。	[{"text":"a resourceful problem-solver","meaningZh":"善於應變的問題解決者"}]
respectively	adverb	adverb	in the order already mentioned, referring to each item in turn	各自；分別	常用於列舉對應關係之後，如 A and B are 10 and 20 respectively。	John and Mary scored 90 and 85 respectively.	約翰和瑪麗分別得了九十分和八十五分。	[{"text":"aged ten and twelve respectively","meaningZh":"年齡分別為十歲與十二歲"}]
respiration	noun	noun	the process of breathing, or the biological process of producing energy from food	呼吸；呼吸作用	日常語境指呼吸動作；生物學語境指細胞層次釋放能量的化學過程（cellular respiration）。	Artificial respiration can help save a person who has stopped breathing.	人工呼吸能幫助搶救停止呼吸的人。	[{"text":"cellular respiration","meaningZh":"細胞呼吸作用"}]
respondent	noun	noun	a person who answers a questionnaire or survey, or the defendant in certain legal cases	受訪者；被告	問卷調查中指填答者；法律語境（尤其離婚案件）中指答辯的一方。	Over 500 respondents completed the online survey.	超過五百名受訪者完成了這份線上問卷。	[{"text":"survey respondents","meaningZh":"問卷受訪者"}]
responsiveness	noun	noun	the quality of reacting quickly and positively to something	反應敏捷；回應力	常見 customer responsiveness，強調對需求、刺激或請求能迅速且適當地做出回應。	Customers praised the company's responsiveness to complaints.	顧客稱讚這家公司對投訴的回應相當迅速。	[{"text":"responsiveness to feedback","meaningZh":"對回饋的回應能力"}]
restitution	noun	noun	the act of giving back something that was lost or stolen, or paying for damage caused	歸還；賠償	法律用語，常見 make restitution，指恢復原狀或對損失做出補償。	The court ordered him to make restitution to the victims.	法院下令他向受害者做出賠償。	[{"text":"make restitution","meaningZh":"作出賠償"}]
restoration	noun	noun	the act of repairing or returning something to its former good condition	修復；恢復	常見 restoration of a building/painting，也可指抽象事物的恢復，如 restoration of order。	The restoration of the old cathedral took nearly ten years.	這座古老大教堂的修復工程花了將近十年。	[{"text":"the restoration of a building","meaningZh":"建築物的修復"}]
restore	verb	verb	to bring something back to its original or good condition	修復；恢復	常見 restore order/confidence，也可指具體事物如古蹟、藝術品的修復。	Workers carefully restored the ancient temple.	工人們小心翼翼地修復了這座古老的寺廟。	[{"text":"restore confidence","meaningZh":"恢復信心"}]
restrain	verb	verb	to prevent someone or something from doing something, or to control a strong emotion	抑制；克制	常見 restrain oneself from、restrain anger，強調用力量或意志加以約束。	She had to restrain herself from laughing during the meeting.	她在會議中必須忍住不笑出來。	[{"text":"restrain oneself from laughing","meaningZh":"忍住不笑"}]
restraint	noun	noun	a rule, force, or feeling that limits or controls behavior	約束；克制	常見 exercise restraint（自我克制）、without restraint（毫無節制），也可指實際的束縛裝置。	The soldiers showed remarkable restraint despite the provocation.	儘管遭到挑釁，這些士兵仍展現出驚人的克制。	[{"text":"exercise restraint","meaningZh":"保持克制"}]
restrict	verb	verb	to limit the size, amount, or range of something	限制	常見 restrict access/movement，強調對數量、範圍或自由施加限制。	The new law restricts the sale of firearms.	這項新法限制了槍枝的販售。	[{"text":"restrict access to","meaningZh":"限制進入或使用"}]
restriction	noun	noun	a rule or condition that limits what can be done	限制；限制規定	常見 travel restriction、age restriction，指官方或制度上設下的限制條件。	Travel restrictions were lifted after the pandemic eased.	疫情趨緩後，旅行限制解除了。	[{"text":"impose restrictions on","meaningZh":"對……施加限制"}]
restrictive	adjective	adjective	limiting freedom or action, especially in a way seen as excessive	限制性的；約束的	常修飾 policy、law，語氣中性偏負面，強調對自由或選擇的束縛。	Critics say the visa rules are overly restrictive.	批評者指出這些簽證規定過於嚴苛限制。	[{"text":"restrictive regulations","meaningZh":"限制嚴格的法規"}]
resume	verb	verb	to begin again after a pause or interruption	恢復；重新開始	常接活動或狀態，如 resume work/talks，強調中斷後的再度進行。	The meeting will resume after a short break.	會議將在短暫休息後恢復進行。	[{"text":"resume negotiations","meaningZh":"恢復談判"}]
resurgence	noun	noun	a renewed increase or growth in something, especially after a period of decline	復甦；再度興起	常見 resurgence of interest/popularity，強調事物在沉寂後重新活躍起來。	There has been a resurgence of interest in vinyl records.	黑膠唱片近來重新掀起了一股熱潮。	[{"text":"a resurgence of interest","meaningZh":"興趣再度高漲"}]
resurrect	verb	verb	to bring something back into use or existence after it had ended or been forgotten	使復活；使復興	常見 resurrect an idea/tradition，比喻用法多於宗教語境的字面「復活」。	The company resurrected an old marketing slogan for its anniversary campaign.	這家公司在週年慶活動中重新啟用了一句舊的行銷口號。	[{"text":"resurrect an old idea","meaningZh":"重新提出舊想法"}]
retail	noun	noun	the sale of goods to the public in relatively small quantities	零售	常見 retail price、retail industry，與 wholesale（批發）相對。	The company focuses on retail rather than wholesale distribution.	這家公司專注於零售而非批發配銷。	[{"text":"retail sales","meaningZh":"零售銷售"}]
retailer	noun	noun	a business or person that sells goods directly to consumers	零售商	常見 online retailer、major retailer，指從事零售業務的商家。	The retailer offers discounts during the holiday season.	這家零售商在假期期間提供折扣優惠。	[{"text":"an online retailer","meaningZh":"網路零售商"}]
retaliate	verb	verb	to attack or harm someone in return for a similar act against you	報復；反擊	常見 retaliate against，強調以牙還牙式的回應，帶負面色彩。	The company retaliated against the whistleblower by firing him.	這家公司以解僱作為對這名告密者的報復。	[{"text":"retaliate against an attack","meaningZh":"對攻擊進行報復"}]
retaliation	noun	noun	an action taken in return for an injury or wrong done to oneself	報復；反擊行動	常見 in retaliation for，指針對先前傷害或攻擊所採取的回應行動。	The airstrike was carried out in retaliation for the earlier attack.	這次空襲是為了報復先前的攻擊而發動的。	[{"text":"in retaliation for","meaningZh":"為報復……"}]
reticent	adjective	adjective	unwilling to talk about one's thoughts or feelings; reserved	沉默寡言的；有所保留的	正式用語，常見 reticent about，形容人不願透露想法或個人資訊，語氣中性。	He remained reticent about his personal life during the interview.	他在訪談中對自己的私生活始終保持沉默。	[{"text":"reticent about one's past","meaningZh":"對自己的過往有所保留"}]
retire	verb	verb	to stop working, usually because of reaching a certain age	退休	常見 retire from、retire at 65，指結束職業生涯，也可用於軍事語境指撤退（較少見）。	She plans to retire from teaching next year.	她打算明年從教職退休。	[{"text":"retire from teaching","meaningZh":"從教職退休"}]
retirement	noun	noun	the period of a person's life after they have stopped working	退休；退休生活	常見 retirement age、retirement plan，指離開職場後的階段或相關安排。	He is looking forward to a relaxing retirement.	他很期待悠閒的退休生活。	[{"text":"early retirement","meaningZh":"提早退休"}]
retrace	verb	verb	to go back over a route or sequence of events again	折返；回溯	常見 retrace one's steps（原路折返），也可比喻指回顧事件經過。	She retraced her steps to find the lost earring.	她循原路折返尋找遺失的耳環。	[{"text":"retrace one's steps","meaningZh":"循原路折返"}]
retract	verb	verb	to withdraw a statement, offer, or accusation, admitting it was wrong or untrue	撤回；收回（言論）	常見 retract a statement/claim，語氣正式，指公開承認先前說法有誤並收回。	The newspaper was forced to retract its false claim.	這家報社被迫撤回其不實的說法。	[{"text":"retract a statement","meaningZh":"撤回聲明"}]
retreat	noun	noun	the act of withdrawing, especially from a difficult situation, or a quiet place for relaxation	撤退；靜修處	軍事語境指撤退；日常語境指遠離塵囂的休憩場所，如 a mountain retreat。	The company held a weekend retreat for team building.	公司舉辦了一個週末靜修活動來凝聚團隊。	[{"text":"a hasty retreat","meaningZh":"倉促撤退"}]
revelation	noun	noun	a surprising fact that is made known, especially one that was previously secret	揭露；令人驚訝的發現	常見 shocking revelation，指原本隱藏、後來被公開且令人震驚的訊息。	The book contains several shocking revelations about the singer's past.	這本書揭露了幾件關於這位歌手過去令人震驚的事。	[{"text":"a shocking revelation","meaningZh":"令人震驚的揭露"}]
revenge	verb	verb	to harm someone in return for an injury or wrong they have done to you	報復；復仇	常見 revenge oneself on、be revenged，語氣較 avenge 更常見於一般口語。	He vowed to revenge his brother's death.	他發誓要為哥哥的死報仇。	[{"text":"take revenge on someone","meaningZh":"向某人報仇"}]
revenue	noun	noun	the income that a government or company receives regularly	收入；稅收	常見 tax revenue、annual revenue，指政府稅收或公司營業收入。	The company's revenue grew by 15% last year.	這家公司去年的營收成長了百分之十五。	[{"text":"generate revenue","meaningZh":"創造收入"}]
reverberate	verb	verb	to be repeated as an echo, or to have continuing effects that are felt widely	迴響；引起廣泛影響	字面指聲音回響（reverberate through the hall）；比喻指事件的影響持續擴散。	His speech reverberated through the political world for weeks.	他的演說在政壇上引起了數週的迴響。	[{"text":"reverberate through the hall","meaningZh":"在大廳中迴響"}]
reverent	adjective	adjective	showing deep respect, especially for something considered sacred	虔敬的；恭敬的	常修飾 silence、attitude，多用於宗教或莊嚴場合，表達深切的敬意。	The visitors stood in reverent silence before the ancient shrine.	遊客們在這座古老的神殿前恭敬肅立、鴉雀無聲。	[{"text":"a reverent silence","meaningZh":"虔敬的沉默"}]
reverse	noun	noun	the opposite of what has just been stated, or the back side of something	相反；背面	常見 in reverse、quite the reverse，也可指硬幣、紙張等的背面。	Contrary to expectations, the exact reverse happened.	與預期恰恰相反，事情的發展完全相反。	[{"text":"the reverse side","meaningZh":"背面"}]
reversion	noun	noun	a return to a previous state, condition, or type of behavior	復歸；回覆原狀	正式用語，常見於法律或生物學語境，如 reversion to type（返祖現象）。	The scandal caused a reversion to old, distrustful attitudes.	這起醜聞導致人們的態度回復到過去那種不信任的狀態。	[{"text":"reversion to old habits","meaningZh":"恢復舊習"}]
revert	verb	verb	to return to a previous state, practice, or condition	恢復；回復（原狀）	常見 revert to，指在改變後又回到先前的樣子或做法。	After the experiment failed, they reverted to the old method.	實驗失敗後，他們回復採用舊有的方法。	[{"text":"revert to the original plan","meaningZh":"回到原先的計畫"}]
revise	verb	verb	to change or update something, such as a text or plan, in order to correct or improve it	修訂；校訂	常見 revise a manuscript/estimate，強調重新檢視並修改以求更準確或完善。	The author revised the manuscript several times before publication.	作者在出版前將手稿修訂了好幾次。	[{"text":"revise a draft","meaningZh":"修訂草稿"}]
revision	noun	noun	a change made to correct or improve a text, plan, or opinion	修訂；修正	常見 make revisions to，也可指修訂後的版本，如 the latest revision。	The report went through several revisions before it was finalized.	這份報告在定案前經過了好幾次修訂。	[{"text":"a major revision","meaningZh":"重大修訂"}]
revitalize	verb	verb	to give new energy, strength, or success to something	使恢復活力；振興	常見 revitalize an economy/neighborhood，強調為原本衰退的事物注入新的動力。	The new mayor promised to revitalize the struggling downtown area.	新任市長承諾要振興這個蕭條的市中心地區。	[{"text":"revitalize the economy","meaningZh":"振興經濟"}]
revival	noun	noun	the process of something becoming popular, active, or successful again	復興；復甦	常見 economic revival、a revival of interest，指事物再度興盛或重新受到重視。	The film sparked a revival of interest in classic literature.	這部電影引發了大眾對經典文學的重新關注。	[{"text":"an economic revival","meaningZh":"經濟復甦"}]
revive	verb	verb	to bring someone or something back to consciousness, health, activity, or popularity	使甦醒；使復興	常見 revive a patient（使甦醒）、revive an economy（振興經濟），依受詞判斷字面或比喻義。	Paramedics managed to revive the unconscious swimmer.	救護人員成功讓這名失去意識的泳者甦醒過來。	[{"text":"revive interest in","meaningZh":"重新喚起對某事的興趣"}]
revolt	verb	verb	to rise up in rebellion against a government or authority	反抗；起義	常見 revolt against，也可作名詞 a revolt，指有組織的反抗行動。	The citizens revolted against the corrupt regime.	公民們揭竿起義，反抗這個腐敗的政權。	[{"text":"rise in revolt","meaningZh":"揭竿起義"}]
