lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
exasperate	verb	verb	to make someone extremely irritated or annoyed	使惱怒；使極度不耐煩	常見被動 be exasperated by/with，強調因反覆或無法解決的問題而感到氣憤沮喪。	Her constant excuses exasperated her manager.	她不斷找藉口的行為讓她的主管非常惱怒。	[{"text":"exasperate someone with delays","meaningZh":"因延誤使某人惱怒"}]
excavation	noun	noun	the process of digging in the ground, especially to find buried objects	挖掘；發掘（考古）	常見於考古學語境，如 an archaeological excavation，也可指一般的挖掘工程。	The excavation uncovered pottery dating back centuries.	這次挖掘出土了可追溯至數世紀前的陶器。	[{"text":"an archaeological excavation","meaningZh":"考古發掘"}]
exceed	verb	verb	to be greater than a particular amount, number, or limit	超過；超越	常接 expectations、limit、budget，強調數量或程度超出預期或規定範圍。	The project's cost exceeded the original budget by 20%.	這項專案的成本超出原始預算百分之二十。	[{"text":"exceed expectations","meaningZh":"超出預期"}]
exception	noun	noun	a person or thing that is excluded from a general rule or does not follow the usual pattern	例外	常見 with the exception of、make an exception，用於指出不符合一般規則的特殊情況。	All students must attend, with the exception of those who are ill.	所有學生都必須出席，生病者除外。	[{"text":"with the exception of","meaningZh":"除了……以外"},{"text":"make an exception","meaningZh":"破例"}]
exceptional	adjective	adjective	unusually excellent, or not typical of what usually happens	非凡的；優異的；異常的	可表示能力或表現極為出色（an exceptional talent），也可表示情況罕見或例外（exceptional circumstances）。	She showed exceptional talent in mathematics from a young age.	她從小就在數學方面展現出非凡的才能。	[{"text":"exceptional talent","meaningZh":"傑出的才能"}]
exceptionally	adverb	adverb	unusually or extremely, to a very high or notable degree	異常地；格外地	常修飾形容詞，如 exceptionally talented/difficult，強調程度遠超一般水準。	The weather has been exceptionally cold this winter.	今年冬天的天氣異常寒冷。	[{"text":"exceptionally well","meaningZh":"格外出色"}]
excerpt	noun	noun	a short extract from a book, film, piece of music, or other work	摘錄；節錄	常接 from，如 an excerpt from a novel，指從較長作品中截取的一小段。	The teacher read an excerpt from the novel aloud in class.	老師在課堂上朗讀了這部小說的一段摘錄。	[{"text":"an excerpt from a novel","meaningZh":"小說的節錄"}]
excerpt	verb	verb	to select and reproduce a short passage from a longer work	摘錄；節選（動詞用法）	及物動詞，常見被動 be excerpted from，指從原文中選取片段加以引用或出版。	The article was excerpted from her forthcoming book.	這篇文章是從她即將出版的新書中摘錄而來。	[{"text":"excerpt a passage from a book","meaningZh":"從書中節錄一段文字"}]
excess	noun	noun	an amount of something that is more than necessary, permitted, or reasonable	過量；過度	常見 in excess of（超過）、to excess（過度地），強調數量或程度超出合理範圍。	Drinking alcohol to excess can seriously harm your health.	過量飲酒會嚴重損害健康。	[{"text":"in excess of","meaningZh":"超過"}]
excess	adjective	adjective	more than is necessary, usual, or specified	多餘的；額外的	直接修飾名詞，如 excess baggage/weight，指超出正常或允許範圍的部分。	Passengers must pay extra for excess baggage.	乘客的行李超重須額外付費。	[{"text":"excess baggage","meaningZh":"超額行李"}]
excessive	adjective	adjective	more than what is necessary, normal, or reasonable	過度的；過分的	常修飾 amount、cost、force，帶有負面意味，強調程度超出合理範圍。	The court ruled that the fine was excessive.	法院裁定這筆罰款過高。	[{"text":"excessive force","meaningZh":"過度武力"}]
excitement	noun	noun	a feeling of great enthusiasm and eagerness	興奮；激動	不可數名詞，常見 with excitement、in excitement，描述因期待或高興而產生的情緒。	The children could barely contain their excitement before the trip.	孩子們在出發前幾乎無法掩飾內心的興奮。	[{"text":"a sense of excitement","meaningZh":"興奮感"}]
exclaim	verb	verb	to say something suddenly and loudly, especially out of surprise or strong emotion	喊叫；驚呼	常見於引述句後，如 "Wow!" she exclaimed，強調因驚訝或激動而突然大聲說出。	"That's incredible!" he exclaimed.	「太不可思議了！」他驚呼道。	[{"text":"exclaim in surprise","meaningZh":"驚訝地叫出聲"}]
exclamation	noun	noun	a sudden, short utterance expressing strong emotion, or the punctuation mark (!) used after it	驚嘆；感嘆詞；驚嘆號	常見 an exclamation of surprise/joy，也可指標點符號 exclamation mark/point（驚嘆號）。	She let out an exclamation of delight when she saw the gift.	她看到禮物時發出了一聲驚喜的歡呼。	[{"text":"an exclamation mark","meaningZh":"驚嘆號"}]
exclude	verb	verb	to prevent someone or something from being included, considered, or allowed	排除；排斥	及物動詞，常見被動 be excluded from，強調刻意不將某人或某物納入。	Vegetarians typically exclude meat and fish from their diet.	素食者通常會將肉類和魚類排除在飲食之外。	[{"text":"exclude someone from","meaningZh":"將某人排除於……之外"}]
exclusion	noun	noun	the act of deliberately not including or allowing someone or something	排除；排斥	常見 the exclusion of，也可指社會層面的排斥，如 social exclusion（社會排斥）。	The policy resulted in the exclusion of many low-income families.	這項政策導致許多低收入家庭被排除在外。	[{"text":"social exclusion","meaningZh":"社會排斥"}]
exclusive	adjective	adjective	limited to a particular group of people, especially because of high price or status	獨家的；專屬的；高級的	常修飾 club、interview、rights，強調限定特定群體才能享有或取得，也隱含高檔、稀少的意味。	The magazine got an exclusive interview with the celebrity.	這本雜誌獲得了與該名人的獨家專訪。	[{"text":"exclusive access","meaningZh":"專屬使用權"}]
exclusively	adverb	adverb	only, and not involving anything or anyone else	專門地；僅僅	常修飾動詞，如 available exclusively、used exclusively for，強調限定於單一對象或用途。	This product is available exclusively online.	這項產品僅在網路上獨家販售。	[{"text":"exclusively for members","meaningZh":"會員專用"}]
excursion	noun	noun	a short trip, especially one taken for pleasure	短途旅行；遠足	常見 go on an excursion，指以娛樂為目的的短程外出，常見於旅遊團行程。	The tour includes a day excursion to the nearby islands.	這趟行程包含一日的鄰近島嶼短途旅行。	[{"text":"a day excursion","meaningZh":"一日遊"}]
execute	verb	verb	to carry out or put into effect a plan, order, or task	執行；實行	常見 execute a plan/strategy，強調將計畫付諸實際行動，語氣正式。	The team executed the marketing plan flawlessly.	這個團隊完美地執行了這項行銷計畫。	[{"text":"execute a plan","meaningZh":"執行計畫"}]
execute	verb_kill	verb	to kill someone as a legal punishment	處決；處死	法律用語，常見被動 be executed for，指依法定程序執行死刑。	The prisoner was executed for treason.	這名囚犯因叛國罪被處決。	[{"text":"execute a prisoner","meaningZh":"處決囚犯"}]
execution	noun	noun	the process of carrying out or putting into effect a plan or task	執行；實行	常見 the execution of a plan，強調實際落實的過程與品質，如 flawless execution。	The success of the project depends on careful execution.	這項專案的成功取決於謹慎的執行。	[{"text":"the execution of a plan","meaningZh":"計畫的執行"}]
execution	noun_kill	noun	the act of killing someone as a legal punishment	處決；死刑	法律用語，常見 a public execution，指依法執行死刑的行動。	The public execution drew a large crowd in the town square.	這場公開處決吸引了廣場上一大群人。	[{"text":"a public execution","meaningZh":"公開處決"},{"text":"stay of execution","meaningZh":"暫緩執行死刑"}]
exempt	adjective	adjective	free from an obligation, duty, or liability that applies to others	被豁免的；免除義務的	常接 from，如 exempt from tax/military service，指依法不必承擔某項一般性義務。	Nonprofit organizations are often exempt from certain taxes.	非營利組織通常可以豁免某些稅賦。	[{"text":"exempt from tax","meaningZh":"免稅的"}]
exempt	verb	verb	to officially free someone from an obligation or duty	使豁免；免除（義務）	及物動詞，常見 exempt someone from something，指官方正式給予某人免除義務的資格。	The new law exempts small businesses from the reporting requirement.	這項新法規免除了小型企業的申報義務。	[{"text":"exempt someone from","meaningZh":"豁免某人的……義務"}]
exemption	noun	noun	official permission to be freed from an obligation, duty, or liability	豁免；免除（義務或稅賦）	常見 a tax exemption，指依法獲准不須履行某項一般性義務。	Students may qualify for a tuition exemption based on income.	學生可能依收入資格獲得學費減免。	[{"text":"tax exemption","meaningZh":"免稅"},{"text":"claim an exemption","meaningZh":"申請豁免"}]
exert	verb	verb	to apply or make use of a force, influence, or effort	施加（力量、影響）；運用（努力）	常見 exert pressure/influence/effort，也可用 exert oneself 表示「盡力、努力」。	The company exerts significant influence over local politics.	這家公司對地方政治施加了相當大的影響力。	[{"text":"exert pressure on","meaningZh":"對……施壓"},{"text":"exert yourself","meaningZh":"努力；盡力"}]
exhaust	noun	noun	the waste gases produced by an engine, or the pipe through which they are released	廢氣；排氣管	常見 car/vehicle exhaust，指引擎排出的廢氣或排放廢氣的裝置。	The car's exhaust was emitting a thick black smoke.	這輛車的排氣管冒出濃濃黑煙。	[{"text":"exhaust fumes","meaningZh":"廢氣"},{"text":"an exhaust pipe","meaningZh":"排氣管"}]
exhaust	verb	verb	to make someone extremely tired, or to use up a resource completely	使精疲力竭；耗盡（資源）	及物動詞，可指使人筋疲力盡（exhaust oneself），也可指用盡資源（exhaust all options/supplies）。	The long hike completely exhausted the hikers.	這趟長途健行讓登山客們筋疲力竭。	[{"text":"exhaust all possibilities","meaningZh":"試盡所有可能"},{"text":"exhaust yourself","meaningZh":"使自己筋疲力盡"}]
exhibit	noun	noun	an object or collection of objects displayed to the public, especially in a museum or gallery	展覽品；陳列品	常見 a museum exhibit，指在博物館或展覽中公開展示的物件。	The dinosaur exhibit is the museum's most popular attraction.	這件恐龍展覽品是這座博物館最受歡迎的展示品。	[{"text":"a museum exhibit","meaningZh":"博物館展品"}]
exhibit	verb	verb	to display or show a quality, feeling, or ability publicly	展現；表現出	及物動詞，常見 exhibit signs/symptoms of，指公開展現某種特質、情感或跡象。	The patient began to exhibit signs of improvement.	這名病患開始表現出好轉的跡象。	[{"text":"exhibit signs of","meaningZh":"表現出……的跡象"},{"text":"exhibit symptoms","meaningZh":"呈現症狀"}]
exhort	verb	verb	to strongly urge or encourage someone to do something	力勸；敦促	正式書面用語，常見 exhort someone to do something，語氣比 urge 更強烈，常見於演講或號召。	The coach exhorted the team to give their best effort.	教練力勸球隊全力以赴。	[{"text":"exhort someone to act","meaningZh":"敦促某人採取行動"}]
exile	noun	noun	the state of being forced to live away from one's home country, or a person in that state	流放；流亡；流亡者	常見 in exile、send someone into exile，指因政治等原因被迫離開祖國的狀態或人。	The former president spent twenty years in exile.	這位前總統流亡了二十年。	[{"text":"in exile","meaningZh":"流亡中"},{"text":"go into exile","meaningZh":"流亡國外"}]
existential	adjective	adjective	relating to human existence, especially concerning meaning, purpose, or the fundamental threat to survival	存在主義的；攸關存亡的	常見 existential crisis/threat，可指哲學上的存在議題，也可比喻性地形容嚴重到威脅生存的危機。	Climate change poses an existential threat to many coastal cities.	氣候變遷對許多沿海城市構成攸關存亡的威脅。	[{"text":"an existential threat","meaningZh":"攸關存亡的威脅"},{"text":"an existential crisis","meaningZh":"存在意義的危機"}]
exit	noun	noun	a way out of a building or vehicle, or the act of leaving	出口；離開	常見 emergency exit（緊急出口），也可指離開某場合的行為，如 make a quick exit。	Please locate the nearest emergency exit before the flight departs.	請在飛機起飛前找到最近的緊急出口。	[{"text":"an emergency exit","meaningZh":"緊急出口"},{"text":"make an exit","meaningZh":"離開"}]
exit	verb	verb	to leave a place, especially a building or vehicle	離開；退出	及物或不及物動詞，如 exit the building/highway，語氣中性，常見於指示或標示語。	Please exit the building calmly during the drill.	演習期間請冷靜地離開這棟建築。	[{"text":"exit the building","meaningZh":"離開大樓"},{"text":"exit a program","meaningZh":"退出程式"}]
exonerate	verb	verb	to officially declare that someone is not guilty of a crime or wrongdoing they were blamed for	宣告無罪；免除罪責	法律用語，常見被動 be exonerated of/from，指正式證明某人清白，洗清罪嫌。	New DNA evidence exonerated the man after ten years in prison.	新的DNA證據在這名男子入獄十年後證明了他的清白。	[{"text":"exonerate someone of blame","meaningZh":"免除某人的責任"},{"text":"fully exonerate","meaningZh":"完全洗清罪嫌"}]
exotic	adjective	adjective	originating from or characteristic of a distant foreign country, especially in an unusual or attractive way	異國情調的；奇特的（外來的）	常修飾 fruit、animal、location，強調帶有外國、罕見或新奇的吸引力。	The resort is known for its exotic birds and lush gardens.	這座度假村以其奇特的鳥類和茂密的花園聞名。	[{"text":"exotic plants","meaningZh":"外來的奇花異草"},{"text":"an exotic destination","meaningZh":"充滿異國風情的目的地"}]
expand	verb	verb	to increase in size, number, or extent	擴大；擴展	常見 expand a business/market，也可用 expand on 表示「進一步闡述」。	The company plans to expand into international markets next year.	這家公司計畫明年拓展至國際市場。	[{"text":"expand into new markets","meaningZh":"拓展至新市場"},{"text":"expand on an idea","meaningZh":"詳述一個想法"}]
expansion	noun	noun	the process of increasing in size, number, or extent	擴張；擴大	常見 business/economic expansion，指規模、範圍或數量增加的過程。	The company's rapid expansion led to hundreds of new jobs.	這家公司的快速擴張創造了數百個新工作機會。	[{"text":"economic expansion","meaningZh":"經濟擴張"},{"text":"rapid expansion","meaningZh":"快速擴展"}]
expansive	adjective	adjective	covering a large area, or (of a person) open and willing to talk freely	廣闊的；（人）健談豪爽的	可形容空間廣大（an expansive view），也可形容人開朗健談、暢所欲言（in an expansive mood）。	The house has an expansive view of the valley below.	這棟房子擁有俯瞰山谷的廣闊視野。	[{"text":"expansive views","meaningZh":"開闊的景觀"},{"text":"in an expansive mood","meaningZh":"心情開朗健談"}]
expatriate	verb	verb	to leave one's own country to live in another, or to force someone to do so	（使）僑居國外；（使）移居海外	此詞常見的名詞用法（an expatriate，僑民）在本語料庫僅登記為動詞，指離開本國到他國生活的行為。	Many young professionals expatriate to Southeast Asia for work.	許多年輕專業人士為了工作移居到東南亞。	[{"text":"expatriate oneself","meaningZh":"移居海外"}]
expedient	noun	noun	a means of achieving a particular end, especially one that is convenient but not necessarily right or moral	權宜之計；應急手段	常見 a political/temporary expedient，強調為求方便或速效而採取的手段，未必合乎道德或長久之計。	Raising taxes was seen as a short-term expedient rather than a real solution.	加稅被視為一種短期的權宜之計，而非真正的解決方案。	[{"text":"a temporary expedient","meaningZh":"臨時權宜之計"}]
expedient	adjective	adjective	convenient and practical, though not necessarily right or moral	權宜的；方便行事的	常見 politically expedient，帶有隱含批評意味，指僅考慮方便有效而非道德是非。	The politician chose the expedient answer rather than the honest one.	這位政治人物選擇了權宜的答案，而非誠實的答案。	[{"text":"politically expedient","meaningZh":"政治上有利而權宜的"}]
expedition	noun	noun	a journey or voyage undertaken for a specific purpose, especially exploration	遠征；探險（隊）	常見 a scientific/mountaineering expedition，指有明確目的的長途旅行或探索行動。	The team is preparing for an expedition to the South Pole.	這支團隊正在為前往南極的探險做準備。	[{"text":"a scientific expedition","meaningZh":"科學考察遠征"},{"text":"go on an expedition","meaningZh":"展開探險"}]
expel	verb	verb	to officially force someone to leave a school, organization, or country	開除；驅逐	常見被動 be expelled from school/the country，語氣正式，指依規定或命令強制驅離。	He was expelled from school for cheating on the exam.	他因考試作弊被學校開除。	[{"text":"expel someone from school","meaningZh":"把某人開除學籍"},{"text":"expel air","meaningZh":"排出空氣"}]
expend	verb	verb	to spend or use up time, money, or effort	花費；耗費（時間、金錢或精力）	正式用語，常見 expend energy/resources on，語氣比 spend 更正式，常見於書面。	They expended considerable effort trying to fix the old engine.	他們花費了相當大的精力試圖修好這台老舊引擎。	[{"text":"expend energy on","meaningZh":"把精力花在……"},{"text":"expend effort","meaningZh":"付出努力"}]
expenditure	noun	noun	an amount of money spent, or the act of spending money	支出；花費	常見 government/public expenditure，多用於財務、預算相關語境，較 spending 正式。	Government expenditure on education increased significantly this year.	政府今年在教育方面的支出大幅增加。	[{"text":"public expenditure","meaningZh":"公共支出"},{"text":"capital expenditure","meaningZh":"資本支出"}]
expertise	noun	noun	specialized knowledge or skill in a particular field	專業知識；專門技能	不可數名詞，常見 technical/legal expertise，指某領域深厚且專業的知識或能力。	The company hired a consultant for her expertise in marketing.	這家公司聘請了一位在行銷方面具有專業知識的顧問。	[{"text":"technical expertise","meaningZh":"技術專長"},{"text":"expertise in","meaningZh":"在……方面的專業知識"}]
expire	verb	verb	to come to an end or no longer be valid, especially referring to a contract, license, or period of time	期滿；到期；失效	常見 the contract/license expires，指效期屆滿而失去法律效力或功能。	Her passport expires at the end of next month.	她的護照下個月底就要到期了。	[{"text":"a visa expires","meaningZh":"簽證到期"},{"text":"expire at midnight","meaningZh":"午夜到期"}]
explode	verb	verb	to burst apart suddenly and violently, often with a loud noise	爆炸	常見 a bomb explodes，也可比喻性地指情緒突然爆發（explode with anger）或數量急遽增加（population explodes）。	The old boiler exploded, damaging the entire kitchen.	那台老舊鍋爐爆炸，損毀了整個廚房。	[{"text":"a bomb explodes","meaningZh":"炸彈爆炸"},{"text":"explode on impact","meaningZh":"撞擊時爆炸"}]
exploitation	noun	noun	the act of unfairly using someone or something for one's own advantage	剝削；利用（不公平地）	帶負面含意，常見 exploitation of workers/resources，指不公平地利用他人或資源以謀取自身利益。	The report exposed the exploitation of migrant workers in the industry.	這份報告揭露了該產業對移工的剝削。	[{"text":"worker exploitation","meaningZh":"剝削勞工"},{"text":"the exploitation of children","meaningZh":"剝削兒童"}]
exploration	noun	noun	the act of traveling through an unfamiliar area or subject in order to learn more about it	探索；探勘	常見 space/scientific exploration，指為了了解未知領域而進行的探查行動。	Space exploration has led to many technological breakthroughs.	太空探索帶來了許多科技上的突破。	[{"text":"space exploration","meaningZh":"太空探索"},{"text":"oil exploration","meaningZh":"石油探勘"}]
explore	verb	verb	to travel through an unfamiliar place in order to learn about it, or to examine a subject or idea thoroughly	探索；勘查；深入研究	及物動詞，可指實地探勘（explore the jungle），也可指深入研究議題（explore an idea/option）。	The team explored the cave system for several days.	這支隊伍花了好幾天探勘這個洞穴系統。	[{"text":"explore the possibility of","meaningZh":"探討……的可能性"},{"text":"explore new territory","meaningZh":"探索新領域"}]
explosive	noun	noun	a substance that can cause an explosion	炸藥；爆裂物	常見 a powerful/plastic explosive，指用於製造爆炸的物質。	Police found several kilograms of explosive hidden in the warehouse.	警方在倉庫中發現了數公斤藏匿的炸藥。	[{"text":"plastic explosives","meaningZh":"塑膠炸藥"},{"text":"an explosive device","meaningZh":"爆炸裝置"}]
explosive	adjective	adjective	able to explode, or (of a situation) likely to result in sudden violence or strong reactions	爆炸性的；一觸即發的	可形容實際物質（explosive material），也可比喻性地形容局勢緊張、隨時可能爆發衝突（an explosive situation）。	Tensions between the two groups reached an explosive level.	兩派人馬之間的緊張情勢已達一觸即發的地步。	[{"text":"an explosive situation","meaningZh":"一觸即發的局勢"},{"text":"explosive growth","meaningZh":"爆炸性成長"}]
expose	verb	verb	to reveal or make known something hidden, especially something illegal, dishonest, or dangerous	揭露；暴露（醜聞或危險）	常見 expose corruption/a scandal，也可指身體暴露於環境，如 expose skin to the sun。	The investigation exposed widespread corruption within the department.	這項調查揭露了該部門內部普遍存在的貪腐問題。	[{"text":"expose someone to danger","meaningZh":"使某人面臨危險"},{"text":"expose corruption","meaningZh":"揭發貪腐"}]
exposure	noun	noun	the state of being exposed to something, especially something harmful, or the fact of being made known publicly	暴露（於某物）；曝光	常見 exposure to sunlight/risk，也可指媒體曝光度，如 media exposure。	Prolonged exposure to loud noise can damage your hearing.	長時間暴露於噪音環境中會損害聽力。	[{"text":"exposure to sunlight","meaningZh":"曝曬於陽光下"},{"text":"media exposure","meaningZh":"媒體曝光"}]
expound	verb	verb	to explain a theory or idea in detail	詳細闡述；闡明	正式用語，常見 expound on a theory/view，語氣書面化，多用於學術或演講場合。	The professor expounded on his theory of economic growth for over an hour.	這位教授花了一個多小時詳細闡述他的經濟成長理論。	[{"text":"expound a theory","meaningZh":"闡述理論"},{"text":"expound on a topic","meaningZh":"詳論一個主題"}]
expulsion	noun	noun	the act of officially forcing someone to leave a school, organization, or country	開除；驅逐（正式行動）	常見 expulsion from school，指依規定或程序將某人正式除名或驅離。	His violent behavior led to his expulsion from the university.	他的暴力行為導致他被大學開除。	[{"text":"expulsion from school","meaningZh":"被學校開除"},{"text":"the expulsion of diplomats","meaningZh":"驅逐外交官"}]
exquisite	adjective	adjective	extremely beautiful, delicate, or finely made	精緻的；優美的	常修飾 craftsmanship、detail、beauty，強調工藝或美感極為細膩、令人讚嘆。	The dress was made with exquisite lace detailing.	這件洋裝以精緻的蕾絲細節製成。	[{"text":"exquisite craftsmanship","meaningZh":"精湛的工藝"},{"text":"exquisite detail","meaningZh":"精緻的細節"}]
extant	adjective	adjective	still in existence; not destroyed or lost	現存的；尚存的	正式書面用語，常修飾 manuscript、species，強調某物歷經時間仍然存在，多見於學術或歷史文本。	This is the oldest extant manuscript of the poem.	這是這首詩現存最古老的手稿。	[{"text":"extant manuscripts","meaningZh":"現存手稿"},{"text":"the oldest extant example","meaningZh":"現存最古老的實例"}]
extension	noun	noun	an additional period of time, or an added part that makes something longer or larger	延長；延期；擴建部分	常見 a deadline extension（延期）、a house extension（房屋擴建），也可指電話分機（phone extension）。	She requested a two-week extension on her thesis deadline.	她申請將論文繳交期限延長兩週。	[{"text":"an extension of the deadline","meaningZh":"延長期限"},{"text":"a house extension","meaningZh":"房屋擴建部分"}]
extensive	adjective	adjective	covering a large area, or involving a great amount or detail	廣泛的；大範圍的	常修飾 damage、research、network，強調規模、範圍或程度相當大。	The flood caused extensive damage to the town.	這場洪水對小鎮造成了廣泛的破壞。	[{"text":"extensive research","meaningZh":"廣泛研究"},{"text":"extensive damage","meaningZh":"大範圍損害"}]
external	noun	noun	an outward appearance or an external circumstance, usually used in the plural	外表；外在因素（複數形式）	通常以複數 externals 出現，指表面或外在的事物，日常對話較少見，多用於書面對比內在與外在。	One should not judge a person by mere externals.	不應該僅憑外表來評斷一個人。	[{"text":"judge by externals","meaningZh":"憑外表判斷"}]
external	adjective	adjective	coming from or existing outside a particular place, person, or organization	外部的；外在的	常見 external factors/pressure，與 internal（內部的）相對，強調來源或影響來自組織或個體之外。	The company's growth was largely driven by external factors.	這家公司的成長主要是受到外部因素驅動。	[{"text":"external factors","meaningZh":"外在因素"},{"text":"external use only","meaningZh":"僅限外用"}]
extinct	adjective	adjective	(of a species) no longer existing; having died out completely	滅絕的	常見 an extinct species/volcano，指物種完全消失不復存在，也可用於火山（不再活動）。	The dodo bird has been extinct for centuries.	渡渡鳥已經滅絕好幾個世紀了。	[{"text":"become extinct","meaningZh":"滅絕"},{"text":"an extinct species","meaningZh":"已滅絕的物種"}]
extinction	noun	noun	the state or process of a species dying out completely	滅絕（狀態或過程）	常見 on the brink of extinction，指物種瀕臨或已經完全消失。	Conservationists are working to prevent the species' extinction.	保育人士正努力防止這個物種滅絕。	[{"text":"on the brink of extinction","meaningZh":"瀕臨滅絕"},{"text":"mass extinction","meaningZh":"大規模滅絕"}]
extol	verb	verb	to praise someone or something enthusiastically	讚揚；歌頌	正式書面用語，常見 extol the virtues/benefits of，語氣比 praise 更強烈、正式。	The reviewer extolled the virtues of the new restaurant.	這位評論家熱情讚揚了這家新餐廳的優點。	[{"text":"extol the virtues of","meaningZh":"讚揚……的優點"}]
extraordinary	adjective	adjective	very unusual or remarkable, especially in a way that is impressive	非凡的；不尋常的	常修飾 talent、achievement、circumstances，強調程度遠超一般，帶有正面驚嘆的語氣。	She showed extraordinary courage during the crisis.	她在這場危機中展現出非凡的勇氣。	[{"text":"an extraordinary achievement","meaningZh":"非凡的成就"},{"text":"extraordinary circumstances","meaningZh":"特殊情況"}]
extrapolate	verb	verb	to estimate or predict something by extending known information or data	推斷；外推（依據已知資料）	常見於統計或研究語境，如 extrapolate from the data，指依據現有資訊推論未知的結果或趨勢。	Researchers extrapolated future trends from the survey data.	研究人員根據調查數據推斷未來的趨勢。	[{"text":"extrapolate from data","meaningZh":"由資料推算"},{"text":"extrapolate trends","meaningZh":"外推趨勢"}]
extravagance	noun	noun	excessive or unnecessary spending of money, or an instance of this	奢侈；浪費（金錢）	常見 a life of extravagance，指過度或不必要的花費，帶有輕微負面意味。	Critics accused the mayor of extravagance in the city's renovation project.	批評者指責市長在這項城市翻新計畫中揮霍無度。	[{"text":"a life of extravagance","meaningZh":"奢華的生活"},{"text":"an unnecessary extravagance","meaningZh":"不必要的奢侈開銷"}]
extricate	verb	verb	to free someone or oneself from a difficult or complicated situation	使脫離（困境）；解救	常見 extricate oneself from，也可指實際上把人從危險物理狀況中救出，如卡住的車禍現場。	It took hours to extricate the driver from the wreckage.	花了好幾個小時才把司機從殘骸中救出。	[{"text":"extricate yourself from","meaningZh":"使自己擺脫……"},{"text":"extricate someone from the wreckage","meaningZh":"把某人從殘骸中救出"}]
exuberance	noun	noun	the quality of being full of energy, enthusiasm, and excitement	熱情洋溢；活力充沛	常見 youthful exuberance，強調充滿朝氣與熱忱的表現。	The children greeted the news with youthful exuberance.	孩子們以充滿朝氣的熱情迎接這個消息。	[{"text":"youthful exuberance","meaningZh":"青春活力"},{"text":"irrational exuberance","meaningZh":"非理性繁榮或過度樂觀"}]
exuberant	adjective	adjective	full of energy, enthusiasm, and excitement	熱情洋溢的；興高采烈的	常修飾 crowd、mood、welcome，強調外顯的活力與興奮之情。	The team received an exuberant welcome from their fans.	這支球隊受到球迷們熱情洋溢的歡迎。	[{"text":"an exuberant personality","meaningZh":"熱情洋溢的個性"},{"text":"exuberant celebrations","meaningZh":"熱鬧歡騰的慶祝活動"}]
exude	verb	verb	to clearly display a quality or feeling, or to release a liquid or smell gradually	散發出（特質、情感）；滲出（液體或氣味）	常見 exude confidence/charm，也可用於實際物質滲出，如 exude sweat。	The new manager exudes confidence in every meeting.	這位新任經理在每次會議中都散發出自信。	[{"text":"exude confidence","meaningZh":"散發自信"},{"text":"exude an aroma","meaningZh":"散發香氣"}]
fabric	noun	noun	cloth produced by weaving or knitting fibers, or the basic structure of something	布料；織物；（社會或結構的）構造	常見具體用法（cotton fabric），也可比喻性地指基本架構，如 the fabric of society（社會結構）。	The dress is made from a soft, lightweight fabric.	這件洋裝是用柔軟輕盈的布料製成的。	[{"text":"cotton fabric","meaningZh":"棉布"},{"text":"the fabric of society","meaningZh":"社會結構"}]
fabulous	adjective	adjective	extremely good or impressive, or (in older usage) resembling a fable and hard to believe	極好的；棒極了的；（舊義）神話般的、難以置信的	日常口語常用來表示「很棒」，如 a fabulous time；較正式或文學用法則指近乎神話、難以置信的事物。	We had a fabulous time at the beach last weekend.	我們上週末在海灘玩得非常開心。	[{"text":"have a fabulous time","meaningZh":"度過美好時光"},{"text":"a fabulous creature","meaningZh":"神話中的生物"}]
faction	noun	noun	a small, organized group within a larger group, especially one with different opinions from the majority	派系；小集團	常見 a political/rebel faction，強調在較大組織內部因意見不合而形成的次群體，帶有分裂或對立的意味。	The party split into two rival factions over the policy debate.	這個政黨因政策爭議分裂成兩個對立派系。	[{"text":"a rival faction","meaningZh":"對立派系"}]
faculty	noun	noun	a natural ability or power of the mind or body, or the teaching staff of a school or university department	（身心的）機能；官能；（大學的）院系、教職員	常見 mental faculties（心智能力）、the faculty of medicine（醫學院），美式英語中也常指全體教師（faculty members）。	As she aged, she gradually lost some of her mental faculties.	隨著年紀增長，她的一些心智機能逐漸衰退。	[{"text":"mental faculties","meaningZh":"心智能力"},{"text":"faculty members","meaningZh":"教職員"}]
fade	verb	verb	to gradually lose brightness, color, strength, or clarity	褪色；逐漸消失；漸弱	常見 colors fade in sunlight、memories fade，強調隨時間逐漸減弱或消逝的過程。	The bright red curtains had faded in the sunlight.	鮮紅色的窗簾在陽光照射下已經褪色。	[{"text":"fade away","meaningZh":"逐漸消失"}]
fade	noun	noun	a gradual weakening or disappearance, especially of sound or light	（聲音、光線的）漸弱；淡出	常見於音樂或影視製作術語，如 a slow fade to black，指畫面或聲音逐漸減弱直至消失。	The song ends with a slow fade rather than a sudden stop.	這首歌以緩慢的漸弱作結，而非突然停止。	[{"text":"a gradual fade","meaningZh":"逐漸淡出"}]
faint	adjective	adjective	barely perceptible; weak in strength, brightness, or clarity	微弱的；模糊的	常修飾 sound、smell、hope，強調程度極輕微、幾乎難以察覺。	She heard a faint knock at the door.	她聽到一聲微弱的敲門聲。	[{"text":"a faint sound","meaningZh":"微弱的聲音"}]
