lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
pigeon	noun	noun	a stout bird with a small head, common in cities	鴿子	常見於城市場景，如 feed the pigeons（餵鴿子），指常見的城市鳥類。	People in the park were feeding the pigeons.	公園裡的人們正在餵鴿子。	[{"text":"a homing pigeon","meaningZh":"信鴿"}]
pigment	noun	noun	a substance that gives color to living tissue, paint, or other materials	色素；顏料	常見 skin pigment（皮膚色素）、natural pigment，指使物體或生物組織呈現顏色的物質。	Melanin is the pigment responsible for skin color.	黑色素是決定膚色的色素。	[{"text":"skin pigment","meaningZh":"皮膚色素"}]
pile	noun	noun	a heap of things laid one on top of another	一堆；一疊	常見 a pile of books、a pile of laundry，指物品堆疊在一起的形狀或數量。	There was a huge pile of laundry waiting to be washed.	有一大堆待洗的衣物等著清洗。	[{"text":"a pile of books","meaningZh":"一堆書"}]
pill	noun	noun	a small round tablet of medicine to be swallowed whole	藥丸；藥片	常見 take a pill、a sleeping pill（安眠藥），指口服的固體藥物形式。	She takes a pill every morning for her blood pressure.	她每天早上都會服用一顆控制血壓的藥丸。	[{"text":"take a pill","meaningZh":"服用藥丸"}]
pillar	noun	noun	a tall vertical structure used as a support for a building, or an important supporting member or part	柱子；支柱；重要支持者	常見 a pillar of society（社會中堅）、marble pillars，可指建築構件或比喻重要的支持力量。	He is regarded as a pillar of the local community.	他被視為當地社區的重要支柱。	[{"text":"a pillar of the community","meaningZh":"社區的中堅人物"}]
pillow	noun	noun	a cushion used to support the head while sleeping	枕頭	常見 a soft pillow、fluff a pillow（拍鬆枕頭），指睡覺時支撐頭部用的物品。	She fluffed up her pillow before going to sleep.	她在睡覺前把枕頭拍鬆了。	[{"text":"a feather pillow","meaningZh":"羽毛枕頭"}]
pine	noun	noun	an evergreen coniferous tree with needle-shaped leaves	松樹	常見 pine forest（松樹林）、pine needles（松針），指常綠針葉樹種。	The mountain trail was lined with tall pine trees.	那條山徑兩旁種滿了高聳的松樹。	[{"text":"a pine tree","meaningZh":"松樹"}]
pinpoint	verb	verb	to identify or locate something with great precision	精確指出；準確定位	常接具體目標，如 pinpoint the cause（準確找出原因）、pinpoint the location，強調精準無誤。	Investigators managed to pinpoint the exact cause of the crash.	調查人員成功找出這起事故的確切原因。	[{"text":"pinpoint the cause","meaningZh":"精確找出原因"}]
pistol	noun	noun	a small handgun designed to be held and fired with one hand	手槍	常見於描述武器或犯罪情境，如 fire a pistol，指單手操作的短槍。	The officer drew his pistol before entering the building.	那名警官在進入建築物前拔出了手槍。	[{"text":"a loaded pistol","meaningZh":"上膛的手槍"}]
pitch	noun	noun	the quality of a sound governed by the rate of vibrations, or a sports field, or a persuasive sales talk	音高；（運動）球場；推銷說詞	常見 perfect pitch（絕對音感）、a football pitch（足球場）、a sales pitch（推銷話術），依上下文判斷語意。	The company gave an impressive pitch to potential investors.	這家公司向潛在投資人做了一場令人印象深刻的推銷簡報。	[{"text":"a sales pitch","meaningZh":"推銷說詞"},{"text":"perfect pitch","meaningZh":"絕對音感"}]
pitcher	noun	noun	a large container with a handle and spout for holding and pouring liquids, or (in baseball) the player who throws the ball	水壺；（棒球）投手	常見 a pitcher of water（一壺水），美式英語中也指棒球比賽中負責投球的球員。	The waiter brought a pitcher of iced tea to the table.	服務生端來一壺冰茶放在桌上。	[{"text":"a pitcher of water","meaningZh":"一壺水"},{"text":"a baseball pitcher","meaningZh":"棒球投手"}]
pitiful	adjective	adjective	deserving or arousing pity, especially through weakness or inadequacy	可憐的；令人同情的；差勁的	常修飾 sight、excuse、performance，可指值得同情的處境，也可帶貶意指表現差勁。	The team's pitiful performance disappointed all the fans.	這支球隊差勁的表現讓所有球迷都感到失望。	[{"text":"a pitiful sight","meaningZh":"令人憐憫的景象"}]
pivot	noun	noun	a central point on which something turns or depends	樞紐；核心；支點	常見 a pivot point（轉折點）、the pivot of the discussion（討論的核心），強調關鍵且具支撐作用的部分。	Trust became the pivot of their entire relationship.	信任成為他們整段關係的核心。	[{"text":"a central pivot","meaningZh":"中心樞軸"}]
pivot	verb	verb	to turn or rotate on a central point, or to change strategy or approach	轉動；（策略）轉向	常接 on、around，如 pivot on a central idea，也可指企業或個人改變原有方向的比喻用法。	The company decided to pivot to a subscription-based model.	這家公司決定轉向訂閱制商業模式。	[{"text":"pivot on one foot","meaningZh":"以單腳為軸轉身"},{"text":"pivot to online sales","meaningZh":"轉向線上銷售"}]
placate	verb	verb	to make someone less angry or hostile	安撫；平息（怒氣）	常接受詞為人，如 placate an angry customer，強調透過言語或行動使對方情緒平復。	The manager tried to placate the furious customer with a refund.	經理試圖用退款來安撫那位憤怒的顧客。	[{"text":"placate an angry customer","meaningZh":"安撫憤怒的顧客"}]
placement	noun	noun	the action of placing someone or something, or a job or position, especially temporary	安置；配置；（工作）實習職位	常見 a work placement（實習職位）、product placement（置入性行銷），依上下文判斷具體意涵。	She got a summer placement at a marketing firm.	她在一家行銷公司獲得了一個暑期實習職位。	[{"text":"product placement","meaningZh":"置入性行銷"},{"text":"a work placement","meaningZh":"工作實習"}]
placid	adjective	adjective	calm and peaceful, without much disturbance or excitement	平靜的；溫和的	常修飾 lake、person，形容表面平靜、不易受擾動的事物或個性，語氣正面。	The lake was placid and still in the early morning light.	清晨的湖面平靜無波。	[{"text":"a placid lake","meaningZh":"平靜的湖"}]
plague	noun	noun	a contagious disease that spreads widely and causes many deaths, or something regarded as a widespread affliction	瘟疫；（比喻）禍害；大量湧現的困擾	常見 the Black Plague（黑死病）、a plague of locusts，也可比喻大量令人困擾的事物。	The region was struck by a plague that killed thousands.	這個地區遭受一場奪走數千人性命的瘟疫侵襲。	[{"text":"an outbreak of plague","meaningZh":"瘟疫爆發"},{"text":"a plague of locusts","meaningZh":"蝗蟲成災"}]
plaintiff	noun	noun	a person who brings a case against another in a court of law	原告	法律用語，與 defendant（被告）相對，指提出訴訟的一方。	The plaintiff argued that the company had breached the contract.	原告主張該公司違反了合約。	[{"text":"the plaintiff's claim","meaningZh":"原告的請求"}]
planner	noun	noun	a person who plans something, especially as a profession, or a notebook for scheduling	規劃者；策劃人員；行事曆	常見 an urban planner（都市規劃師）、a daily planner（每日行事曆本），依上下文判斷指人或物品。	The city hired a new urban planner to redesign the park.	市政府聘請了一位新的都市規劃師來重新設計這座公園。	[{"text":"an urban planner","meaningZh":"都市規劃師"},{"text":"a daily planner","meaningZh":"每日行事曆"}]
plantation	noun	noun	a large estate, especially in a tropical region, where crops are grown for sale	（熱帶）大農場；種植園	常見 a rubber plantation、a coffee plantation，指大規模種植經濟作物的農場。	The family owns a large coffee plantation in Brazil.	這家人在巴西擁有一座大型咖啡種植園。	[{"text":"a tea plantation","meaningZh":"茶園"}]
plasma	noun	noun	the colorless liquid part of blood, or an ionized gas considered a state of matter	血漿；（物理）電漿	常見 blood plasma（血漿）、plasma screen（電漿螢幕），依上下文判斷生物或物理意涵。	Doctors transfused blood plasma to help the patient recover.	醫生輸入血漿以幫助病患康復。	[{"text":"blood plasma","meaningZh":"血漿"}]
plaster	noun	noun	a paste used for coating walls and ceilings, or (British English) an adhesive bandage	灰泥；石膏；（英式）OK繃	常見 a plaster wall（灰泥牆）、put a plaster on a cut，英式英語中也指傷口貼的繃帶。	He put a plaster on the small cut on his finger.	他在手指上的小傷口貼了一片OK繃。	[{"text":"a plaster cast","meaningZh":"石膏固定模"},{"text":"sticking plaster","meaningZh":"黏貼式OK繃"}]
platform	noun	noun	a raised level surface, or a system used as a basis for launching something, such as software or a political program	平台；（政黨）政綱	常見 a train platform（火車月台）、a software platform、a political platform，需依語境判斷具體所指。	The company launched a new platform for online learning.	這家公司推出了一個新的線上學習平台。	[{"text":"a railway platform","meaningZh":"火車月台"},{"text":"a political platform","meaningZh":"政治綱領"}]
platitude	noun	noun	a remark that has been used too often to be interesting or thoughtful	陳腔濫調；老生常談	常帶貶意，指缺乏新意、流於形式的說法，如 offer empty platitudes（說些空洞的場面話）。	The politician's speech was full of empty platitudes.	那位政治人物的演講充滿了空洞的陳腔濫調。	[{"text":"utter platitudes","meaningZh":"說些老生常談"}]
plea	noun	noun	an emotional request, or a formal statement of guilt or innocence in court	懇求；（法律）答辯	常見 a plea for help（求助的懇求）、enter a plea of guilty（提出認罪答辯），依語境判斷法律或一般用法。	The charity issued an urgent plea for donations.	這個慈善機構發出緊急的捐款呼籲。	[{"text":"a plea for help","meaningZh":"求助"},{"text":"a guilty plea","meaningZh":"認罪答辯"}]
plead	verb	verb	to make an emotional appeal, or to state formally in court whether one is guilty	懇求；（法律）答辯	常接 with someone、for something，如 plead for mercy（懇求寬恕），法律上也用 plead guilty（認罪）。	She pleaded with the judge for a lighter sentence.	她懇求法官從輕量刑。	[{"text":"plead with someone","meaningZh":"向某人懇求"},{"text":"plead guilty","meaningZh":"認罪"}]
pleat	noun	noun	a fold in fabric made by doubling it back on itself	褶；褶襉	常見於服裝描述，如 a pleated skirt（百褶裙），指布料摺疊而成的紋路。	The skirt had neat pleats running down the front.	那條裙子前面有整齊的褶襉。	[{"text":"a box pleat","meaningZh":"工字褶"}]
pledge	noun	noun	a solemn promise or undertaking	誓言；承諾	常見 make a pledge、a pledge of allegiance，強調正式且鄭重的承諾。	The candidate made a pledge to lower taxes.	這位候選人承諾要降低稅賦。	[{"text":"make a pledge","meaningZh":"作出承諾"}]
pledge	verb	verb	to solemnly promise to do or give something	承諾；發誓	常接 to do something 或具體金額，如 pledge to donate $1,000，強調正式且具約束力的承諾。	The company pledged to donate a portion of its profits to charity.	這家公司承諾將部分利潤捐給慈善機構。	[{"text":"pledge support","meaningZh":"承諾支持"}]
plethora	noun	noun	a large or excessive amount of something	過多；大量	正式用語，常接 of，如 a plethora of options（過多的選擇），強調數量龐大甚至超出需要。	The website offers a plethora of information on the topic.	這個網站提供了大量關於這個主題的資訊。	[{"text":"a plethora of options","meaningZh":"多得令人眼花撩亂的選項"}]
plod	verb	verb	to walk slowly and heavily, or to work slowly and steadily	沉重緩慢地走；勤懇地做（乏味的工作）	常接 along、through，如 plod through the mud（艱難地在泥濘中前行），也可比喻費力持續地做某事。	The tired hikers plodded slowly up the final hill.	疲憊的健行者緩慢沉重地爬上最後一座山丘。	[{"text":"plod along","meaningZh":"緩慢而吃力地前進"},{"text":"plod through paperwork","meaningZh":"埋頭處理繁瑣文書"}]
plot	noun	noun	the main sequence of events in a story, or a secret plan, or a small piece of land	情節；陰謀；地皮	常見 the plot of a novel（小說情節）、a plot to overthrow the government（推翻政府的陰謀）、a plot of land（一塊地），依語境判斷。	The plot of the movie twisted in an unexpected direction.	這部電影的情節出現了意想不到的轉折。	[{"text":"a plot twist","meaningZh":"劇情轉折"},{"text":"a plot of land","meaningZh":"一塊土地"}]
plug	noun	noun	a device inserted into a socket to make an electrical connection, or a stopper for a hole	插頭；塞子	常見 pull the plug（拔插頭；比喻終止某事）、a bath plug（浴缸塞子），依上下文判斷具體所指。	Make sure to unplug the plug before cleaning the appliance.	清潔電器前，請務必拔掉插頭。	[{"text":"an electrical plug","meaningZh":"電源插頭"}]
plug	verb	verb	to block a hole with a plug, or to promote something	堵住；塞住；（口語）宣傳、推銷	常接 a hole、a leak，也可口語用法如 plug a new movie（宣傳一部新電影）。	He used a rag to plug the leak in the pipe.	他用一塊布堵住管子的漏水處。	[{"text":"plug a gap","meaningZh":"填補缺口"},{"text":"plug a new book","meaningZh":"宣傳新書"}]
plume	noun	noun	a long, soft feather, or a column of smoke or vapor rising into the air	羽毛；（煙、蒸氣的）柱狀物	常見 a plume of smoke（一縷煙），也可指鳥類的長羽毛，需依語境判斷。	A plume of black smoke rose from the burning building.	一縷黑煙從那棟燃燒的建築物中升起。	[{"text":"a plume of smoke","meaningZh":"一柱煙"}]
plump	verb	verb	to choose or vote in favor of one option out of several, or to make something plump by shaking or patting	選定；投票支持；把（枕頭等）拍鬆使鼓起	常接 for，如 plump for the cheaper option（選擇較便宜的選項），也可指 plump up a pillow（拍鬆枕頭）。	After much thought, she plumped for the red sofa instead of the gray one.	經過一番考慮，她選定了紅色沙發而不是灰色的。	[{"text":"plump for an option","meaningZh":"選定某個選項"}]
plump	adverb	adverb	straight down, especially heavily or abruptly	重重地；突然地；直接地	常見於 plump down，如 sit down plump（重重地坐下），強調動作突然且沉重。	He sat down plump on the sofa after the long hike.	長途健行後，他重重地一屁股坐在沙發上。	[{"text":"fall plump into the water","meaningZh":"撲通一聲直落水中（較少見）"}]
plunge	verb	verb	to jump or fall suddenly and dramatically, or (of prices, temperatures) to decrease sharply	驟然跳入（落下）；（價格、溫度）驟降	常接 into，如 plunge into the water，也可指抽象事物急遽下降，如 stock prices plunged。	Stock prices plunged after the disappointing earnings report.	股價在令人失望的財報公布後驟然下跌。	[{"text":"plunge into darkness","meaningZh":"陷入一片黑暗"}]
poach	verb	verb	to cook food gently in simmering liquid, or to hunt or fish illegally, or to lure away an employee	水煮（食物）；偷獵；（比喻）挖角	常見 poach an egg（水煮蛋）、poach animals（非法狩獵）、poach an employee（挖角員工），需依語境判斷。	The company was accused of poaching staff from its rival.	這家公司被指控從競爭對手那裡挖角員工。	[{"text":"poach an egg","meaningZh":"做水波蛋"}]
poet	noun	noun	a person who writes poems	詩人	指從事詩歌創作的人，常見於文學相關語境，如 a famous poet（知名詩人）。	The poet read her latest work aloud at the event.	那位詩人在活動中朗讀了她的最新作品。	[{"text":"a lyric poet","meaningZh":"抒情詩人"}]
poignant	adjective	adjective	evoking a keen sense of sadness or regret	令人心酸的；感人的	常修飾 moment、memory，形容深刻觸動情感、帶有淡淡哀傷的事物，語氣文學化。	The film's ending was both poignant and beautiful.	這部電影的結局既感人又美麗。	[{"text":"a poignant reminder","meaningZh":"令人心酸的提醒"}]
poise	noun	noun	graceful and calm behavior, especially under pressure	沉著；優雅的儀態	常見 with poise（沉著自若地）、maintain poise，強調在壓力下仍能保持鎮定優雅的舉止。	She handled the difficult questions with remarkable poise.	她以驚人的沉著應對這些棘手的問題。	[{"text":"grace and poise","meaningZh":"優雅與沉著"}]
poison	noun	noun	a substance that causes death or harm if it enters the body	毒藥；毒物	常見 a slow-acting poison（慢性毒藥），泛指任何對身體有害甚至致命的物質。	The detective discovered traces of poison in the victim's tea.	偵探在受害者的茶中發現了毒藥的痕跡。	[{"text":"rat poison","meaningZh":"老鼠藥"}]
poison	verb	verb	to give poison to someone in order to kill or harm them, or to corrupt something	下毒；毒害；（比喻）破壞	常接受詞為人或抽象事物，如 poison the atmosphere（破壞氣氛），依語境判斷字面或比喻義。	The rumors began to poison their friendship.	那些謠言開始破壞他們的友誼。	[{"text":"poison the atmosphere","meaningZh":"破壞氣氛"}]
poisonous	adjective	adjective	containing or producing poison; capable of causing harm or death	有毒的	常修飾 snake、substance，形容具有毒性、可能致命或有害的事物。	Some mushrooms in the forest are highly poisonous.	森林裡有些蘑菇具有劇毒。	[{"text":"poisonous mushrooms","meaningZh":"毒蘑菇"}]
poke	verb	verb	to jab or prod someone or something with a finger or pointed object	戳；捅	常接 at，如 poke at the fire（撥弄火堆），也可指用手指輕戳他人，語氣輕鬆隨意。	She poked him gently to wake him up.	她輕輕戳了他一下把他叫醒。	[{"text":"poke someone in the ribs","meaningZh":"戳某人的肋部"}]
polarize	verb	verb	to cause people or opinions to divide into two sharply contrasting groups	使兩極化；使分裂對立	常見 political issue that polarizes public opinion（使輿論兩極化的政治議題），強調造成極端對立。	The issue has polarized public opinion across the country.	這個議題使全國的輿論兩極化。	[{"text":"polarize public opinion","meaningZh":"使輿論兩極化"}]
poll	noun	noun	a survey of people's opinions, or the process of voting in an election	民調；投票	常見 conduct a poll（進行民調）、go to the polls（去投票），依上下文判斷指調查或選舉活動。	A recent poll shows growing support for the new policy.	最近一項民調顯示大眾對這項新政策的支持度正在上升。	[{"text":"an opinion poll","meaningZh":"民意調查"}]
pollination	noun	noun	the transfer of pollen from one flower to another, enabling fertilization	授粉	生物學用語，常見 bee pollination（蜜蜂授粉），描述植物繁殖過程中花粉傳遞的機制。	Bees play a crucial role in the pollination of many crops.	蜜蜂在許多農作物的授粉過程中扮演著關鍵角色。	[{"text":"cross-pollination","meaningZh":"異花授粉"}]
pollution	noun	noun	the presence or introduction of harmful substances into the environment	污染	常見 air pollution、water pollution，指環境中有害物質的存在或排放，是環境議題的常用詞。	Air pollution in the city has reached dangerous levels.	這座城市的空氣污染已達到危險等級。	[{"text":"air pollution","meaningZh":"空氣污染"}]
pompous	adjective	adjective	self-important and arrogant, especially in speech or manner	自負的；浮誇做作的	常修飾 tone、manner、person，形容言行過於自以為是、擺架子，帶貶意。	His pompous speech annoyed most of the audience.	他那自負的演講讓多數聽眾感到厭煩。	[{"text":"a pompous speech","meaningZh":"浮誇做作的演說"}]
ponder	verb	verb	to think about something carefully and thoroughly	仔細思考；沉思	常接 on、over 或直接接受詞，如 ponder a question，強調深思熟慮的過程，語氣正式。	She sat by the window, pondering her next move.	她坐在窗邊，仔細思考著下一步該怎麼做。	[{"text":"ponder over a question","meaningZh":"仔細思考一個問題"}]
pony	noun	noun	a small breed of horse	小馬；矮種馬	常見於兒童或農場情境，如 ride a pony（騎小馬），指體型較小的馬匹品種。	The children took turns riding the pony at the farm.	孩子們在農場裡輪流騎小馬。	[{"text":"a Shetland pony","meaningZh":"雪特蘭矮種馬"}]
popularity	noun	noun	the state of being liked, admired, or supported by many people	受歡迎程度；人氣	常見 gain popularity（獲得人氣）、lose popularity（失去人氣），常用於描述人物、產品或趨勢的受歡迎程度。	The singer's popularity soared after her latest album.	這位歌手在最新專輯發行後人氣飆升。	[{"text":"gain popularity","meaningZh":"漸受歡迎"}]
populous	adjective	adjective	having a large population; densely inhabited	人口稠密的	常修飾 city、region，如 the most populous country（人口最多的國家），強調人口數量龐大。	China is the world's most populous country.	中國是世界上人口最多的國家。	[{"text":"a populous city","meaningZh":"人口眾多的城市"}]
porous	adjective	adjective	having small holes that allow liquid or air to pass through, or (figuratively) easily penetrated	多孔的；（比喻）鬆散易滲透的	常見 porous rock（多孔的岩石），也可比喻邊界或制度不夠嚴密，如 porous borders。	The porous soil allowed rainwater to drain quickly.	多孔的土壤讓雨水能迅速排出。	[{"text":"porous rock","meaningZh":"多孔岩石"}]
portable	adjective	adjective	able to be easily carried or moved	可攜帶的；便攜式的	常修飾 device、computer，形容體積輕巧、方便隨身攜帶的物品。	She bought a portable speaker for her camping trip.	她為露營旅行買了一個便攜式喇叭。	[{"text":"a portable charger","meaningZh":"攜帶式充電器"}]
portfolio	noun	noun	a collection of documents, artwork, or investments held by a person or institution	作品集；（投資）組合	常見 an investment portfolio（投資組合）、a design portfolio（設計作品集），依上下文判斷具體所指。	The photographer showed her portfolio to potential clients.	那位攝影師向潛在客戶展示了她的作品集。	[{"text":"an investment portfolio","meaningZh":"投資組合"}]
portion	noun	noun	a part or share of a whole, especially of food	部分；（食物）份量	常見 a portion of food（一份食物）、a large portion of the population，指整體中的一部分或特定量。	Each guest was served a generous portion of cake.	每位賓客都得到了一大份蛋糕。	[{"text":"a generous portion","meaningZh":"一大份"}]
portrait	noun	noun	a painting, drawing, or photograph of a person, especially of the face	肖像；人像畫	常見 paint a portrait、a family portrait，指描繪人物（尤其是臉部）的藝術作品或照片。	The artist painted a portrait of the queen.	這位畫家為女王畫了一幅肖像。	[{"text":"paint a portrait","meaningZh":"畫肖像"}]
portray	verb	verb	to depict someone or something in a work of art, or (of an actor) to play a role	描繪；（演員）飾演	常接受詞為人物或角色，如 portray a character（飾演一個角色），也可指文學或藝術中的描寫。	The actor portrayed a troubled detective in the film.	那位演員在電影中飾演一名內心糾結的偵探。	[{"text":"portray someone as a hero","meaningZh":"把某人描繪成英雄"}]
pose	noun	noun	a particular position of the body, especially one adopted for a photograph or painting	姿勢；姿態	常見 strike a pose（擺姿勢），指刻意為拍照或繪畫所擺出的身體姿勢。	She struck a confident pose for the camera.	她為了拍照擺出了自信的姿勢。	[{"text":"strike a pose","meaningZh":"擺出姿勢"}]
pose	verb	verb	to present a problem or risk, or to assume a particular position, or to pretend to be someone	構成（問題、威脅）；擺姿勢；假冒	常接 a threat、a question，如 pose a risk（構成風險），也可指擺拍姿勢或假冒身分。	The new virus poses a serious threat to public health.	這種新病毒對公共衛生構成嚴重威脅。	[{"text":"pose a threat","meaningZh":"構成威脅"}]
posit	verb	verb	to put forward an idea or theory as a basis for argument	假設；提出（論點）	正式或學術用語，常接 that 子句，如 posit that，指提出一個作為論證基礎的假設或主張。	The researchers posit that the decline is linked to climate change.	研究人員提出假設，認為這種衰退與氣候變遷有關。	[{"text":"posit a theory","meaningZh":"提出理論"}]
possess	verb	verb	to have or own something, or (of a feeling) to control someone's actions	擁有；（情緒）支配（某人）	常見 possess a quality（擁有某種特質），也可指強烈情緒控制某人的行為，如 what possessed you to do that?	She possesses a rare talent for languages.	她擁有一種罕見的語言天賦。	[{"text":"possess the necessary skills","meaningZh":"具備所需技能"}]
possession	noun	noun	the state of owning or having something, or (plural) belongings	擁有；持有；（複數）財物	常見 in possession of（持有……）、personal possessions（個人財物），依上下文判斷抽象或具體意涵。	He was found in possession of stolen goods.	他被發現持有贓物。	[{"text":"in possession of","meaningZh":"持有……"}]
poster	noun	noun	a large printed picture or notice used for decoration or advertising	海報；廣告	常見 put up a poster（張貼海報）、a movie poster，指用於裝飾或宣傳的大幅印刷品。	She hung a poster of her favorite band on the wall.	她在牆上掛了一張她最喜歡的樂團海報。	[{"text":"a movie poster","meaningZh":"電影海報"}]
posterior	adjective	adjective	situated at or toward the rear, or coming after in time	後面的；較晚的	正式或學術用語，常見於解剖學（posterior side，後側）或時間序列（posterior to，晚於）。	The posterior part of the brain controls balance and coordination.	大腦的後側部分控制平衡與協調。	[{"text":"the posterior surface","meaningZh":"後側表面"}]
postpone	verb	verb	to arrange for an event to take place at a later time	延後；延期	常接具體事件，如 postpone the meeting，強調將原定時間往後移，語氣中性。	The concert was postponed due to bad weather.	這場演唱會因天候不佳而延期。	[{"text":"postpone until further notice","meaningZh":"延期至另行通知"}]
posture	noun	noun	the position in which someone holds their body, or an approach or attitude toward something	姿勢；體態；（比喻）態度、立場	常見 good posture（良好姿勢）、a defensive posture（防禦性態度），依語境判斷字面或比喻義。	Sitting for long hours can lead to poor posture.	長時間久坐可能導致姿勢不良。	[{"text":"good posture","meaningZh":"良好的姿勢"}]
postwar	adjective	adjective	relating to the period after a war, especially World War II	戰後的	常見 postwar era（戰後時期）、postwar reconstruction，特指戰爭結束後的一段時期或相關事物。	The postwar era saw rapid economic growth in many countries.	戰後時期許多國家經歷了快速的經濟成長。	[{"text":"postwar reconstruction","meaningZh":"戰後重建"}]
potent	adjective	adjective	having great power, influence, or effect	強而有力的；強效的	常修飾 drug、argument、symbol，形容影響力或效力強大的事物。	The medicine is potent and should be taken in small doses.	這種藥效力強，應少量服用。	[{"text":"a potent drug","meaningZh":"強效藥物"}]
pottery	noun	noun	objects made from clay hardened by heat, or the craft of making such objects	陶器；製陶工藝	常見 a piece of pottery（一件陶器）、make pottery，指陶製品本身或製作陶器的工藝，通常不可數。	She took a class to learn how to make pottery.	她上了一堂課學習製作陶器。	[{"text":"a pottery class","meaningZh":"陶藝課"}]
poverty	noun	noun	the state of being extremely poor	貧窮；貧困	常見 live in poverty（生活在貧困中）、poverty rate（貧困率），指缺乏足夠資源維持基本生活水準的狀態。	Many families in the region live in extreme poverty.	該地區許多家庭生活在極度貧困之中。	[{"text":"live in poverty","meaningZh":"生活貧困"}]
powder	noun	noun	a dry substance made of fine particles	粉末	常見 baking powder（發粉）、face powder（粉餅），泛指任何細小顆粒狀的乾燥物質。	She sprinkled some powder over the cake.	她在蛋糕上撒了一些糖粉。	[{"text":"baking powder","meaningZh":"泡打粉"}]
practically	adverb	adverb	almost or nearly, or in a way relating to practice rather than theory	幾乎；實際上	常見 practically impossible（幾乎不可能），也可指以實務、可行的方式，如 think practically。	The store was practically empty when we arrived.	我們到達時，店裡幾乎空無一人。	[{"text":"practically impossible","meaningZh":"幾乎不可能"}]
practitioner	noun	noun	a person actively engaged in a profession, especially medicine or law	從業人員；執業者	常見 a medical practitioner（醫療從業人員）、a legal practitioner，指實際從事某專業工作的人。	She is a licensed medical practitioner in the state.	她是該州持有執照的醫療從業人員。	[{"text":"a general practitioner","meaningZh":"一般科醫師"}]
prank	verb	verb	to play a mischievous trick on someone	惡作劇；捉弄	常接受詞為人，如 prank a friend，語氣輕鬆詼諧，通常無惡意，僅為玩笑性質。	The students pranked their teacher by hiding all the chalk.	學生們把粉筆全藏起來捉弄老師。	[{"text":"prank a friend","meaningZh":"捉弄朋友"}]
preach	verb	verb	to deliver a religious or moral sermon, or to advocate a course of action, often insistently	講道；宣揚（道理）；說教	常見 preach a sermon（講道）、preach about honesty，也可帶貶意指過度說教、喋喋不休地勸誡。	The pastor preached about the importance of forgiveness.	牧師講道談論寬恕的重要性。	[{"text":"preach to the converted","meaningZh":"對已有相同信念的人說教"}]
precaution	noun	noun	an action taken in advance to prevent something harmful from happening	預防措施；防範措施	常見 take precautions（採取預防措施）、safety precautions，強調事先採取行動以避免風險。	Wear a helmet as a precaution against head injuries.	戴上安全帽以防範頭部受傷。	[{"text":"take precautions against","meaningZh":"採取措施防範……"}]
precede	verb	verb	to come before something in time, order, or importance	在……之前發生；先於	常接具體事件或名詞，如 precede the meeting（在會議之前），強調時間或順序上的先後關係。	A loud crash preceded the sudden power outage.	一聲巨響先於突然的停電發生。	[{"text":"immediately precede","meaningZh":"緊接在……之前"}]
precious	adjective	adjective	of great value, either financially or emotionally; not to be wasted	珍貴的；貴重的	常見 precious metal（貴金屬）、precious time（寶貴的時間），可指物質上或情感上的珍貴。	Every moment with her grandchildren is precious to her.	和孫子孫女相處的每一刻對她而言都很珍貴。	[{"text":"precious metals","meaningZh":"貴金屬"}]
precipitate	verb	verb	to cause an event or situation to happen suddenly or prematurely	促成（突然發生）；加速（惡化）	正式用語，常接具體事件為受詞，如 precipitate a crisis（引發危機），強調驟然造成某事發生。	The scandal precipitated the resignation of several officials.	這起醜聞導致好幾位官員辭職。	[{"text":"precipitate a crisis","meaningZh":"引發危機"}]
precipitation	noun	noun	rain, snow, sleet, or hail that falls to the ground	降水；降雨	氣象學用語，常見於天氣預報，如 heavy precipitation（強降雨），泛指從空中落下的水分。	The region receives heavy precipitation during the monsoon season.	這個地區在季風季節會有大量降水。	[{"text":"annual precipitation","meaningZh":"年降水量"}]
precipitous	adjective	adjective	dangerously steep, or (of a change) happening suddenly and rapidly	陡峭的；驟然的（變化）	常修飾 cliff、decline，可指地形極為陡峭，也可比喻急遽的下降或變化。	The company experienced a precipitous decline in sales last quarter.	這家公司上一季的銷售額出現驟然下滑。	[{"text":"a precipitous decline","meaningZh":"急遽下滑"}]
precise	adjective	adjective	exact and accurate	精確的；精準的	常見 precise instructions（精確的指示）、precise measurement，強調毫無誤差的準確性。	She gave precise directions to the restaurant.	她給了到餐廳的精確路線指示。	[{"text":"to be precise","meaningZh":"確切地說"}]
precision	noun	noun	the quality of being exact and accurate	精確度；精準性	常見 with great precision（極其精準地），指動作、測量或描述達到高度準確的程度。	The surgeon performed the operation with remarkable precision.	這位外科醫生以驚人的精確度完成了這場手術。	[{"text":"with great precision","meaningZh":"非常精確地"}]
precocious	adjective	adjective	(of a child) having developed abilities or characteristics at an earlier age than usual	早熟的；（兒童）發展超前的	常修飾 child、talent，形容孩童在心智或能力上比同齡人發展得更早、更成熟。	The precocious child could already read at the age of three.	那個早熟的孩子三歲就已經會閱讀了。	[{"text":"precocious child","meaningZh":"早熟的孩子"},{"text":"precocious talent","meaningZh":"提早展現的才華"}]
