lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
adamant	adjective	adjective	firmly refusing to change an opinion or decision	堅決不改變立場的	常用 be adamant that 加子句，或 adamant about something；形容人或立場，不以此字泛指材料堅硬。	She was adamant that the safety checks must continue.	她堅持安全檢查必須繼續。
adapt	verb	verb	to change oneself or something to suit new conditions or a new purpose	適應；使適合新條件或用途	適應環境用 adapt to；改造物品用 adapt something for a purpose。不要與 adopt「採用」混淆。	The team adapted quickly to the new software.	團隊很快就適應了新軟體。
adapt	verb_work	verb	to change a written work for a different medium or audience	改編作品	常用 adapt a novel for television，或 be adapted from 加原作；for 表示改編的用途，from 表示來源。	The novel was adapted for the stage.	這部小說被改編成舞台劇。
adaptable	adjective	adjective	able to change to suit new conditions or purposes	適應力強的；可調整以配合用途的	可形容人或事物，常用 adaptable to change；表示具備適應能力，不等於已經適合某件事。	Employers value workers who are adaptable to changing demands.	雇主重視能適應需求變化的員工。
adaptation	noun	noun	the process of changing to suit new conditions	適應新條件的過程	通常不可數，常接 to；生物學中也指物種適應環境的過程。	Adaptation to the colder climate took several months.	適應較寒冷的氣候花了好幾個月。
adaptation	noun_work	noun	a version of a work changed for another medium or audience	改編作品	此義可數，常見 a film adaptation of a novel；of 引出原作。	We watched a film adaptation of the classic novel.	我們看了這部經典小說的電影改編版。
adaptation	noun_sensory	noun	the adjustment of a sense organ to changed stimulation	感覺器官對刺激變化的適應	生理學中常見 dark adaptation「暗適應」，指眼睛逐漸適應低光照環境。	Dark adaptation allows the eyes to detect fainter light.	暗適應使眼睛能察覺更微弱的光線。
addict	verb	verb	to cause someone to become dependent on a substance or activity	使上癮；使沉迷	動詞常見於 be addicted to 結構，to 後接名詞或動名詞；不要接原形動詞。	He became addicted to gambling during that period.	他在那段期間對賭博上了癮。
addict	noun	noun	a person who is dependent on a drug or other substance	對藥物或其他物質成癮的人	可數名詞；醫療與助人語境常改用 a person with an addiction，以先描述人而非以病況作標籤。	The report describes services available to recovering addicts.	報告說明了康復中的成癮者可以使用的服務。
addict	noun_enthusiast	noun	a person who is extremely interested in an activity	對某活動極為著迷的人	非正式用法，如 a coffee addict 或 a crossword addict，通常是誇張說法，不一定指臨床成癮。	My uncle is a crossword addict who finishes a puzzle every morning.	我叔叔非常迷填字遊戲，每天早上都會完成一道題目。
addition	noun	noun	the process of adding numbers or combining quantities	加法；相加	數學中的 addition 通常不可數，與 subtraction「減法」相對。	The children practiced addition using small blocks.	孩子們用小積木練習加法。
addition	noun_extra	noun	a person or thing added to a group or collection	新增的人或事物	可數名詞，常用 an addition to；a new addition to the team 指團隊的新成員。	The new library is a welcome addition to the neighborhood.	新圖書館是這個社區令人歡迎的新設施。
addition	noun_act	noun	the act of adding something to something else	添加；增添	常用 the addition of；固定片語 in addition 表示「此外」，in addition to 後接名詞或動名詞。	The addition of lemon juice improved the flavor.	加入檸檬汁後，味道變得更好了。
additive	adjective	adjective	produced by adding components or effects together	相加而成的；具有加成作用的	常見 additive effect，指作用相加；若總作用超過各部分之和，通常稱 synergistic「協同的」。	The researchers tested whether the two treatments had an additive effect.	研究人員測試這兩種療法是否具有加成作用。
additive	noun	noun	a substance added to a product to improve or preserve it	添加劑；添加物	可數名詞，常見 food additives 或 fuel additives；不要泛譯為任何新增物件。	The label lists all the food additives in the drink.	標籤列出了飲料中的所有食品添加物。
adhere	verb	verb	to stick firmly to a surface	黏附；附著	用 adhere to a surface，to 不可省略；通常由黏著的物質作主詞。	The paint will not adhere to a greasy surface.	油漆無法附著在油膩的表面上。
adhere	verb_rules	verb	to follow a rule, belief, or plan consistently	遵守；堅持遵循	正式用法，常用 adhere to rules 或 adhere to a plan；不同於 follow，adhere 需要介系詞 to。	All staff must adhere to the safety guidelines.	所有員工都必須遵守安全指引。
adherent	adjective	adjective	sticking firmly to a surface	緊附於表面的	較正式或技術性的形容詞，常見 adherent cells「貼附型細胞」；搭配 to 說明附著位置。	The laboratory studied cells adherent to the glass surface.	實驗室研究了附著於玻璃表面的細胞。
adherent	noun	noun	a person who supports a belief, movement, or leader	信奉者；支持者	可數名詞，常用 an adherent of a philosophy；語氣較正式，常見複數 adherents。	The movement gained adherents in several cities.	這場運動在幾座城市獲得了支持者。
adhesive	adjective	adjective	able to stick things together or covered with a sticky substance	有黏性的；塗有黏著劑的	常修飾 tape、label 或 bandage；adhesive tape 指膠帶。	Use adhesive tape to secure the loose cable.	用膠帶固定鬆動的電線。
adhesive	noun	noun	a substance used to stick materials together	黏著劑	可數或不可數；選用時常描述 a strong adhesive 或 a water-based adhesive。	Allow the adhesive to dry completely before moving the pieces.	等黏著劑完全乾燥後，再移動這些零件。
adjacent	adjective	adjective	next to or very near something	相鄰的；緊鄰的	常用 adjacent to；可指共享邊界，也可指非常靠近，不必一律理解成實際接觸。	The clinic is adjacent to the railway station.	診所緊鄰火車站。
adjust	verb	verb	to change something slightly to make it work better or fit properly	調整；校準	及物用法常接 settings、height 或 position；通常是小幅修改，不是完全重新設計。	Please adjust the chair to a comfortable height.	請將椅子調整到舒適的高度。
adjust	verb_adapt	verb	to become familiar with and able to manage new conditions	適應新情況	用 adjust to，to 後接名詞或動名詞；也可說 adjust oneself to。	It took me a week to adjust to working at night.	我花了一週才適應夜間工作。
adjust	verb_claim	verb	to assess an insurance claim and determine the amount payable	核定保險理賠金額	保險專業用語，常用 adjust a claim；執行這項工作的人稱 claims adjuster。	The insurer appointed an expert to adjust the claim.	保險公司指派專家核定這筆理賠金額。
adjustment	noun	noun	a small change made to improve something or make it fit	調整；修正	可數名詞，常見 make an adjustment to；若有多項修改，使用 adjustments。	We made a small adjustment to the schedule.	我們對時程做了一項小調整。
adjustment	noun_adaptation	noun	the process of becoming accustomed to new conditions	適應新環境的過程	此義通常不可數，常用 adjustment to；a period of adjustment 表示適應期。	Moving abroad requires a period of adjustment.	移居國外需要一段適應期。
administer	verb	verb	to manage an organization, system, or activity	管理；執行行政工作	正式用語，常接 program、fund 或 estate；強調負責制度或事務的運作。	The university administers the scholarship program.	這項獎學金計畫由大學管理。
administer	verb_medicine	verb	to give someone a medicine or medical treatment	給藥；施予治療	常用 administer medication to a patient；to 引出接受治療者，不等於管理藥局。	The nurse administered the prescribed medication.	護理師給予病人醫師開立的藥物。
administer	verb_test	verb	to formally conduct a test, oath, or ritual	主持測驗、宣誓或儀式	常見 administer an exam、administer an oath；施行宗教聖禮也可用此字。	The judge administered the oath to the witness.	法官主持了證人的宣誓。
administrative	adjective	adjective	relating to the management and organization of an institution	行政的；管理的	常見 administrative staff、administrative duties 或 administrative costs，通常指組織運作的事務。	The role includes both teaching and administrative duties.	這個職位同時包含教學與行政職責。
administrator	noun	noun	a person responsible for managing an organization or system	行政管理人員；管理者	可數名詞，常見 school administrator 或 system administrator；後者在資訊領域譯作系統管理員。	The system administrator restored access to the server.	系統管理員恢復了伺服器的存取權限。
administrator	noun_estate	noun	a person legally appointed to manage and distribute an estate	依法指定的遺產管理人	法律用語，常見 administrator of an estate；與遺囑中指定的 executor「遺囑執行人」有別。	The court appointed an administrator to settle the estate.	法院指定了一位遺產管理人處理遺產事務。
admiration	noun	noun	a feeling of respect and approval for someone or something	欽佩；讚賞	不可數名詞，常用 admiration for 或 in admiration；不應把此常見義譯成「引人讚賞的物件」。	I have great admiration for her patience.	我非常欽佩她的耐心。
admire	verb	verb	to respect and approve of someone or something	欽佩；欣賞	常用 admire someone for something；重點是內心的敬佩，不一定有說出口的稱讚。	I admire him for admitting his mistake.	我欽佩他願意承認錯誤。
admire	verb_look	verb	to look at something with pleasure and appreciation	欣賞地觀看	及物動詞，常接 view、painting 或 architecture，表示駐足觀賞。	We stopped to admire the view from the bridge.	我們停下來欣賞橋上的景色。
admission	noun	noun	permission to enter a place or join an institution	入場許可；入學或加入的資格	常用 admission to a university；醫院的 admission 也可指收治入院。	She applied for admission to the university.	她申請進入這所大學就讀。
admission	noun_fee	noun	the price charged for entering a place or event	入場費	此義通常不可數，常見 free admission 或 admission is ten dollars。	Admission to the museum is free on Sundays.	這座博物館星期日免費入場。
admission	noun_acknowledgment	noun	a statement accepting that something is true, especially something unfavorable	承認，尤指不利於自己的事實	可數名詞，常見 an admission of guilt；an admission that 後接完整子句。	His apology was an admission that he had acted unfairly.	他的道歉等於承認自己行事不公。
admonish	verb	verb	to speak firmly to someone about something wrong they have done	責備；訓誡	正式用語，常用 admonish someone for doing something；語氣通常嚴肅，但不一定大聲斥責。	The teacher admonished the students for interrupting the speaker.	老師因學生打斷講者而訓誡他們。
admonish	verb_warn	verb	to warn or strongly advise someone to do or avoid something	告誡；鄭重勸告	用 admonish someone to do something，或 not to do；也可用 against 加動名詞。	She admonished us not to ignore the warning signs.	她告誡我們不要忽視警訊。
adolescent	adjective	adjective	relating to the stage of development between childhood and adulthood	青春期的；青少年的	常見 adolescent development 或 adolescent health；青春期的範圍並非在所有語境中都固定為十三至十九歲。	The study examines adolescent sleep patterns.	這項研究探討青少年的睡眠模式。
adolescent	adjective_immature	adjective	showing behavior considered immature	行為幼稚的；不成熟的	帶批評意味，常修飾 humor 或 behavior；形容成人時並非指實際年齡。	His adolescent jokes disrupted the serious discussion.	他幼稚的玩笑打斷了嚴肅的討論。
adolescent	noun	noun	a young person developing from childhood into adulthood	青少年	可數名詞，較 teenager 偏正式，常見於教育、心理與醫療語境。	The center offers counseling for adolescents.	這個中心為青少年提供諮商服務。
adoption	noun	noun	the act of beginning to use a method, policy, or idea	採用；採納	通常不可數，常用 the adoption of a policy；科技語境中的 user adoption 指使用者開始採用產品。	The adoption of the new policy reduced delays.	採用新政策後，延誤減少了。
adoption	noun_family	noun	the legal process of becoming the parent of a child	收養的法律程序	可數或不可數，常見 adoption agency 或 put a child up for adoption；此義與採納方案不同。	They completed the adoption process last year.	他們去年完成了收養程序。
adorn	verb	verb	to decorate something or make it more attractive	裝飾；使增色	可用 adorn something with something，或讓裝飾物作主詞；語氣比 decorate 文雅。	Fresh flowers adorned the dining table.	鮮花為餐桌增添了美感。
advance	noun	noun	a forward movement or improvement	前進；進展	常見 an advance in medicine 或 technological advances；in 指取得進展的領域。	The discovery represents a major advance in cancer research.	這項發現代表癌症研究的一大進展。
advance	noun_payment	noun	money paid before it is earned or before a service is completed	預付款	可數名詞，常用 an advance on someone's salary；in advance 是片語，意為事先。	She received an advance on her salary to cover the expense.	她預支了一部分薪水來支付這筆費用。
advance	noun_rise	noun	an increase in price or value	價格或價值的上升	財經語境用法，常見 an advance in share prices；一般語境多用 increase 或 rise。	The market recorded a modest advance in share prices.	市場股價出現了小幅上漲。
advance	verb	verb	to move forward or make progress	前進；取得進展	可不及物，如 technology advances；也可及物，如 advance a cause「促進某項事業」。	The research has advanced considerably this year.	這項研究今年取得了相當大的進展。
advance	verb_propose	verb	to put forward an idea or argument for consideration	提出觀點或論證	正式用法，常接 theory、argument 或 proposal，不是把物體往前移。	She advanced a convincing argument for reform.	她提出了支持改革的有力論證。
advance	verb_earlier	verb	to move an event to an earlier time	將事件提前	常用 advance a meeting to 加新時間；為避免歧義，實務溝通最好清楚寫出原時間與新時間。	They advanced the deadline from Friday to Wednesday.	他們把截止日期從星期五提前到星期三。
advance	verb_pay	verb	to pay or lend money before it is due or earned	預付；預支	可用 advance someone money 或 advance money to someone；須依情境判斷是否需要歸還。	The publisher advanced the author five thousand dollars.	出版社預付給作者五千元。
advent	noun	noun	the arrival or beginning of something important	重要事物的出現或來臨	通常用 the advent of，常描述新科技或新時代，而非一般人的日常到訪。	The advent of the internet transformed communication.	網際網路的出現改變了溝通方式。
advent	noun_religion	noun	the Christian season of preparation before Christmas	基督宗教聖誕節前的將臨期	此義大寫為 Advent；常見 Advent calendar「將臨期日曆」，各教派禮儀安排可能不同。	The church holds special services during Advent.	教會在將臨期舉行特別禮拜。
adventure	noun	noun	an unusual and exciting experience, sometimes involving risk	冒險；刺激而不尋常的經歷	具體經歷可數，如 an adventure；泛指追求刺激的活動時可不可數，如 a sense of adventure。	Their journey through the mountains became an unforgettable adventure.	他們穿越群山的旅程成了一次難忘的冒險。
adverse	adjective	adjective	harmful or unfavorable	不利的；有害的	常見 adverse effects、adverse conditions；與 averse「不願意的、厭惡的」不同，後者常接 to。	The drug may cause adverse reactions in some patients.	這種藥可能使部分病人出現不良反應。
advert	verb	verb	to refer to or draw attention to something	提及；使人注意	罕見的正式用法，用 advert to；日常談「做廣告」應用 advertise，不用此動詞義。	The report adverts to the need for further investigation.	報告提及進一步調查的必要性。
advert	noun	noun	an advertisement	廣告	英式英語常用的可數名詞，相當於 advertisement；美式英語較常說 ad。	I saw an advert for the course in the newspaper.	我在報紙上看到這門課的廣告。
advertise	verb	verb	to promote a product, service, or event publicly	刊登廣告；宣傳	可及物，如 advertise a product；也可用 advertise for staff，表示登廣告徵人。	The company advertised the new service online.	公司在網路上宣傳這項新服務。
advertise	verb_publicize	verb	to make something widely known	公開宣揚；使廣為人知	不限商業廣告，如 advertise one's wealth；常帶刻意讓人注意的意味。	He does not like to advertise his personal problems.	他不喜歡把自己的私人問題四處張揚。
advisable	adjective	adjective	sensible and worth recommending	明智可取的；值得建議的	常用 it is advisable to do something；形容行動可取，與 available「可取得的」無關。	It is advisable to book your tickets early.	提早訂票是明智的做法。
advocacy	noun	noun	public support for a cause, policy, or group	倡議；公開支持	不可數名詞，常見 advocacy for patients 或 advocacy of reform；重點是積極主張、爭取支持。	Her advocacy for accessible transport influenced city policy.	她對無障礙交通的倡議影響了市政政策。
advocacy	noun_legal	noun	the work of presenting arguments on behalf of someone in legal proceedings	法律程序中的代理辯護工作	法律語境，常見 advocacy skills；不只指支持某種理念，而是代表當事人陳述法律主張。	The course develops students' oral advocacy skills.	這門課培養學生的口頭辯護技巧。
advocate	noun	noun	a person who publicly supports a cause or policy	倡議者；支持者	可數名詞，常用 an advocate of reform 或 an advocate for patients；名詞重音通常在第一音節。	She is a strong advocate for equal access to education.	她大力倡議平等的受教機會。
advocate	noun_lawyer	noun	a lawyer who represents someone in court in some legal systems	某些司法制度中的出庭律師或辯護人	法律職稱因司法制度而異；一般學習時應依語境區分律師與普通的支持者。	The advocate presented the client's case to the court.	辯護律師向法庭陳述了當事人的案情。
aesthetic	adjective	adjective	relating to beauty or the appreciation of beauty	美學的；審美的	常見 aesthetic value 或 aesthetic appeal；不要與 anaesthetic「麻醉劑；麻醉的」混淆。	The design balances practical needs with aesthetic appeal.	這個設計兼顧實用需求與美感。
aesthetic	noun	noun	a particular style or set of principles concerning beauty	特定的美感風格或審美原則	此義可數，如 a minimalist aesthetic；aesthetics 則通常指美學這門學科。	The café has a simple, modern aesthetic.	這家咖啡館具有簡約現代的美感風格。
affection	noun	noun	a warm feeling of fondness or care for someone or something	喜愛；親愛之情	通常不可數，常用 affection for 或 show affection；不等於 affect「影響」。	She speaks of her former teacher with great affection.	她滿懷親愛之情地談起以前的老師。
affiliation	noun	noun	a formal connection with an organization or group	與組織或團體的正式關係；隸屬關係	常用 affiliation with；學術論文的 institutional affiliation 指作者任職或所屬機構。	Applicants must disclose any political affiliation.	申請人必須揭露任何政黨隸屬關係。
affinity	noun	noun	a natural liking for someone or something, or a similarity creating a close connection	自然的好感；因相似而產生的親近感	常用 an affinity for a subject 或 an affinity with someone；不是刻意培養的忠誠。	She has a natural affinity for languages.	她天生就喜歡語言，也容易與語言產生共鳴。
affinity	noun_chemical	noun	the tendency of substances or molecules to bind or react with each other	物質或分子結合、反應的親和力	化學與免疫學用語，常見 binding affinity；抗體對抗原的 affinity 指結合的強弱。	The antibody has a high affinity for the target protein.	這個抗體對目標蛋白質具有很高的親和力。
affinity	noun_kinship	noun	kinship established through marriage	由婚姻建立的親屬關係；姻親關係	法律或人類學用語，常見 related by affinity；與 consanguinity「血親關係」相對。	The law distinguishes relationships by affinity from blood relationships.	法律區分姻親關係與血親關係。
affinity	noun_biology	noun	a biological relationship indicated by shared characteristics	共同特徵所顯示的生物親緣關係	常見 evolutionary affinities；不能只憑單一外觀相似便確定演化上的近親關係。	The fossils reveal affinities with several extinct species.	這些化石顯示出與幾種已滅絕物種的親緣關係。
affirm	verb	verb	to state firmly that something is true or valid	肯定地宣告；確認	常用 affirm that 加子句，或 affirm a commitment；正式語氣，比 casually say 更鄭重。	The director affirmed that the project would continue.	主任明確表示，計畫將繼續進行。
affirm	verb_law	verb	to uphold a lower court's decision	維持下級法院的裁決	法律用語，常接 decision、judgment 或 conviction，表示上訴法院確認原判。	The appeals court affirmed the earlier ruling.	上訴法院維持了先前的裁決。
affix	verb	verb	to attach something firmly to something else	貼上；附加	正式用法，常用 affix something to something；可指貼郵票、蓋章或加上簽名。	Please affix a stamp to the upper right corner of the envelope.	請將郵票貼在信封右上角。
affix	noun	noun	a word element attached to a base to change its meaning or grammatical form	詞綴	語言學中的可數名詞；prefix 是前綴，suffix 是後綴，兩者都是 affix。	The suffix "-ness" is an affix that can form nouns from adjectives.	後綴「-ness」是一種能將形容詞轉成名詞的詞綴。
afflict	verb	verb	to cause someone or something serious suffering or difficulty	使受苦；使遭受困擾	常用 be afflicted with 加疾病，或 be afflicted by 加問題；語氣正式且程度較重。	The region has been afflicted by drought for three years.	這個地區已受乾旱所苦三年。
affliction	noun	noun	a condition or event that causes serious suffering	造成嚴重痛苦的疾病或困境	此義可數，常見 a chronic affliction；不可數用法則泛指痛苦或苦難。	The charity supports people living with chronic afflictions.	這個慈善機構支援長期受慢性疾病所苦的人。
affluence	noun	noun	the state of having a great deal of money and material wealth	富裕；物質生活富足	不可數名詞，常見 growing affluence 或 a life of affluence；不要與 influence「影響」混淆。	The city's growing affluence is reflected in its housing market.	這座城市日益富裕的情況反映在房屋市場上。
affront	verb	verb	to offend someone openly or insult their dignity	公然冒犯；侮辱	及物動詞，常用 be affronted by；語氣較正式，強調尊嚴受到冒犯。	She was affronted by his dismissive reply.	他輕蔑的回覆讓她覺得受到冒犯。
affront	noun	noun	an action or remark that causes offense	冒犯的言行	可數名詞，常用 an affront to someone's dignity，to 引出受到冒犯的對象。	The decision was seen as an affront to local residents.	這項決定被視為對當地居民的冒犯。
aftermath	noun	noun	the period and consequences following a serious or unpleasant event	重大或不幸事件後的時期與影響	通常用 the aftermath of 或 in the aftermath of，常描述災害、戰爭或危機之後。	Volunteers distributed food in the aftermath of the earthquake.	志工在地震後分發食物。
aggravate	verb	verb	to make a problem, illness, or difficult situation worse	使惡化；加重	常接 injury、symptoms 或 a problem；與 alleviate「減輕」方向相反。	Lack of sleep can aggravate the symptoms.	睡眠不足可能使症狀加重。
aggravate	verb_annoy	verb	to annoy or irritate someone	惹惱；使煩躁	此義較口語，受詞通常是人；正式寫作若只表示惹惱，可選 annoy。	The constant noise aggravated the neighbors.	持續的噪音惹惱了鄰居。
aggregate	noun	noun	a total formed by combining several amounts or items	總數；合計	常用 in aggregate「合計」或 in the aggregate「整體而言」；也可指集合而成的整體。	The projects cost two million dollars in aggregate.	這些計畫合計花費兩百萬元。
aggregate	noun_material	noun	material such as sand or gravel mixed with cement to make concrete	混凝土中的骨材，如砂或礫石	工程用語，常作不可數名詞；fine aggregate 指細骨材，coarse aggregate 指粗骨材。	The concrete contains recycled aggregate.	這種混凝土含有再生骨材。
aggregate	verb	verb	to combine separate amounts or items into a total or group	彙總；聚集	常接 data、results 或 demand；可用 aggregate something across regions，表示跨地區彙整。	The software aggregates sales data from every branch.	軟體會彙總各分店的銷售資料。
aggression	noun	noun	hostile behavior or an attack intended to harm or dominate	攻擊行為；侵略	通常不可數；人際語境指敵意或攻擊，國際關係中的 military aggression 指軍事侵略。	The program teaches children to resolve conflict without aggression.	這項課程教孩子不用攻擊行為來解決衝突。
aggressive	adjective	adjective	ready to attack, threaten, or confront others	好鬥的；具有攻擊性的	常修飾 behavior、tone 或 animal；不要將所有堅定表達都稱為 aggressive，assertive 可表示自信而有分寸。	The driver became aggressive when questioned.	那名駕駛被詢問時變得咄咄逼人。
aggressive	adjective_determined	adjective	pursuing a goal with strong energy and determination	積極進取的；強力推進的	商務中常見 aggressive marketing 或 an aggressive strategy；可能是中性描述，也可能暗示過度冒進。	The company launched an aggressive campaign to attract customers.	公司展開強力宣傳活動以吸引顧客。
aggressive	adjective_disease	adjective	growing or spreading rapidly and causing serious harm	迅速發展或擴散且危害嚴重的	醫學上常修飾 cancer 或 disease；描述疾病進展，不是病人的行為。	Doctors identified an aggressive form of the disease.	醫師確認這是一種進展迅速、危害嚴重的疾病型態。
aghast	adjective	adjective	filled with shock, horror, or dismay	驚駭的；震驚不已的	通常置於 be、look 等動詞後，常用 aghast at；不常直接放在名詞前。	We were aghast at the extent of the damage.	損害如此嚴重，讓我們震驚不已。
agile	adjective	adjective	able to move quickly and easily	動作敏捷的	常形容運動員或動物，強調快速、靈活的身體移動。	The agile climber crossed the rocks with ease.	這位身手敏捷的攀登者輕鬆越過岩石。
agile	adjective_thinking	adjective	able to think or respond quickly and flexibly	思考敏捷的；應變靈活的	可形容 mind、team 或 organization；軟體開發中的 agile development 通常譯作敏捷開發。	Small teams can be agile when customer needs change.	顧客需求改變時，小型團隊能靈活應變。
agility	noun	noun	the ability to move, think, or respond quickly and easily	敏捷；靈活應變的能力	不可數名詞，常見 physical agility、mental agility 或 organizational agility。	The exercise improves balance and agility.	這項運動能改善平衡與敏捷度。
agitate	verb	verb	to campaign publicly for or against a change	鼓動；積極爭取變革	常用 agitate for reform 或 agitate against a policy，主詞通常是倡議者或團體。	Workers agitated for safer conditions.	工人積極爭取更安全的工作環境。
agitate	verb_disturb	verb	to make someone anxious or upset	使焦慮；使不安	常見 be agitated by 或 become agitated；指情緒受到擾動。	The unexpected call visibly agitated him.	那通突如其來的電話明顯讓他不安。
agitate	verb_mix	verb	to shake or stir a liquid or mixture	搖動；攪拌	技術或操作語境，常接 solution 或 mixture；依操作情境決定是搖晃還是攪動。	Gently agitate the solution before taking a sample.	取樣前，請輕輕攪動溶液。
agony	noun	noun	extreme physical pain or mental suffering	劇痛；極度痛苦	常用 in agony 或 the agony of；不要用來描述普通的小困擾，除非刻意誇張。	He was in agony after injuring his back.	他背部受傷後痛苦不堪。
agrarian	adjective	adjective	relating to farming, farmland, or rural society	農業的；農地的；農村社會的	常見 agrarian reform「土地改革」或 an agrarian economy「農業經濟」。	The country was once a largely agrarian society.	這個國家曾經以農業社會為主。
agreeable	adjective	adjective	pleasant or enjoyable	令人愉快的；宜人的	可形容人、天氣或經驗；an agreeable person 表示性情討喜，並非凡事都同意的人。	We spent an agreeable afternoon by the river.	我們在河邊度過了一個愉快的下午。
agreeable	adjective_willing	adjective	willing to accept something or finding it acceptable	願意接受的；可接受的	常用 be agreeable to a proposal；也可說 if that is agreeable to you「如果你覺得可以」。	They were agreeable to changing the meeting time.	他們願意更改會議時間。
agriculture	noun	noun	the practice or industry of growing crops and raising farm animals	農業，包括種植作物與飼養家畜	不可數名詞；從事農業的人是 farmers，不應把 agriculture 本身譯成農民階級。	Agriculture remains an important source of employment.	農業仍是重要的就業來源。
ailment	noun	noun	an illness or health problem, often a minor one	疾病；病痛	可數名詞，常見 a minor ailment 或 common ailments；通常不用來強調重大急症。	The pharmacist offered advice on common ailments.	藥師提供了常見病痛的處理建議。
aircraft	noun	noun	a vehicle capable of flying, such as an airplane or helicopter	航空器，如飛機或直升機	單複數同形：one aircraft、two aircraft；範圍比 airplane 廣。	Several aircraft were grounded by the storm.	好幾架航空器因暴風雨而停飛。
airtight	adjective	adjective	not allowing air to enter or escape	氣密的；不透氣的	常修飾 container、seal 或 bag；存放食品時 an airtight container 指密封容器。	Store the biscuits in an airtight container.	把餅乾存放在密封容器裡。
airtight	adjective_argument	adjective	having no obvious weakness or possibility of being disproved	無懈可擊的；毫無破綻的	比喻用法，常見 an airtight alibi 或 an airtight argument。	The lawyer presented an airtight alibi.	律師提出了毫無破綻的不在場證明。
aisle	noun	noun	a passage between rows of seats or shelves	座位或貨架間的走道	可數名詞，常見 an aisle seat「走道座位」；s 不發音，不要與 isle「島」混淆拼字。	Please keep your bags out of the aisle.	請不要把行李放在走道上。
aisle	noun_church	noun	a part of a church alongside the nave, separated by columns	教堂的側廊	建築用語，與中央的 nave「中殿」區分；日常的 walk down the aisle 則常指步入婚姻。	Light entered the church through windows in the side aisle.	光線透過側廊的窗戶照進教堂。
alacrity	noun	noun	cheerful eagerness and readiness to act	欣然行動的熱切與爽快	不可數名詞，通常用 with alacrity；不只是身體動作快，還包含樂意配合。	She accepted the invitation with alacrity.	她欣然接受了邀請。
alarm	noun	noun	a warning signal or a device that gives a warning	警報；警報器	可數名詞，常見 fire alarm；set off an alarm 表示觸發警報。	The smoke triggered the fire alarm.	煙霧觸發了火警警報器。
alarm	noun_fear	noun	a feeling of fear caused by possible danger	因察覺危險而產生的驚恐	此義不可數，常用 in alarm 或 cause alarm；不同於發出聲音的警報器。	She watched in alarm as the water level rose.	她驚恐地看著水位不斷上升。
alarm	verb	verb	to make someone frightened or worried about danger	使驚恐；使擔憂	及物動詞，常見 be alarmed by；do not be alarmed 常用來安撫對方。	The sudden drop in pressure alarmed the engineers.	壓力突然下降，讓工程師們感到擔憂。
alert	adjective	adjective	attentive and ready to notice or respond to danger or change	警覺的；留心的	常用 remain alert 或 alert to signs of something，to 後接需要留意的事物。	Drivers must remain alert on unfamiliar roads.	駕駛人在不熟悉的道路上必須保持警覺。
alert	noun	noun	a warning of danger or a state of readiness	警報；戒備狀態	發出的警報可數，如 a weather alert；on alert 表示處於戒備狀態。	The agency issued a flood alert.	該機關發布了洪水警報。
alert	verb	verb	to warn someone about a danger or problem	提醒；警告	用 alert someone to something；通知相關單位時也可直接說 alert the police。	The system alerts staff to unusual activity.	系統會提醒員工注意異常活動。
alibi	noun	noun	evidence or an explanation showing that someone was elsewhere when a crime occurred	不在犯罪現場的證明或說法	可數名詞，常見 provide an alibi 或 check an alibi；提出說法不表示已經證實。	Detectives checked his alibi against the security footage.	警探將他提出的不在場說法與監視器影像核對。
alibi	noun_excuse	noun	an excuse used to avoid responsibility	推卸責任的藉口	非正式延伸義，常帶懷疑或批評，不一定與犯罪有關。	Being busy is no alibi for ignoring the problem.	忙碌不能成為忽視問題的藉口。
alibi	verb	verb	to provide an alibi for someone	為某人提供不在場證明	較少見的動詞用法，常見於犯罪敘事；一般表達可用 provide an alibi for。	A coworker alibied him for the evening of the theft.	一位同事為他提供了竊案當晚的不在場證明。
alien	adjective	adjective	unfamiliar or very different from one's experience or values	陌生的；與自身經驗或價值不相容的	常用 alien to someone；並非一律指外國，也可指不熟悉的觀念。	The concept was completely alien to him.	這個概念對他而言完全陌生。
alien	adjective_foreign	adjective	originating outside a particular country, environment, or world	外來的；異域的	生態學中的 alien species 指外來種，不一定都是具有破壞力的入侵種。	The survey recorded several alien plant species.	調查記錄了幾種外來植物。
alienate	verb	verb	to make someone feel isolated or no longer supportive	使疏離；使失去支持	常用 alienate someone from something；也可直接接 voters、customers 等原本可能支持的群體。	The abrupt policy change alienated many customers.	政策驟變使許多顧客不再支持這家公司。
alienate	verb_property	verb	to transfer ownership of property to another person	轉讓財產所有權	法律用語，受詞通常是 property 或 land；與使人疏遠的常見義不同。	The agreement limits the owner's right to alienate the land.	協議限制了所有人轉讓這塊土地的權利。
align	verb	verb	to arrange things in a straight line or correct position	對齊；校準位置	常用 align something with something；排版中的 align left 指靠左對齊。	Align the edge of the paper with the guide.	將紙張邊緣對齊導引線。
align	verb_goals	verb	to bring goals, actions, or views into agreement	使目標、行動或觀點一致	常用 align something with something，或 align oneself with a group 表示支持該團體的立場。	We need to align our spending with our priorities.	我們需要讓支出符合優先事項。
alike	adjective	adjective	similar in appearance or character	相似的	通常放在 be、look 等動詞後；可說 the twins look alike，不說 two alike twins。	The two proposals are alike in several respects.	這兩份提案在好幾個方面相似。
