lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh
colossal	adjective	adjective	extremely large in size or extent	巨大的；龐大的	語氣比 huge 更強烈，常修飾規模、數量或成就，帶有誇張的正面或負面語氣。	The project was a colossal failure.	這個計畫是個巨大的失敗。
combat	noun	noun	fighting between armed forces, especially in war	戰鬥；作戰	不可數名詞，常見 in combat，指軍事上的實際交戰，語氣正式且嚴肅。	Many soldiers were injured in combat.	許多士兵在作戰中受傷。
combination	noun	noun	a joining or mixture of different elements	結合；組合	常見 a combination of，指多種元素或因素共同作用產生的結果。	The dish is a combination of sweet and spicy flavors.	這道菜是甜與辣的組合。
comedy	noun	noun	a genre of entertainment intended to be humorous	喜劇	常見 romantic comedy、stand-up comedy，指以幽默逗趣為主的娛樂類型。	The film is a light-hearted comedy about family life.	這部電影是一部關於家庭生活的輕鬆喜劇。
comet	noun	noun	a celestial body made of ice and dust that orbits the sun	彗星	天文學詞彙，常見於描述繞行太陽的冰塊與塵埃天體，並拖有明顯的尾巴。	The comet will be visible in the night sky next week.	下週的夜空將可以看到這顆彗星。
comic	adjective	adjective	causing laughter or amusement	滑稽的；喜劇的	常修飾情境或效果，如 comic relief（喜劇調劑），也可指與漫畫相關的（comic book）。	The film provides some much-needed comic relief.	這部電影提供了不少令人放鬆的喜劇調劑。
commander	noun	noun	a person who is in charge of a military unit or operation	指揮官；司令	常見於軍事語境，指負責統率特定部隊或行動的高階軍官。	The commander ordered the troops to retreat.	指揮官下令部隊撤退。
commence	verb	verb	to begin or start	開始；著手	語氣比 start 正式，常見於正式文件或典禮場合，如 proceedings commence。	The ceremony will commence at ten o'clock sharp.	典禮將於十點整準時開始。
commencement	noun	noun	the beginning of something, or (American) a graduation ceremony	開始；（美式）畢業典禮	英式英語多指事件的開端，美式英語則常特指大學的畢業典禮。	She gave a speech at her college commencement.	她在大學畢業典禮上發表演說。
commensurate	adjective	adjective	corresponding in size or degree to something else	相稱的；成比例的	常接 with，如 commensurate with experience，指薪資或待遇與資歷等相符。	The salary should be commensurate with the candidate's experience.	薪資應與應徵者的資歷相稱。
commentary	noun	noun	a spoken or written explanation or discussion accompanying an event	評論；實況解說	常見 live commentary（現場實況轉播評論），也可指對書籍或事件的深入解析文字。	The sports channel provides live commentary during the match.	這個體育頻道在比賽期間提供現場實況解說。
commentator	noun	noun	a person who provides commentary, especially on broadcasts	評論員；解說員	常見 sports commentator、political commentator，指針對特定領域提供分析與評論的人。	The commentator praised the team's defensive strategy.	這位評論員稱讚了這支球隊的防守策略。
commerce	noun	noun	the activity of buying and selling goods and services	商業；貿易	不可數名詞，常見 chamber of commerce（商會），強調大規模的商業交易活動。	The city thrived on commerce and trade.	這座城市因商業與貿易而繁榮興盛。
commissioner	noun	noun	an official appointed to oversee a particular department or organization	委員；長官	常見 police commissioner，指經任命負責監督特定部門或機構的官員。	The commissioner announced new regulations for the industry.	這位委員宣布了針對該產業的新法規。
commodity	noun	noun	a raw material or primary product that can be bought and sold	商品；原物料	常見 agricultural commodity，多指可交易的原始物資，如穀物、石油等。	Coffee is one of the world's most traded commodities.	咖啡是全球交易量最大的商品之一。
commonplace	adjective	adjective	ordinary and not unusual	常見的；平凡的	常用於描述已變得普遍或不再新奇的事物，語氣中性偏平淡。	Remote work has become commonplace in recent years.	遠距工作近年來已變得相當普遍。
commonwealth	noun	noun	a group of nations or states united by common interests, or a self-governing political unit	（國家或政治體的）聯邦、共和國	常見 the Commonwealth（大寫，指大英國協），也可指某些美國州的正式名稱，如 the Commonwealth of Massachusetts。	The Commonwealth includes many former British colonies.	大英國協包含許多前英國殖民地。
commotion	noun	noun	a state of confused and noisy disturbance	騷動；喧鬧	不可數名詞，常見 cause a commotion，指突發的混亂吵鬧場面。	There was a commotion in the hallway when the fire alarm went off.	火警警報響起時，走廊上一陣騷動。
commune	noun	noun	a group of people living together and sharing resources	公社；社區	常見 a hippie commune，指一群人共同生活並分享財產與勞動的社群。	They joined a commune in the countryside.	他們加入了鄉間的一個公社。
commune	verb	verb	to communicate intimately, especially with nature	（尤指與自然）交流、溝通	常接 with，如 commune with nature，語氣帶有靈性或沉思的意味。	He liked to commune with nature by hiking alone.	他喜歡獨自健行，與大自然交流。
compact	adjective	adjective	small and neatly arranged, taking up little space	小巧的；緊湊的	常修飾物品或設計，如 compact car，強調體積小但功能齊全。	The apartment is compact but well-designed.	這間公寓雖然小巧，但設計得很好。
compact	verb	verb	to press or compress something firmly together	壓縮；壓實	及物動詞，常見於描述將材料壓緊使體積變小，如 compact the soil。	The machine compacts the trash to save space.	這台機器壓縮垃圾以節省空間。
companion	noun	noun	a person who spends time with or accompanies another	同伴；夥伴	常見 traveling companion，指陪伴他人的人，語氣溫暖且中性。	The dog became her loyal companion for many years.	這隻狗多年來一直是她忠實的夥伴。
comparable	adjective	adjective	similar enough to be compared	可比較的；相當的	常接 to／with，如 comparable to，表示兩者在程度或性質上相近，足以比較。	Her salary is comparable to that of her colleagues.	她的薪水和同事們相當。
comparative	adjective	adjective	assessed by comparison with something else	比較的；相對的	常見 comparative study，指透過對照分析而非絕對標準來評估事物。	The report offers a comparative analysis of the two economies.	這份報告提供了這兩個經濟體的比較分析。
comparative	noun	noun	the form of an adjective or adverb expressing a higher degree	比較級	文法術語，如 "faster" 是 "fast" 的比較級，用於表達程度上的差異。	"Better" is the comparative form of "good."	"Better" 是 "good" 的比較級形式。
comparatively	adverb	adverb	in comparison with something else; relatively	相對地；比較起來	常修飾形容詞，如 comparatively small，表示相對於其他事物而言的程度。	The town is comparatively quiet compared to the city.	這個小鎮相對於城市而言安靜許多。
comparison	noun	noun	the act of comparing two or more things	比較；對照	常見 in comparison with／to，指評估事物之間的異同。	The comparison between the two models highlights key differences.	這兩款機型的比較凸顯了關鍵差異。
compartment	noun	noun	a separate section within a larger structure	隔間；車廂	常見 train compartment，指較大結構內部區隔出的獨立空間。	He stored his luggage in the overhead compartment.	他把行李放在頭頂上方的隔間裡。
compassion	noun	noun	a deep sympathy for the suffering of others, with a desire to help	同情心；憐憫	不可數名詞，強調不僅感同身受，還帶有想要幫助對方的意願。	The nurse treated every patient with great compassion.	這位護理師以極大的同情心對待每一位病患。
compatible	adjective	adjective	able to exist or work together without conflict	相容的；合得來的	常見 compatible with，可指設備或系統的相容性，也可指人際關係的契合。	The new software is compatible with older devices.	這款新軟體與舊型裝置相容。
compel	verb	verb	to force someone to do something	迫使；強制	及物動詞，常見 compel someone to do something，語氣正式，強調外力或義務的強迫性。	The evidence compelled the jury to reconsider their verdict.	這項證據迫使陪審團重新考慮他們的裁決。
compensate	verb	verb	to give something, especially money, to make up for loss or damage	補償；賠償	常接 for，如 compensate for a loss，也可指以某種方式彌補不足，如 compensate for weakness。	The airline compensated passengers for the delayed flight.	航空公司對延誤的航班向乘客做出補償。
compensation	noun	noun	something given to make up for loss, injury, or suffering	補償金；賠償	常見 receive compensation，指因損失或傷害而獲得的金錢或其他形式補償。	He received compensation for his workplace injury.	他因職業傷害獲得了賠償。
compensatory	adjective	adjective	intended to compensate for loss or damage	補償性的	常修飾金錢或措施，如 compensatory damages（補償性賠償金），語氣正式且多見於法律文件。	The court awarded compensatory damages to the victim.	法院判給受害者補償性賠償金。
compete	verb	verb	to try to win or gain something in competition with others	競爭；比賽	常接 with／against，如 compete with rivals，也可接 for，如 compete for a prize。	Several companies are competing for the government contract.	好幾家公司正在競爭這份政府合約。
competence	noun	noun	the ability to do something successfully or efficiently	能力；勝任能力	不可數名詞，常見 professional competence，指具備完成工作所需的技能與知識。	Her competence in handling complex cases impressed the judges.	她處理複雜案件的能力令法官們印象深刻。
competent	adjective	adjective	having the necessary ability or skill to do something well	有能力的；勝任的	常見 a competent professional，語氣中性，表示具備足夠能力完成任務，但未必特別出色。	He is a competent manager who handles pressure well.	他是一位能勝任壓力的稱職經理。
compile	verb	verb	to collect information from different sources and combine it into one document	編輯、彙編（資料）	及物動詞，常見 compile a list／report，指將分散的資訊整理成單一文件或清單。	The team compiled data from multiple studies into a single report.	團隊將多項研究的數據彙編成一份報告。
complacent	adjective	adjective	showing excessive satisfaction with one's own achievements, leading to a lack of effort	自滿的；自鳴得意的	帶負面意涵，常見 grow complacent，警告因過度滿足現狀而放鬆警覺或努力。	The team became complacent after their early success.	這支隊伍在早期成功後變得自滿。
complain	verb	verb	to express dissatisfaction about something	抱怨；投訴	常接 about，如 complain about the service，語氣中性偏負面，表達不滿情緒。	Customers complained about the slow delivery.	顧客抱怨送貨速度太慢。
complaint	noun	noun	a statement expressing dissatisfaction	抱怨；投訴	常見 file a complaint，指正式或非正式地表達對某事的不滿。	The hotel received several complaints about noise.	這間飯店收到了幾件關於噪音的投訴。
complement	noun	noun	something that completes or enhances something else	互補（的事物）；補充	常接 to，如 a perfect complement to，強調兩者搭配後使整體更完整，易與 compliment（讚美）混淆。	The wine is a perfect complement to the meal.	這款酒與這道菜完美互補。
complexity	noun	noun	the state of being complicated or intricate	複雜性	不可數名詞，常見 the complexity of，指事物在結構或內容上難以簡化的程度。	The complexity of the legal system often confuses ordinary citizens.	法律體系的複雜性常讓一般民眾感到困惑。
compliance	noun	noun	the act of obeying a rule, standard, or law	遵守；合規	常見 compliance with regulations，強調依循既定規範或要求行事。	The company ensures compliance with safety regulations.	這間公司確保遵守安全法規。
compliant	adjective	adjective	acting in accordance with rules or standards	順從的；合規的	常接 with，如 compliant with the law，也可形容個性順從、容易配合。	The new building is fully compliant with fire safety codes.	這棟新建築完全符合消防安全規範。
complicate	verb	verb	to make something more difficult or complex	使複雜化；使變得棘手	及物動詞，常見 complicate matters／things，強調使原本簡單的情況變得困難。	Adding more conditions will only complicate the negotiation.	增加更多條件只會讓談判更複雜。
complication	noun	noun	a factor that makes a situation more difficult, or a medical condition arising from another	複雜化因素；（醫學）併發症	一般用法指使情況更棘手的因素，醫學上則特指因原有疾病或手術而衍生的病症。	The surgery went well, with no complications.	這次手術很順利，沒有出現併發症。
complicity	noun	noun	involvement in a wrongful act with others	共謀；同謀	不可數名詞，常見於法律語境，指與他人共同參與不法行為，帶有負面意涵。	He was charged with complicity in the fraud.	他被控與他人共謀詐欺。
component	noun	noun	a part that makes up a larger whole, especially in a system or machine	組成部分；零件	常見 a key component，可指機械零件，也可比喻性地指計畫或系統中的關鍵要素。	Trust is an essential component of any relationship.	信任是任何關係中不可或缺的組成部分。
compose	verb	verb	to create a piece of music or writing, or to make up the parts of something	創作（音樂、文章）；組成	及物動詞，常見 be composed of（由…組成），也可指作曲或寫作。	The band composed several original songs for the album.	這個樂團為專輯創作了幾首原創歌曲。
composer	noun	noun	a person who writes music	作曲家	常見於音樂領域，指創作樂曲的專業人士，如古典音樂作曲家。	The composer wrote the symphony in just three months.	這位作曲家僅花三個月就完成了這首交響曲。
composite	adjective	adjective	made up of various parts or elements	複合的；合成的	常修飾材料或影像，如 composite material（複合材料），強調由多種成分組成。	The bike frame is made of composite material.	這輛腳踏車的車架是用複合材料製成的。
composite	noun	noun	something made up of various parts or elements	合成物；複合體	可指材料，也可指由多個來源結合而成的圖像或形象，如 a composite sketch（合成素描）。	Police released a composite of the suspect based on witness descriptions.	警方根據目擊者描述發布了嫌疑人的合成素描。
compost	noun	noun	decayed organic matter used as a fertilizer	堆肥	不可數名詞，常見於園藝或環保情境，指由有機廢棄物分解製成的天然肥料。	They use compost to enrich the soil in their garden.	他們用堆肥來改良花園的土壤。
compost	verb	verb	to convert organic waste into compost	把（有機廢棄物）製成堆肥	及物動詞，常見 compost food scraps，指將廚餘等有機物轉化為肥料的過程。	Many households now compost their kitchen scraps.	現在許多家庭都會把廚餘做成堆肥。
comprehensible	adjective	adjective	able to be understood	可理解的；易懂的	常修飾語言或說明，如 comprehensible instructions，強調內容清楚易懂，非艱澀難懂。	The manual is written in clear, comprehensible language.	這本手冊以清楚易懂的文字撰寫。
compromise	noun	noun	an agreement reached by each side making concessions	妥協；折衷方案	常見 reach a compromise，指雙方各退一步以達成共識的解決方式。	They reached a compromise after hours of negotiation.	他們經過數小時協商後達成了妥協。
compromise	verb	verb	to settle a dispute by mutual concession, or to weaken or endanger something	妥協；（使）受損、危及	可指雙方讓步達成共識，也可指使名譽、安全等受到損害，如 compromise one's safety。	Security measures were compromised by the outdated software.	過時的軟體使安全措施受到了損害。
compulsion	noun	noun	an irresistible urge to do something, or the act of forcing someone	強迫性衝動；強制	可指難以抗拒的內在衝動（心理學上常見），也可指外力施加的強制行為。	She felt a compulsion to check her phone every few minutes.	她有一種每隔幾分鐘就要看手機的衝動。
compulsory	adjective	adjective	required by law or a rule; mandatory	強制的；必修的	常見 compulsory education，指依法律或規定必須執行，與 optional 相對。	Wearing a seatbelt is compulsory in most countries.	在大多數國家，繫安全帶是強制規定。
conceal	verb	verb	to hide something or prevent it from being known	隱藏；隱瞞	及物動詞，常見 conceal one's feelings，強調刻意不讓他人察覺或發現。	She tried to conceal her disappointment with a smile.	她試著用微笑掩飾自己的失望。
concede	verb	verb	to admit that something is true, or to yield a point or a contest	承認；讓步、認輸	常接 that 子句表示承認事實，也可接 defeat／election，表示認輸或承認落敗。	He finally conceded that he had made a mistake.	他終於承認自己犯了錯。
conceive	verb	verb	to form an idea in the mind, or to become pregnant	構思；設想；懷孕	可指抽象地構想出計畫或想法，也可指生理上懷孕，語境決定詞義。	It's hard to conceive of a world without the internet.	很難想像一個沒有網路的世界。
conception	noun	noun	an idea or plan, or the process of becoming pregnant	概念；構想；受孕	可指抽象的理解或構想（a clear conception of），也可指生理學上的受孕過程。	Her conception of success differs greatly from mine.	她對成功的看法和我大不相同。
conceptual	adjective	adjective	relating to ideas or concepts rather than concrete things	概念上的；觀念的	常見 conceptual framework，強調與抽象思考或理論架構相關，而非具體實物。	The artist's work is highly conceptual and open to interpretation.	這位藝術家的作品具有濃厚的概念性，容許多種詮釋。
concession	noun	noun	something granted or given up, especially in negotiation	讓步；特許（權）	常見 make a concession，指談判中一方為達成協議而做出的妥協或讓步。	Both sides made concessions to reach an agreement.	雙方都做出讓步以達成協議。
conciliatory	adjective	adjective	intended to placate or pacify someone	和解的；安撫性的	常修飾語氣或態度，如 a conciliatory tone，強調試圖平息衝突或緩和緊張氣氛。	The president adopted a conciliatory tone during the speech.	總統在演說中採取了和解的語氣。
conclude	verb	verb	to bring to an end, or to reach a judgment after reasoning	結束；下結論	可指正式結束某活動（conclude a meeting），也可指經推理後得出結論（conclude that）。	The committee concluded that further research was needed.	委員會的結論是需要進一步的研究。
conclusive	adjective	adjective	putting an end to doubt; convincing and decisive	決定性的；確鑿的	常見 conclusive evidence，指足以消除疑慮並確立結論的強力證據。	The DNA test provided conclusive evidence of his innocence.	DNA檢測提供了證明他清白的確鑿證據。
concoct	verb	verb	to make something by combining various ingredients or ideas, especially something unusual or false	調製（食物）；編造（藉口、故事）	可指實際調配食物或飲料，也可比喻性地指編造謊言或藉口，帶負面意涵。	He concocted an elaborate excuse for being late.	他編造了一個精心設計的遲到藉口。
concomitant	adjective	adjective	occurring together with something else, especially as a consequence	伴隨的；隨之而來的	語氣正式，常見 concomitant with，指某事物隨另一事物同時發生，多用於學術或正式文章。	Economic growth often comes with concomitant environmental costs.	經濟成長往往伴隨著環境成本。
concomitant	noun	noun	something that naturally accompanies or is associated with something else	伴隨物；隨之而來的事物	常見 a concomitant of，語氣正式，多用於描述某現象自然伴隨產生的結果。	Stress is often a concomitant of a demanding job.	壓力往往是繁重工作的伴隨產物。
concrete	noun	noun	a hard building material made from cement, sand, and water	混凝土	不可數名詞，常見於建築工程，指由水泥、砂與水混合硬化而成的建材。	The sidewalk is made of solid concrete.	這條人行道是用堅固的混凝土鋪成的。
concrete	adjective	adjective	specific and definite, as opposed to abstract	具體的；確實的	常見 concrete evidence／plan，與 abstract 相對，強調真實可見而非模糊抽象。	We need a concrete plan, not just vague ideas.	我們需要一個具體的計畫，而不只是模糊的想法。
concur	verb	verb	to agree with an opinion or decision	同意；意見一致	不及物動詞，常接 with，語氣正式，多用於書面或正式討論中表達贊同。	The other judges concurred with the ruling.	其他法官都同意這項判決。
concussion	noun	noun	a temporary brain injury caused by a blow to the head	腦震盪	醫學詞彙，常見於運動傷害情境，指因頭部受撞擊而造成的暫時性腦部損傷。	He suffered a concussion after falling off his bike.	他從自行車上摔下來後得了腦震盪。
condemn	verb	verb	to express strong disapproval of something, or to sentence someone to a punishment	譴責；判刑	可指公開強烈批評某行為（condemn violence），也可指法律上判處刑罰（condemn to death）。	World leaders condemned the attack.	各國領袖都譴責了這起攻擊事件。
condensation	noun	noun	water droplets formed when vapor cools and turns to liquid	凝結（水珠）	科學詞彙，常見於描述水蒸氣遇冷凝結成水珠的現象，如窗戶上的水氣。	Condensation formed on the cold window.	冰冷的窗戶上凝結了水珠。
condense	verb	verb	to reduce something in size, volume, or amount, especially by compressing information	濃縮；精簡（內容）	可指物理上的凝結（蒸氣變成液體），也可指將內容精簡濃縮，如 condense a report。	She condensed the 50-page report into a two-page summary.	她把這份五十頁的報告濃縮成兩頁摘要。
conducive	adjective	adjective	making a certain outcome likely or possible	有助於…的；有利於…的	常接 to，如 conducive to learning，表示創造出有利於某結果發生的條件或環境。	A quiet environment is conducive to studying.	安靜的環境有助於讀書。
conductor	noun	noun	a person who directs an orchestra, or a material that allows electricity or heat to pass through	指揮（音樂）；（物理）導體	音樂領域指樂團指揮，物理學則指能傳導電或熱的材料，如 copper is a good conductor。	The conductor raised his baton to signal the start of the symphony.	指揮舉起指揮棒示意交響曲開始。
cone	noun	noun	a shape with a circular base tapering to a point, or a structure with this shape	圓錐（形）；（松樹的）毬果	常見 ice cream cone（甜筒）、traffic cone（交通錐），也可指松樹的毬果（pine cone）。	The children ate ice cream from paper cones.	孩子們用紙製甜筒吃冰淇淋。
confer	verb	verb	to discuss something with someone in order to reach a decision, or to grant a title or benefit	商議；（正式）授予	可指雙方協商討論（confer with colleagues），也可指正式授予學位或榮譽（confer a degree）。	The university will confer honorary degrees on three alumni.	這所大學將授予三位校友榮譽學位。
confess	verb	verb	to admit to having done something wrong or embarrassing	坦承；招供	及物或不及物皆可，常接 to，如 confess to a crime，語氣強調承認錯誤或罪行。	He confessed to stealing the money.	他坦承偷了那筆錢。
confession	noun	noun	an admission of guilt or wrongdoing	自白；坦白、招供	常見 make a confession，指正式或非正式地承認自己的過錯或罪行。	The suspect signed a written confession.	嫌疑人簽署了一份書面自白書。
confident	adjective	adjective	feeling or showing certainty about oneself or an outcome	有信心的；自信的	常接 about／in，如 confident about the results，強調對自身能力或結果的把握。	She felt confident about her presentation.	她對自己的簡報很有信心。
confidential	adjective	adjective	intended to be kept secret or private	機密的；保密的	常見 confidential information，強調資訊不應被公開或外流，多用於商業或法律語境。	All employee records are kept strictly confidential.	所有員工紀錄都嚴格保密。
configuration	noun	noun	the way in which the parts of something are arranged	配置；組態	常見於科技領域，指系統或設備各部分的排列設定，如 network configuration。	The technician adjusted the network's configuration.	技術人員調整了網路的組態設定。
confine	verb	verb	to restrict someone or something within limits	限制；侷限	常接 to，如 confine oneself to，也可指將人限制在某空間內（confine a prisoner）。	Please confine your comments to the topic at hand.	請將你的評論侷限在目前的主題上。
confirmation	noun	noun	a statement or piece of evidence that establishes the truth of something	確認；證實	常見 receive confirmation，指確認某事屬實或已完成的正式訊息或證據。	We received confirmation of the booking by email.	我們透過電子郵件收到了訂位的確認通知。
conform	verb	verb	to comply with rules, standards, or expectations	遵從；符合（規範）	常接 to，如 conform to standards，強調依循既定規則或社會期待行事。	The product must conform to safety regulations.	這項產品必須符合安全法規。
conformity	noun	noun	behavior in accordance with accepted standards or expectations	遵從；順從（規範）	不可數名詞，常見 in conformity with，也可指心理學上的從眾行為（social conformity）。	The design must be in conformity with building codes.	這項設計必須符合建築法規。
confront	verb	verb	to face up to a difficult situation or person directly	面對；正視；當面對質	及物動詞，常見 confront a problem／person，強調不迴避而直接處理或面對面對質。	She decided to confront her fears head-on.	她決定正面迎戰自己的恐懼。
confuse	verb	verb	to make someone unable to think clearly, or to mistake one thing for another	使困惑；混淆	常接 with，如 confuse A with B，表示誤把一者當成另一者。	Don't confuse kindness with weakness.	別把善良和軟弱混為一談。
confusion	noun	noun	a state of being bewildered or unclear	困惑；混亂	不可數名詞，常見 cause confusion，指思緒或情況上的不清楚或混亂狀態。	There was some confusion about the meeting time.	大家對開會時間有些搞不清楚。
congenial	adjective	adjective	pleasant and agreeable because suited to one's tastes	志趣相投的；宜人的	常修飾人或環境，如 a congenial atmosphere，強調令人感到舒適愉快的特質。	They found the working environment congenial and relaxed.	他們覺得這個工作環境宜人又輕鬆。
congenital	adjective	adjective	present from birth, especially referring to a medical condition	先天性的；與生俱來的	醫學用語，常見 congenital heart defect，指出生時即存在的身體狀況，非後天造成。	The child was born with a congenital heart defect.	這個孩子生來就患有先天性心臟缺陷。
conglomerate	noun	noun	a large corporation formed by combining several smaller companies	企業集團；聯合大企業	商業詞彙，常見於描述由多家不同業務的公司合併而成的大型企業。	The media conglomerate owns several television networks.	這家媒體企業集團擁有好幾家電視台。
conglomerate	adjective	adjective	consisting of several different companies combined into one organization	集團式的；聯合的	常修飾企業結構，強調由多個不同業務單位組成的組織形式。	The company operates as a conglomerate structure with diverse business units.	這家公司以集團式結構運作，旗下擁有多元業務單位。
congregate	verb	verb	to gather together in a crowd or group	聚集；集合	不及物動詞，常見 congregate around，指人群自然地聚集在某處，語氣較正式。	Fans congregated outside the stadium before the game.	球迷們在比賽前聚集在體育館外。
congressional	adjective	adjective	relating to a legislative congress, especially the U.S. Congress	國會的；議會的	常見於美國政治語境，如 congressional hearing（國會聽證會），指與國會相關的事務。	The bill will face a congressional hearing next month.	這項法案下個月將面臨國會聽證。
congressman	noun	noun	a member of a legislative congress, especially the U.S. House of Representatives	國會議員（尤指美國眾議院）	美式用語，特指美國國會眾議院成員，女性通常稱 congresswoman。	The congressman proposed a new bill on healthcare reform.	這位國會議員提出了一項醫療改革新法案。
connotation	noun	noun	an idea or feeling that a word suggests in addition to its literal meaning	言外之意；隱含意義	常見 negative／positive connotation，指詞語除字面意義外所帶有的情感或聯想意涵。	The word "cheap" can have a negative connotation.	"Cheap" 這個字可能帶有負面的言外之意。
conquer	verb	verb	to take control of a place by military force, or to overcome a difficulty	征服；克服	可指軍事上的攻佔領土，也可比喻性地指克服困難或恐懼（conquer one's fears）。	She finally conquered her fear of public speaking.	她終於克服了對公開演講的恐懼。
conquest	noun	noun	the act of conquering, especially the taking of territory by force	征服；佔領	常見 the Norman Conquest，指透過武力取得領土或勝利的行為，語氣正式且多見於歷史語境。	The Roman conquest of Gaul took several years.	羅馬征服高盧花了好幾年時間。
conscience	noun	noun	an inner sense of right and wrong that guides one's behavior	良心；良知	常見 a clear conscience（問心無愧）、guilty conscience（良心不安），指內在的道德判斷力。	He couldn't sleep because his conscience was bothering him.	他因為良心不安而睡不著。
conscious	adjective	adjective	aware of and responding to one's surroundings, or deliberately aware of something	有意識的；察覺到的	常接 of，如 conscious of，也可指清醒狀態（remain conscious），與 unconscious 相對。	She was fully conscious during the entire procedure.	她在整個手術過程中都保持清醒。
consciousness	noun	noun	the state of being aware of one's surroundings and existence	意識	不可數名詞，常見 lose consciousness（失去意識），也用於哲學或心理學討論人類覺知的本質。	He lost consciousness after the accident.	他在意外後失去了意識。
consensus	noun	noun	general agreement among a group of people	共識	不可數名詞，常見 reach a consensus，指群體之間對某議題達成一致的看法。	The committee reached a consensus after lengthy discussion.	委員會經過長時間討論後達成了共識。
consent	noun	noun	permission for something to happen	同意；許可	不可數名詞，常見 give consent，強調正式或明確地允許某事發生，尤其在法律或醫療語境中。	The doctor obtained the patient's consent before the surgery.	醫生在手術前取得了病患的同意。
consequent	adjective	adjective	following as a result or effect	隨之而來的；因而發生的	常修飾名詞，如 consequent delay，表示因前述原因而產生的後續結果，語氣正式。	The factory closure and the consequent job losses shocked the town.	工廠關閉及隨之而來的失業潮震驚了這座小鎮。
consequential	adjective	adjective	having significant consequences or effects	重大的；有深遠影響的	語氣正式，常修飾決定或事件，強調其影響深遠而非微不足道。	It was a consequential decision that shaped the company's future.	這是一個影響深遠、決定公司未來走向的重大決策。
consequently	adverb	adverb	as a result; therefore	因此；結果	連接副詞，常置於句首或句中，用以引出前述原因所導致的結果，語氣正式。	The bridge was closed for repairs; consequently, traffic was rerouted.	這座橋因整修而封閉，因此交通改道。
conservation	noun	noun	the protection and careful management of the environment or natural resources	保育；保護	常見 wildlife conservation，指對自然環境或資源的維護與永續管理。	The organization works to promote wildlife conservation.	這個組織致力於推廣野生動物保育。
considerably	adverb	adverb	to a great extent; significantly	相當地；大幅地	常修飾動詞或形容詞，如 improve considerably，表示程度上有顯著的變化。	Sales have increased considerably since last year.	自去年以來，銷售量已大幅成長。
consistency	noun	noun	the quality of being consistent, or the thickness/texture of a substance	一致性；（物質的）稠度	可指行為或表現前後一致（consistency in performance），也可指物質的濃稠程度，如 the consistency of dough。	The team's performance lacked consistency throughout the season.	這支隊伍整個賽季的表現都缺乏一致性。
consistent	adjective	adjective	acting or done in the same way over time; not contradictory	一致的；始終如一的	常接 with，如 consistent with，也可單獨使用表示穩定不變，如 consistent performance。	Her answers were consistent with what she had said before.	她的答案與先前所說的一致。
consistently	adverb	adverb	in a way that does not change over time	一貫地；持續地	常修飾動詞，如 perform consistently，強調表現或行為長期穩定不變。	He has consistently ranked among the top students in his class.	他一直穩居班上頂尖學生之列。
consolidation	noun	noun	the act of combining separate things into one unified whole	合併；鞏固	常見 corporate consolidation，指企業或機構合併整合，也可指強化既有地位（consolidation of power）。	The merger led to the consolidation of the two companies' resources.	這次合併促成了兩家公司資源的整合。
consonant	noun	noun	a speech sound made by partially or fully blocking the airflow, as opposed to a vowel	子音；輔音	語言學詞彙，與母音（vowel）相對，指發音時氣流受阻的語音，如 b、p、t 等。	The letter "b" represents a consonant sound.	字母 "b" 代表一個子音音。
consonant	adjective	adjective	in agreement or harmony with something	一致的；相符的	語氣正式，常接 with，如 consonant with one's values，表示與某原則或期望相符合。	Her actions were consonant with her stated principles.	她的行為與她所宣稱的原則一致。
consortium	noun	noun	an association of businesses or organizations formed for a joint purpose	財團；聯合企業（組織）	常見 a consortium of banks，指多個機構為共同目標而組成的合作聯盟。	A consortium of banks financed the construction project.	一個銀行財團資助了這項建設工程。
conspicuous	adjective	adjective	clearly visible or noticeable; attracting attention	顯眼的；引人注目的	常見 conspicuous consumption，強調容易被注意到，有時帶有刻意展示的意味。	She felt conspicuous in her bright red coat.	她穿著鮮紅色外套，感覺自己十分顯眼。
conspiracy	noun	noun	a secret plan by a group to do something illegal or harmful	陰謀；密謀	常見 conspiracy theory（陰謀論），指一群人祕密策劃違法或有害行為的計畫。	The men were charged with conspiracy to commit fraud.	這些人被控密謀進行詐欺。
conspire	verb	verb	to secretly plan with others to do something illegal or harmful	密謀；共謀	不及物動詞，常接 to do something 或 with，語氣負面，強調祕密勾結進行不法行為。	The employees conspired to steal company funds.	這些員工共謀盜用公司資金。
constant	noun	noun	something that does not change; a fixed value	常數；不變的事物	數學或科學上指固定不變的數值，也可泛指生活中始終如一的事物（a constant in life）。	Change is the only constant in this industry.	變化是這個產業中唯一不變的常數。
constant	adjective	adjective	occurring continuously without stopping, or unchanging	不斷的；持續的；恆定的	常修飾狀態或聲音，如 constant noise，強調持續發生而不間斷。	The constant noise from the construction site was hard to ignore.	工地不斷傳來的噪音讓人很難忽視。
constantly	adverb	adverb	all the time; repeatedly	不斷地；經常地	常修飾動詞，如 constantly complain，強調行為反覆或持續發生，語氣中性偏負面。	He constantly checks his phone for notifications.	他不斷查看手機的通知。
