lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
trance	noun	noun	a half-conscious state characterized by an absence of response to external stimuli	恍惚狀態；出神；催眠狀態	常見搭配 fall into/go into a trance、in a trance；也可指音樂類型 trance music。	The medium appeared to fall into a trance during the séance.	那位靈媒在通靈儀式中似乎陷入了恍惚狀態。	[{"text":"in a trance","meaningZh":"處於恍惚狀態"}]
tranquility	noun	noun	the quality or state of being calm and peaceful	寧靜；平靜	常見搭配 peace and tranquility；美式拼法為 tranquility，英式拼法常作 tranquillity。	She enjoyed the tranquility of the countryside after years in the city.	在城市生活多年後，她很享受鄉間的寧靜。	[{"text":"peace and tranquility","meaningZh":"和平寧靜"}]
transaction	noun	noun	an instance of buying or selling something; a business deal or exchange	交易；買賣	常見搭配 a financial/business transaction、complete a transaction；多用於商業、金融語境。	The bank processes thousands of transactions every day.	這家銀行每天處理數千筆交易。	[{"text":"a financial transaction","meaningZh":"金融交易"}]
transcend	verb	verb	to go beyond the limits of something; to surpass or rise above	超越；超脫	常見搭配 transcend boundaries/limitations/differences，語氣正式，常見於哲學、藝術或跨文化討論。	Great art can transcend cultural and language barriers.	偉大的藝術能夠超越文化與語言的隔閡。	[{"text":"transcend national boundaries","meaningZh":"超越國界"}]
transcendent	adjective	adjective	going beyond ordinary limits; surpassing the usual, especially in a spiritual or abstract sense	超凡的；超越的	常見搭配 a transcendent experience；書面正式用語，常見於宗教、哲學或藝術評論。	The concert offered a transcendent musical experience for the audience.	這場音樂會為觀眾帶來了一種超凡的音樂體驗。	[{"text":"transcendent beauty","meaningZh":"超凡的美"}]
transcribe	verb	verb	to write down or type out speech or handwritten notes, or to convert data into another written form	轉錄；抄錄；謄寫	常見搭配 transcribe an interview/recording，將口語內容轉為文字紀錄。	She transcribed the entire interview from the audio recording.	她將整段訪談從錄音檔轉錄成文字。	[{"text":"transcribe an interview","meaningZh":"將訪談轉錄成文字"}]
transcript	noun	noun	a written or printed version of material originally presented in another form, such as speech	文字紀錄；謄本；成績單	常見搭配 a court transcript（庭審紀錄）、academic transcript（成績單），依語境而異。	He requested an official transcript of his university grades.	他申請了一份正式的大學成績單。	[{"text":"a verbatim transcript","meaningZh":"逐字紀錄"}]
transfer	noun	noun	the act of moving something or someone from one place, position, or person to another	轉移；調動；轉帳	常見搭配 a bank transfer（轉帳）、job transfer（調職）；亦可作動詞，重音位置不同（動詞重音在後）。	The company approved his transfer to the London office.	公司批准了他調往倫敦辦公室。	[{"text":"a bank transfer","meaningZh":"銀行轉帳"}]
transform	verb	verb	to change something markedly in form, appearance, or character	使轉變；使徹底改變	常見搭配 transform A into B；強調變化程度大而根本，常見於企業轉型、外貌改變等語境。	The renovation transformed the old warehouse into a modern loft.	這次翻新將舊倉庫徹底改造成現代化的閣樓。	[{"text":"transform A into B","meaningZh":"將甲轉變成乙"}]
transformation	noun	noun	a marked, thorough, or dramatic change in form, appearance, or character	轉變；蛻變；徹底的改變	常見搭配 undergo a transformation；為 transform 的名詞形式，強調變化的過程或結果。	The city has undergone a remarkable transformation over the past decade.	這座城市在過去十年間經歷了驚人的蛻變。	[{"text":"undergo a transformation","meaningZh":"經歷蛻變"}]
transgression	noun	noun	an act that goes against a law, rule, or moral code; a violation	違反行為；越軌行為	書面正式用語，常見於道德、宗教或法律語境，如 moral/legal transgression。	He was punished for his transgression against the community's rules.	他因違反社區規範而受到懲罰。	[{"text":"a moral transgression","meaningZh":"違反道德的行為"}]
transit	verb	verb	to pass through or across a place on the way to somewhere else	通過；經過（前往目的地途中）	常見搭配 transit through an airport/country；也常見複合名詞 transit lounge、in transit（運輸途中）。	Passengers transiting through the airport do not need a visa.	經過該機場轉機的旅客不需要簽證。	[{"text":"transit through an airport","meaningZh":"經由機場轉運"}]
transition	noun	noun	the process of changing from one state or condition to another	轉變；過渡（過程）	常見搭配 a transition period、the transition to democracy；強調從一階段到另一階段的過程。	The country is going through a difficult transition to democracy.	這個國家正經歷艱難的民主轉型過程。	[{"text":"a transition from school to work","meaningZh":"從就學到就業的過渡"}]
translation	noun	noun	the process of converting text or speech from one language into another	翻譯（過程或結果）	常見搭配 a translation of a book、in translation（指翻譯版本）；亦可比喻指轉換或詮釋，如 lost in translation。	The novel has been read widely in English translation.	這本小說的英文翻譯版本已被廣泛閱讀。	[{"text":"a literal translation","meaningZh":"直譯"},{"text":"in translation","meaningZh":"以譯本形式"}]
transmission	noun	noun	the act of transmitting something, such as a signal, disease, or information; or a vehicle's gear system	傳輸；傳播（疾病、訊號等）；（汽車的）變速箱	三種常見義項：訊號傳輸、疾病傳播、汽車零件，依上下文判斷。	The virus spreads through airborne transmission.	這種病毒透過空氣傳播。	[{"text":"disease transmission","meaningZh":"疾病傳播"},{"text":"an automatic transmission","meaningZh":"自動變速箱"}]
transmit	verb	verb	to cause something (a signal, disease, information) to pass from one place or person to another	傳送；傳播（訊號、疾病或資訊）	常見搭配 transmit a signal/disease/data，強調某物從一處傳遞到另一處。	Mosquitoes can transmit several serious diseases.	蚊子能夠傳播數種嚴重的疾病。	[{"text":"transmit a signal","meaningZh":"傳送訊號"}]
transparent	adjective	adjective	allowing light to pass through so that objects can be seen clearly; or open and honest, without secrets	透明的；（行事）公開透明的	兩義項常見：物理透明（transparent glass）與比喻的公開誠實（a transparent process）。	The company promised a more transparent decision-making process.	這家公司承諾將採取更透明的決策流程。	[{"text":"transparent glass","meaningZh":"透明玻璃"},{"text":"a transparent process","meaningZh":"公開透明的流程"}]
transplant	verb	verb	to transfer an organ or tissue surgically from one body or part to another; or to move a plant/person to a new place	移植（器官、組織）；移栽；使遷移	醫學語境多指器官移植（transplant a kidney），也可指植物移植或人員的重新安置。	Doctors successfully transplanted a new kidney into the patient.	醫生成功地為病患移植了一顆新的腎臟。	[{"text":"transplant seedlings","meaningZh":"移栽幼苗"}]
transplant	noun	noun	a surgical operation in which an organ or tissue is transferred from one body to another; the organ or tissue itself	（器官）移植手術；移植物	常見搭配 a heart/kidney transplant、undergo a transplant，指手術本身或被移植的器官。	She is on the waiting list for a heart transplant.	她正在等待心臟移植手術的名單上。	[{"text":"a kidney transplant","meaningZh":"腎臟移植"}]
transplantation	noun	noun	the surgical process of transplanting an organ or tissue	（器官或組織的）移植術	比 transplant 更正式、學術化，常見於醫學文獻，如 organ transplantation。	Organ transplantation has saved countless lives over the past decades.	器官移植術在過去數十年間拯救了無數生命。	[{"text":"organ transplantation","meaningZh":"器官移植術"}]
transpose	verb	verb	to change the order or position of two or more things; to move to a different key in music	使互換位置；調換順序；（音樂）移調	常見搭配 transpose letters/numbers（調換字母或數字順序）、transpose a piece of music into another key。	He accidentally transposed two digits in the phone number.	他不小心把電話號碼中的兩個數字調換了位置。	[{"text":"transpose two digits","meaningZh":"對調兩個數字"},{"text":"transpose a melody","meaningZh":"將旋律移調"}]
trap	noun	noun	a device or trick designed to catch and hold an animal or person, or to deceive someone	陷阱；圈套	常見搭配 set a trap、fall into a trap；亦可比喻指困境或騙局，如 a tourist trap。	The hunter set a trap to catch the fox.	獵人設下陷阱來捕捉狐狸。	[{"text":"set a trap","meaningZh":"設下陷阱"},{"text":"fall into a trap","meaningZh":"掉入圈套"}]
trash	noun	noun	waste material that is discarded; rubbish	垃圾；廢棄物	美式英語常用 trash，英式英語多用 rubbish；亦可比喻指劣質、沒有價值的東西。	Please take out the trash before you leave.	你離開前請把垃圾拿出去丟。	[{"text":"take out the trash","meaningZh":"倒垃圾"}]
trash	verb	verb	to damage or destroy something violently, or to criticize something harshly	搗毀；破壞；嚴厲批評	口語用法，常見搭配 trash a hotel room（搗毀房間）、trash someone's reputation（詆毀名譽）。	The critics trashed the film in their reviews.	評論家們在評論中對這部電影大加批評。	[{"text":"trash a hotel room","meaningZh":"搗毀飯店房間"}]
trauma	noun	noun	a deeply distressing or disturbing experience; or a serious physical injury	精神創傷；（身體）重大創傷	兩義項常見：心理創傷（emotional trauma）與身體傷害（blunt force trauma），依語境判斷。	The accident left him with lasting psychological trauma.	那場意外讓他留下了持久的心理創傷。	[{"text":"psychological trauma","meaningZh":"心理創傷"},{"text":"head trauma","meaningZh":"頭部創傷"}]
traverse	verb	verb	to travel across or through an area, especially one that is difficult	橫越；穿越（艱難地形）	書面正式用語，常見搭配 traverse a desert/mountain range，強調路途艱辛漫長。	The explorers traversed the vast desert on camelback.	探險隊騎著駱駝橫越了廣闊的沙漠。	[{"text":"traverse a mountain range","meaningZh":"穿越山脈"}]
tray	noun	noun	a flat container with a raised edge, used for carrying or holding items	托盤；盤子	常見搭配 a tea/serving tray、carry a tray；亦見於辦公室文具 in-tray（待處理文件盤）。	The waiter carried a tray of drinks to the table.	服務生端了一托盤的飲料到桌邊。	[{"text":"a serving tray","meaningZh":"上菜托盤"}]
tread	noun	noun	the pattern of grooves on a tire or shoe sole; or the manner or sound of walking	（輪胎或鞋底的）胎紋；花紋；腳步聲	常見搭配 tire tread（輪胎胎紋）、a heavy tread（沉重的腳步聲）。	The tire's tread was worn down and needed replacing.	這個輪胎的胎紋已磨損，需要更換。	[{"text":"tire tread","meaningZh":"輪胎胎紋"}]
tread	verb	verb	to walk in a particular way or direction, especially by putting one's foot down	踩；踏；行走	常見片語 tread carefully/lightly（謹慎行事）、tread water（踩水）。	He had to tread carefully to avoid the broken glass.	他必須小心翼翼地走，以免踩到碎玻璃。	[{"text":"tread carefully","meaningZh":"小心行走；謹慎行事"},{"text":"tread on someone's toes","meaningZh":"踩到某人的腳；冒犯某人"}]
treasurer	noun	noun	a person responsible for managing the financial affairs of an organization or club	財務主管；司庫	常見搭配 club/company treasurer；為職務名稱，常見於社團、企業或政府機構。	She was elected treasurer of the student association.	她被選為學生會的財務主管。	[{"text":"the club treasurer","meaningZh":"俱樂部司庫"}]
treaty	noun	noun	a formal agreement between two or more countries or parties	條約；協定	常見搭配 sign/ratify a treaty、a peace treaty；用於正式的國際或政治協議語境。	The two nations signed a treaty to end the conflict.	兩國簽署了一項條約以結束衝突。	[{"text":"sign a treaty","meaningZh":"簽署條約"},{"text":"a peace treaty","meaningZh":"和平條約"}]
trek	verb	verb	to make a long, difficult journey, especially on foot	長途跋涉；徒步旅行	常見搭配 trek through the mountains/jungle，強調路途艱辛遙遠，常見於健行、探險語境。	They trekked for days through the Himalayas.	他們在喜馬拉雅山中跋涉了好幾天。	[{"text":"trek through the mountains","meaningZh":"徒步穿越山區"}]
trek	noun	noun	a long, arduous journey, especially on foot	長途跋涉；長途旅程	常見搭配 go on a trek、a trek to somewhere；也可誇飾指日常瑣事所需的漫長距離。	The trek to the summit took nearly a week.	前往山頂的長途跋涉花了將近一週。	[{"text":"a long trek","meaningZh":"漫長的徒步旅程"}]
tremble	noun	noun	an instance of shaking, especially from fear, cold, or weakness	顫抖；發抖	常見搭配 a tremble in one's voice/hands；也可作動詞，指身體因情緒或生理因素而顫動。	There was a slight tremble in her voice as she spoke.	她說話時聲音帶有一絲顫抖。	[{"text":"a tremble in her voice","meaningZh":"她聲音中的顫抖"}]
tremble	verb	verb	to shake involuntarily, typically from fear, excitement, or weakness	顫抖；發抖	常見搭配 tremble with fear/excitement；強調非自主性的身體顫動。	His hands trembled as he opened the letter.	他打開信件時雙手在顫抖。	[{"text":"tremble with fear","meaningZh":"嚇得發抖"}]
tremendous	adjective	adjective	very great in amount, scale, or intensity; extremely good	巨大的；極大的；極好的	常修飾抽象名詞如 tremendous effort/success/pressure，語氣強烈，可正面或中性使用。	The team put in a tremendous effort to finish the project on time.	這個團隊付出了極大的努力，準時完成了這個專案。	[{"text":"a tremendous effort","meaningZh":"極大的努力"}]
trench	noun	noun	a long, narrow ditch dug in the ground, especially for military defense or drainage	壕溝；戰壕	常見搭配 dig a trench、trench warfare（壕溝戰，常指第一次世界大戰的作戰方式）。	Soldiers dug trenches to protect themselves from enemy fire.	士兵們挖掘壕溝以躲避敵軍砲火。	[{"text":"a drainage trench","meaningZh":"排水溝"}]
trench	verb	verb	to dig a trench or trenches in an area of ground	挖掘壕溝；開溝	較少見的動詞用法，常見於工程或農業語境，如 trench a field for drainage。	Workers trenched the field to install new drainage pipes.	工人在田裡開溝以安裝新的排水管。	[{"text":"trench the ground","meaningZh":"在地面開溝"}]
trend	noun	noun	a general direction in which something is developing or changing	趨勢；走向	常見搭配 a growing/upward trend、follow a trend；廣泛用於時尚、經濟、社會等領域。	There is a growing trend toward remote work.	遠距工作的趨勢日益增長。	[{"text":"a growing trend","meaningZh":"日益明顯的趨勢"}]
trend	verb	verb	to develop or change in a general direction; to become popular, especially on social media	呈現趨勢；（在社群媒體上）成為熱門話題	現代用法常見於社群媒體語境，如 trending topic；亦可指統計數據隨時間呈現某種走向。	The hashtag started trending within an hour of the announcement.	這個標籤在公告發布後一小時內就開始成為熱門話題。	[{"text":"trend upward","meaningZh":"呈上升趨勢"},{"text":"trend on social media","meaningZh":"在社群媒體上成為熱門話題"}]
trepidation	noun	noun	a feeling of fear or anxiety about something that may happen	恐懼；忐忑不安	書面正式用語，強調對未知或即將發生之事的不安，常見搭配 with trepidation。	She approached the interview with a great deal of trepidation.	她懷著極大的忐忑不安去參加這場面試。	[{"text":"with some trepidation","meaningZh":"帶著幾分忐忑"}]
trespass	noun	noun	the act of entering someone's land or property without permission	非法侵入；擅自進入（他人土地）	常見搭配 no trespassing（禁止進入的告示）；法律用語，指未經許可進入他人領地。	The farmer put up a sign warning against trespass.	農夫立了一個警告牌，禁止擅自侵入。	[{"text":"criminal trespass","meaningZh":"刑事非法侵入"}]
trespass	verb	verb	to enter someone's land or property without permission	非法侵入；擅自進入	常見搭配 trespass on someone's property；也可比喻指侵犯他人的權利或隱私。	Hikers were warned not to trespass on private farmland.	健行者被警告不要擅自侵入私人農地。	[{"text":"trespass on private property","meaningZh":"擅闖私人土地"}]
triangle	noun	noun	a shape with three straight sides and three angles	三角形	幾何學基本圖形名詞；亦可指樂器「三角鐵」，或比喻三方關係，如 a love triangle。	The students learned how to calculate the area of a triangle.	學生們學習如何計算三角形的面積。	[{"text":"a right-angled triangle","meaningZh":"直角三角形"}]
tribal	adjective	adjective	relating to or characteristic of a tribe or tribes	部落的；部族的	常見搭配 tribal customs/leader/conflict；用於描述與原住民族或部落社會相關的事物。	The museum displays artifacts from various tribal cultures.	這座博物館展示了各種部落文化的文物。	[{"text":"tribal traditions","meaningZh":"部落傳統"}]
tribe	noun	noun	a social group of people, especially in a traditional society, sharing a common ancestry, language, or culture	部落；部族	常見搭配 a member of the tribe、tribal chief；亦可非正式地指有共同興趣的群體。	The tribe has lived in this region for centuries.	這個部落已在此地區生活了數個世紀。	[{"text":"an Indigenous tribe","meaningZh":"原住民族部落"}]
tribunal	noun	noun	a body of officials appointed to make judgments, especially on a specific dispute	法庭；仲裁庭；審裁處	常見搭配 an international tribunal、appear before a tribunal；多用於法律、國際爭端語境。	The war crimes tribunal began hearing evidence this week.	戰爭罪法庭本週開始聽取證據。	[{"text":"an employment tribunal","meaningZh":"勞資爭議審裁庭"}]
tribute	noun	noun	an act, statement, or gift that is intended to show gratitude, respect, or admiration	致敬；讚頌；貢品	常見搭配 pay tribute to someone（向某人致敬）；亦可指古代進貢的貢品，較少見用法。	The concert was held as a tribute to the late singer.	這場音樂會是為了向已故歌手致敬而舉辦的。	[{"text":"pay tribute to","meaningZh":"向……致敬"}]
trick	noun	noun	a cunning or skillful act intended to deceive or amuse someone	詭計；把戲；技巧	常見搭配 play a trick on someone（惡作劇）、a magic trick（魔術）；依語境可指騙術或技藝。	The magician performed an amazing card trick.	這位魔術師表演了一個令人驚豔的紙牌把戲。	[{"text":"a magic trick","meaningZh":"魔術把戲"},{"text":"play a trick on someone","meaningZh":"捉弄某人"}]
trickle	verb	verb	to flow or fall in a thin stream; to happen slowly and gradually	涓涓流出；緩慢滴落；逐漸發生	常見搭配 water trickles、information trickles in，強調數量少、速度慢的漸進過程。	Tears trickled down her cheeks as she read the letter.	她讀信時，淚水順著臉頰緩緩滑落。	[{"text":"trickle down","meaningZh":"緩緩流下"},{"text":"trickle in","meaningZh":"陸續少量到來"}]
trillion	noun	noun	the number 1,000,000,000,000; one thousand billion	兆（一萬億）	常見搭配 a trillion dollars，用於描述極大的數量，尤其在經濟、財政語境中。	The national debt has surpassed one trillion dollars.	國債已超過一兆美元。	[{"text":"a trillion dollars","meaningZh":"一兆元"}]
trim	noun	noun	an act of cutting something to make it neater; decorative material added to an edge	修剪；（裝飾用的）邊飾	常見搭配 a haircut trim、trim on a jacket（外套的裝飾邊）；亦可作形容詞指整潔苗條。	She went to the salon for a quick trim.	她去美髮沙龍做了個簡單的修剪。	[{"text":"a hair trim","meaningZh":"稍微修剪頭髮"}]
trim	verb	verb	to make something neater by cutting off irregular parts; to reduce slightly	修剪；削減	常見搭配 trim the hedges/budget，指去除多餘部分使更整潔或精簡。	The company decided to trim its workforce to cut costs.	這家公司決定裁減人力以節省成本。	[{"text":"trim the hedge","meaningZh":"修剪樹籬"},{"text":"trim costs","meaningZh":"削減成本"}]
triumph	noun	noun	a great victory or achievement; a feeling of joy from success	勝利；凱旋；成功的喜悅	常見搭配 a triumph over adversity（克服逆境的勝利）；語氣比 victory 更帶有情感色彩。	Winning the championship was a triumph for the entire team.	贏得冠軍是整個團隊的一大勝利。	[{"text":"a triumph over adversity","meaningZh":"戰勝逆境"}]
trivial	adjective	adjective	of little value or importance; not worth serious consideration	瑣碎的；不重要的；微不足道的	常見搭配 a trivial matter/detail；常與 significant/serious 相對，強調事情無關緊要。	Don't worry about such a trivial issue.	不要為這種瑣碎的小事煩惱。	[{"text":"a trivial matter","meaningZh":"瑣碎的事情"}]
trolley	noun	noun	a small cart with wheels used for transporting goods or food, especially in supermarkets or hospitals	（超市或醫院用的）手推車	英式英語常用 trolley，美式英語多用 cart；也可指有軌電車（tram），依語境判斷。	She pushed her shopping trolley down the aisle.	她推著購物手推車走過走道。	[{"text":"a shopping trolley","meaningZh":"購物推車"}]
trophy	noun	noun	a cup or other decorative object awarded as a prize for a victory or achievement	獎盃；戰利品	常見搭配 win a trophy、a trophy case（獎盃展示櫃）；亦可比喻用作形容詞，如 trophy wife。	The team proudly displayed their trophy in the school hallway.	這支隊伍驕傲地將獎盃展示在學校走廊。	[{"text":"win a trophy","meaningZh":"贏得獎盃"}]
tropical	adjective	adjective	relating to or characteristic of the tropics; very hot and humid	熱帶的；熱帶氣候的	常見搭配 a tropical climate/island/storm；用於描述赤道附近炎熱潮濕的地區或氣候。	The island has a tropical climate with warm temperatures year-round.	這座島嶼有著全年溫暖的熱帶氣候。	[{"text":"a tropical rainforest","meaningZh":"熱帶雨林"}]
truculent	adjective	adjective	eager or quick to argue or fight; aggressively defiant	好鬥的；蠻橫的；桀驁不馴的	書面正式用語，語氣比 aggressive 更強調言語上的挑釁與不合作態度。	The truculent teenager refused to follow any of the rules.	這個蠻橫的青少年拒絕遵守任何規定。	[{"text":"a truculent attitude","meaningZh":"蠻橫的態度"}]
trumpet	verb	verb	to proclaim or announce something loudly and with pride	大肆宣揚；高聲宣告	常見搭配 trumpet one's achievements/success，語氣誇張，暗示過度自誇或高調宣傳。	The company trumpeted its record profits in a press release.	這家公司在新聞稿中大肆宣揚其創紀錄的利潤。	[{"text":"trumpet one's achievements","meaningZh":"大肆宣揚自己的成就"}]
trunk	noun	noun	the main stem of a tree; the rear storage compartment of a car; a large box for storage or travel; an elephant's nose	樹幹；（汽車）後車廂；大型儲物箱；（大象的）鼻子	多義詞，需依上下文判斷：植物（tree trunk）、汽車部件（美式英語，英式為 boot）、行李箱、動物器官。	He put the suitcases in the trunk of the car.	他把行李箱放進汽車的後車廂。	[{"text":"a tree trunk","meaningZh":"樹幹"},{"text":"the trunk of a car","meaningZh":"汽車後車廂"}]
trustworthy	adjective	adjective	able to be relied on as honest or truthful	值得信賴的；可靠的	常見搭配 a trustworthy friend/source；強調品格上值得信任，常用於評價人或資訊來源。	She is one of the most trustworthy people I know.	她是我認識的人當中最值得信賴的一位。	[{"text":"a trustworthy person","meaningZh":"值得信賴的人"}]
tube	noun	noun	a long, hollow cylinder for holding or transporting liquids or gases; a container of this shape for toothpaste, etc.	管；管狀物；（牙膏等的）軟管	常見搭配 a test tube、a tube of toothpaste；英式英語中 the Tube 亦指倫敦地鐵。	She squeezed the last bit of toothpaste from the tube.	她把牙膏管裡最後一點牙膏擠了出來。	[{"text":"a tube of toothpaste","meaningZh":"一條牙膏"}]
tube	verb	verb	to travel or transport something through a tube-like structure	用管道輸送；乘坐（倫敦）地鐵	較少見的動詞用法，英式口語中可指搭乘 the Tube（倫敦地鐵），如 tube it to work。	He decided to tube it to the meeting instead of driving.	他決定搭地鐵去開會，而不是開車。	[]
tuck	noun	noun	a fold or pleat sewn into a piece of clothing to make it fit better	（衣服的）褶邊；打褶	常見於裁縫、服裝設計語境，指衣物上為了合身而縫製的摺線。	The dress has a small tuck at the waist for a better fit.	這件洋裝腰部有一個小褶邊，讓它更合身。	[{"text":"a narrow tuck","meaningZh":"一道窄褶"}]
tuck	verb	verb	to push or fold the edges of something into a small space to secure it	把…塞進；把…掖好	常見搭配 tuck in a shirt（把襯衫塞進褲子）、tuck a child into bed（幫小孩蓋好被子）。	She tucked her shirt into her skirt before the interview.	她在面試前把襯衫塞進裙子裡。	[{"text":"tuck in one's shirt","meaningZh":"把襯衫下襬紮好"},{"text":"tuck someone in","meaningZh":"替某人掖好被子"}]
tuition	noun	noun	the fees charged for instruction, especially at a college or university; or teaching, especially of individuals or small groups	學費；教學（尤指個別指導）	美式英語常指學費（tuition fees），英式英語也可指個別授課，如 private tuition。	College tuition has increased significantly over the past decade.	大學學費在過去十年間大幅上漲。	[{"text":"pay tuition","meaningZh":"繳學費"},{"text":"private tuition","meaningZh":"個別教學"}]
tumble	noun	noun	a sudden, uncontrolled fall	跌倒；摔跤	常見搭配 take a tumble（跌一跤）；亦可比喻指價格或數值的急劇下跌。	He took a nasty tumble while skiing down the slope.	他滑雪下坡時重重地摔了一跤。	[{"text":"take a tumble","meaningZh":"跌一跤"}]
tumble	verb	verb	to fall suddenly, clumsily, or headlong; (of prices, values) to decrease sharply	摔倒；跌落；（價格）暴跌	常見搭配 stock prices tumbled；也可指身體物理上的跌倒，強調失去平衡且無法控制。	Stock prices tumbled after the disappointing earnings report.	在令人失望的財報公布後，股價暴跌。	[{"text":"tumble down the stairs","meaningZh":"從樓梯上摔下來"},{"text":"tumble in value","meaningZh":"價值暴跌"}]
tune	noun	noun	a melody, especially a simple and memorable one	曲調；旋律	常見搭配 hum/whistle a tune；亦見於片語 in tune（音準正確）/out of tune（走音）。	She hummed a cheerful tune while cleaning the house.	她一邊打掃房子一邊哼著愉快的曲調。	[{"text":"a catchy tune","meaningZh":"容易記住的曲調"}]
tune	verb	verb	to adjust a musical instrument or radio to the correct pitch or frequency	調音；調頻	常見搭配 tune a piano/guitar、tune in to a radio station；也可比喻指調整使某物達到最佳狀態。	He spent an hour tuning his guitar before the show.	他在演出前花了一小時為吉他調音。	[{"text":"tune a piano","meaningZh":"為鋼琴調音"},{"text":"tune in to a station","meaningZh":"調到某個電臺"}]
tunnel	noun	noun	an underground or underwater passage, especially one for a road or railway	隧道；地道	常見搭配 dig/build a tunnel、a road/train tunnel；也可比喻用作片語 light at the end of the tunnel。	The train passed through a long tunnel under the mountain.	火車穿過山下的一條長隧道。	[{"text":"a railway tunnel","meaningZh":"鐵路隧道"}]
tunnel	verb	verb	to dig or make a tunnel through or under something	挖掘隧道；打通	常見搭配 tunnel through a mountain/wall，指挖鑿出通道的動作。	Workers tunneled through solid rock to build the subway line.	工人們穿鑿堅硬的岩石以建造地鐵線。	[{"text":"tunnel under a wall","meaningZh":"挖地道穿過牆下"}]
turbulent	adjective	adjective	characterized by conflict, disorder, or sudden change; (of air or water) moving unpredictably	動盪的；混亂的；（氣流或水流）紊亂的	常見搭配 a turbulent period/relationship（動盪的時期或關係）、turbulent air（亂流）。	The country went through a turbulent period of political change.	這個國家經歷了一段政治動盪的時期。	[{"text":"turbulent times","meaningZh":"動盪的時期"},{"text":"turbulent air","meaningZh":"紊亂的氣流"}]
turf	noun	noun	grass and the surface layer of earth held together by its roots; an area regarded as one's territory	草皮；草地；（比喻）地盤	常見搭配 lay turf（鋪草皮）；非正式用法中也指某人或團體的勢力範圍，如 on someone's turf。	The gardener laid new turf across the entire backyard.	園丁在整個後院鋪上了新的草皮。	[{"text":"lay turf","meaningZh":"鋪草皮"},{"text":"on home turf","meaningZh":"在自己的地盤"}]
turf	verb	verb	to cover an area of ground with turf; (informal) to forcibly remove someone from a place	鋪草皮；（非正式）把…趕出去	常見片語 turf someone out（把某人趕出去），語氣較口語、非正式。	He was turfed out of the bar for causing trouble.	他因為鬧事而被趕出了酒吧。	[{"text":"turf out","meaningZh":"把人趕出去"}]
turmoil	noun	noun	a state of great disturbance, confusion, or uncertainty	混亂；動盪；紛擾	常見搭配 political/emotional turmoil、in turmoil；強調內心或局勢的高度混亂不安。	The country was thrown into turmoil after the sudden election results.	這個國家在突如其來的選舉結果後陷入了動盪。	[{"text":"political turmoil","meaningZh":"政治動盪"}]
tutor	verb	verb	to teach a student individually or in a small group, often privately	個別指導；當家教	常見搭配 tutor someone in a subject（在某科目上輔導某人），強調一對一或小班教學。	She tutors high school students in mathematics after school.	她放學後為高中生輔導數學。	[{"text":"tutor someone in mathematics","meaningZh":"個別指導某人數學"}]
twig	verb	verb	(British informal) to suddenly realize or understand something	（英式口語）恍然大悟；突然明白	英式非正式用語，常見於口語對話，相當於 realize/catch on，語氣較輕鬆隨性。	It took him a while to twig that he was being teased.	他過了一會兒才恍然大悟自己正被戲弄。	[{"text":"twig what is happening","meaningZh":"突然明白正在發生什麼事"}]
twist	noun	noun	an act of turning or bending something; an unexpected change or development, especially in a story	扭轉；轉折；（劇情的）意外發展	常見搭配 a plot twist（劇情轉折）、a twist of fate（命運的轉折）。	The movie's ending had a surprising twist.	這部電影的結局有一個令人驚訝的轉折。	[{"text":"a twist in the plot","meaningZh":"劇情的意外轉折"}]
twist	verb	verb	to bend or turn something into a different shape; to distort the meaning of something	扭轉；扭曲；曲解	常見搭配 twist someone's words（曲解某人的話）、twist an ankle（扭傷腳踝）。	He twisted his ankle while playing basketball.	他打籃球時扭傷了腳踝。	[{"text":"twist someone's words","meaningZh":"曲解某人的話"}]
typical	adjective	adjective	having the usual characteristics of a particular type of person or thing	典型的；有代表性的	常見搭配 a typical day/example；也可用於帶有輕微批評語氣的片語 typical!（真是意料之中）。	A typical day at the office starts with checking emails.	辦公室典型的一天從查看電子郵件開始。	[{"text":"typical of","meaningZh":"具有……的典型特徵"}]
tyre	noun	noun	a rubber covering fitted around a wheel, usually inflated with air (British spelling)	輪胎（英式拼法）	英式拼法為 tyre，美式拼法為 tire；意義與用法完全相同，僅拼寫依地區而異。	The mechanic checked the pressure in all four tyres.	技師檢查了所有四個輪胎的胎壓。	[{"text":"a flat tyre","meaningZh":"漏氣的輪胎"}]
ulcer	noun	noun	an open sore on the skin or a mucous membrane, often caused by infection or stress	潰瘍	常見搭配 a stomach/mouth ulcer；醫學用詞，常見於描述消化道或口腔的病變。	Stress and poor diet can contribute to a stomach ulcer.	壓力和不良飲食可能導致胃潰瘍。	[{"text":"a stomach ulcer","meaningZh":"胃潰瘍"}]
ultimate	noun	noun	the best or most extreme example of its kind	極致；終極典範	常見搭配 the ultimate in luxury/comfort；名詞用法強調某事物是該類別中的極致代表。	This resort is the ultimate in relaxation and luxury.	這個度假村是放鬆與奢華的極致代表。	[{"text":"the ultimate in luxury","meaningZh":"奢華的極致"}]
