lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
dispel	verb	verb	to make a feeling, belief, or rumor disappear	驅散；消除（疑慮、謠言）	常接 doubts、fears、rumors 等抽象名詞，強調徹底消除負面或錯誤的想法。	The spokesperson's statement helped dispel rumors of the company's bankruptcy.	發言人的聲明有助於消除該公司即將破產的謠言。	[{"text":"dispel doubts","meaningZh":"消除疑慮"},{"text":"dispel a myth","meaningZh":"破除迷思"}]
disperse	verb	verb	to spread out or distribute over a wide area, or to cause a crowd to break up	使分散；驅散（人群）	常見 the crowd dispersed（人群散去）、disperse seeds（散播種子）；可指人群、氣體或物質的擴散。	Police used tear gas to disperse the protesters.	警方使用催淚瓦斯驅散抗議群眾。	[{"text":"disperse a crowd","meaningZh":"驅散人群"},{"text":"disperse into the air","meaningZh":"消散到空氣中"}]
display	noun	noun	an exhibition or arrangement of something for people to see, or a screen showing information	展示；陳列；顯示器	常見 on display（展示中）、a fireworks display（煙火表演）、a computer display（電腦顯示器），涵蓋實體展示與電子螢幕兩種意義。	The museum's new exhibit is on display until the end of the month.	博物館的新展覽將展示到這個月底。	[{"text":"on display","meaningZh":"正在展示"},{"text":"a display screen","meaningZh":"顯示螢幕"}]
disposable	adjective	adjective	designed to be thrown away after use, or (of income) available for spending after essentials	用完即丟的；（收入）可自由支配的	常見 disposable cup/diaper（免洗杯／紙尿褲）、disposable income（可支配所得），前者指一次性使用，後者為經濟學用語。	They switched to reusable containers instead of disposable ones to reduce waste.	他們改用可重複使用的容器，而非免洗容器，以減少垃圾。	[{"text":"disposable cups","meaningZh":"免洗杯"},{"text":"disposable income","meaningZh":"可支配所得"}]
disposal	noun	noun	the act of getting rid of something, or the arrangement of something	處置；處理（廢棄物）；支配	常見 waste disposal（廢棄物處理）、at someone's disposal（供某人使用），後者為固定片語，指東西可任其使用。	The city improved its waste disposal system to reduce landfill use.	這座城市改善了廢棄物處理系統，以減少掩埋場的使用。	[{"text":"waste disposal","meaningZh":"廢棄物處理"},{"text":"at your disposal","meaningZh":"供你支配"}]
dispose	verb	verb	to get rid of something, or to arrange or incline someone toward a particular attitude	處理掉；使傾向於	常見 dispose of（丟棄、處理），為固定片語；也可用於 be disposed to do something（傾向於做某事），語氣較正式。	Please dispose of hazardous waste according to local regulations.	請依照當地法規處理有害廢棄物。	[{"text":"dispose of waste","meaningZh":"處理廢棄物"},{"text":"dispose someone to do something","meaningZh":"使某人傾向做某事"}]
disposition	noun	noun	a person's inherent qualities of mind and character, or a tendency toward a particular behavior	性情；氣質；傾向	常見 a cheerful disposition（開朗的性情）、a disposition to/toward，強調天生的性格特質或行為傾向。	She has a naturally sunny disposition that puts everyone at ease.	她天生開朗的性情讓每個人都感到自在。	[{"text":"a cheerful disposition","meaningZh":"開朗的性情"},{"text":"a disposition to help","meaningZh":"樂於助人的傾向"}]
disprove	verb	verb	to prove that something is false or wrong	反駁；證明…是錯的	常接 a theory、claim、allegation 等，強調用證據推翻先前的主張或說法。	New evidence emerged that disproved the original theory.	新出現的證據推翻了最初的理論。	[{"text":"disprove a theory","meaningZh":"推翻理論"},{"text":"disprove an allegation","meaningZh":"證明指控不實"}]
dispute	noun	noun	a disagreement or argument, especially a formal or prolonged one	爭議；糾紛	常見 a labor dispute（勞資糾紛）、in dispute（有爭議的），常用於正式、法律或政治語境。	The border dispute between the two countries has lasted for decades.	這兩國之間的邊界爭議已持續了數十年。	[{"text":"settle a dispute","meaningZh":"解決爭端"},{"text":"a labor dispute","meaningZh":"勞資糾紛"}]
disrupt	verb	verb	to interrupt the normal course or continuity of something	擾亂；打斷；使中斷	常接 activity、schedule、meeting 等，如 disrupt traffic（造成交通中斷），強調破壞原有的順暢或秩序。	The strike disrupted train services across the entire country.	這場罷工打斷了全國各地的火車服務。	[{"text":"disrupt traffic","meaningZh":"擾亂交通"},{"text":"disrupt a meeting","meaningZh":"干擾會議"}]
disruptive	adjective	adjective	causing disturbance or interruption to a normal process	造成干擾的；破壞性的	常修飾 behavior、technology 等，如 disruptive technology（顛覆性科技，帶正面創新意味）、disruptive student（搗亂的學生，帶負面意味）。	His disruptive behavior in class led to a meeting with the principal.	他在課堂上搗亂的行為導致校長找他約談。	[{"text":"disruptive behavior","meaningZh":"擾亂秩序的行為"},{"text":"a disruptive influence","meaningZh":"造成干擾的因素"}]
dissection	noun	noun	the act of cutting something apart to examine it, or a detailed analysis	解剖；剖析	字面指生物解剖（如 frog dissection），比喻用法指深入分析事物，如 a dissection of the argument。	The biology class began with the dissection of a frog.	生物課從解剖一隻青蛙開始。	[{"text":"an anatomical dissection","meaningZh":"解剖操作"},{"text":"a detailed dissection of the argument","meaningZh":"對論點的詳細剖析"}]
dissent	noun	noun	disagreement with a widely held or official opinion	異議；不同意見	常見 political dissent（政治異議）、express dissent，指公開反對主流或官方立場，帶有勇於發聲的意味。	The judge's ruling included a strong dissent from the minority opinion.	這位法官的裁決中包含了少數意見強烈的異議。	[{"text":"political dissent","meaningZh":"政治異議"},{"text":"a voice of dissent","meaningZh":"反對的聲音"}]
dissent	verb	verb	to hold or express opinions that differ from those officially or generally held	持異議；表示反對	常接 from，如 dissent from the majority view，強調公開表達與主流不同的立場。	Two committee members dissented from the final decision.	兩位委員會成員對最終決議表示異議。	[{"text":"dissent from a decision","meaningZh":"反對某項決定"}]
dissertation	noun	noun	a long piece of academic writing based on original research, typically for an advanced degree	學位論文；論文	常見 write a dissertation、a doctoral dissertation，通常指博士或碩士層級的長篇研究論文。	She spent three years researching and writing her doctoral dissertation.	她花了三年時間研究並撰寫她的博士論文。	[{"text":"a doctoral dissertation","meaningZh":"博士論文"},{"text":"write a dissertation on","meaningZh":"撰寫以某事為題的學位論文"}]
dissident	adjective	adjective	openly opposing official policy, especially in a political context	持不同政見的；異議的	常修飾 group、writer 等，指公開反對政府或體制的立場，帶政治色彩。	The dissident writer was forced into exile after criticizing the regime.	這位持不同政見的作家因批評政權而被迫流亡。	[{"text":"a dissident group","meaningZh":"持異議的團體"},{"text":"dissident voices","meaningZh":"異議之聲"}]
dissipate	verb	verb	to gradually disappear or scatter, or to waste something such as energy or resources	消散；（精力等）浪費	可指霧氣、憤怒等逐漸消散（不及物），也可指浪費資源或精力（及物），如 dissipate one's energy。	The morning fog gradually dissipated as the sun rose.	隨著太陽升起，晨霧逐漸消散。	[{"text":"tension dissipates","meaningZh":"緊張氣氛消散"},{"text":"dissipate energy","meaningZh":"耗散能量"}]
dissociate	verb	verb	to separate oneself from an association with someone or something, or to disconnect two things mentally	使脫離關係；（心理上）分離	常見 dissociate oneself from（撇清與…的關係），強調刻意切割與某事物或某人的聯繫。	He publicly dissociated himself from the extremist group.	他公開撇清自己與這個極端團體的關係。	[{"text":"dissociate oneself from","meaningZh":"撇清自己與某事的關係"},{"text":"dissociate one thing from another","meaningZh":"將兩件事分開看待"}]
dissolve	verb	verb	to become or cause a solid to become incorporated into a liquid, or to bring an official group or agreement to an end	溶解；解散（組織、婚姻）	常見 dissolve in water（溶於水），也可指正式終止關係或組織，如 dissolve parliament（解散國會）、dissolve a marriage。	Parliament was dissolved ahead of the upcoming general election.	國會在即將到來的大選前被解散了。	[{"text":"dissolve in water","meaningZh":"溶於水"},{"text":"dissolve parliament","meaningZh":"解散國會"}]
dissuade	verb	verb	to persuade someone not to do something	勸阻；說服（某人放棄）	常接 from，如 dissuade someone from doing something，與 persuade 意義相反，強調成功使人打消念頭。	Her friends tried to dissuade her from investing all her savings in the venture.	她的朋友試圖勸阻她把所有積蓄都投入這項事業。	[{"text":"dissuade someone from doing something","meaningZh":"勸某人不要做某事"}]
distal	adjective	adjective	situated away from the center of the body or from the point of attachment	遠端的	解剖學專業用語，與 proximal（近端的）相對，較少用於日常語境。	The distal end of the bone was fractured in the fall.	這根骨頭的遠端在跌倒時骨折了。	[{"text":"the distal end","meaningZh":"遠端"},{"text":"the distal phalanx","meaningZh":"末節指骨"}]
distant	adjective	adjective	far away in space or time, or emotionally reserved and detached	遙遠的；（態度）疏遠冷淡的	可指實際距離或時間上的遙遠，如 the distant past，也可形容人的態度冷淡、不親近，如 a distant relationship。	He seemed distant and preoccupied during the entire dinner.	整頓晚餐他似乎都心不在焉、態度疏遠。	[{"text":"the distant future","meaningZh":"遙遠的未來"},{"text":"a distant relative","meaningZh":"遠親"}]
distinct	adjective	adjective	recognizably different or separate; clearly perceptible	截然不同的；清楚明顯的	常接 from，如 distinct from，也可單獨修飾感官感受，如 a distinct smell，強調界線分明、容易辨識。	The two proposals are distinct from each other in scope and cost.	這兩項提案在範圍與成本上截然不同。	[{"text":"distinct from","meaningZh":"與某事明確不同"},{"text":"a distinct possibility","meaningZh":"確實存在的可能性"}]
distinctive	adjective	adjective	having a quality or characteristic that makes something easily recognizable and different from others	獨特的；有特色的	常修飾 style、feature、flavor，強調某事物具有辨識度高的獨特之處，語氣正面。	The restaurant is known for its distinctive blend of spices.	這家餐廳以其獨特的香料調配聞名。	[{"text":"a distinctive feature","meaningZh":"獨特的特徵"},{"text":"a distinctive voice","meaningZh":"有特色的嗓音"}]
distinctly	adverb	adverb	clearly and unmistakably, or in a way that shows a distinct quality	明顯地；清楚地	常修飾動詞或形容詞，如 distinctly remember、distinctly different，強調程度或感受非常明確。	I distinctly remember locking the door before leaving.	我清楚記得離開前有把門鎖好。	[{"text":"remember distinctly","meaningZh":"清楚記得"},{"text":"distinctly different","meaningZh":"明顯不同"}]
distinguish	verb	verb	to recognize a difference between things, or to make oneself notably successful or different	區分；使自己顯得傑出	常接 between A and B 或 A from B，如 distinguish right from wrong；也可用反身用法 distinguish oneself（表現出眾）。	It's sometimes hard to distinguish between similar shades of blue.	有時很難區分相近的藍色色調。	[{"text":"distinguish between","meaningZh":"區分兩者"},{"text":"distinguish oneself","meaningZh":"使自己表現出眾"}]
distort	verb	verb	to give a misleading or false account of something, or to twist something out of its normal shape	扭曲（事實）；使變形	可指事實、訊息被扭曲，如 distort the truth，也可指物理上的變形，如聲音或影像失真。	The media's coverage distorted the facts of the case.	媒體的報導扭曲了這起案件的事實。	[{"text":"distort the truth","meaningZh":"歪曲真相"},{"text":"distort an image","meaningZh":"使影像變形"}]
distortion	noun	noun	the action of distorting or the state of being distorted	扭曲；失真	常見 a distortion of the facts（事實的扭曲）、sound distortion（音訊失真），涵蓋抽象與物理層面。	The report contained several distortions of what actually happened.	這份報告對實際發生的事有多處扭曲。	[{"text":"a distortion of the truth","meaningZh":"對真相的歪曲"}]
distract	verb	verb	to draw someone's attention away from what they are doing or thinking about	使分心；轉移注意力	常接 from，如 distract someone from their work，強調打斷專注力，可能是有意或無意造成。	The noise outside distracted him from finishing his homework.	外頭的噪音讓他無法專心完成作業。	[{"text":"distract someone from work","meaningZh":"使某人工作分心"}]
distraction	noun	noun	something that prevents someone from concentrating, or the state of being unable to concentrate	使分心的事物；分心	常見 a distraction from，指造成分心的具體事物；也可指心不在焉的狀態。	Her phone was a constant distraction while she was studying.	她讀書時，手機一直是讓她分心的東西。	[{"text":"a source of distraction","meaningZh":"分心的來源"}]
distraught	adjective	adjective	deeply upset and agitated, often to the point of being unable to think clearly	心煩意亂的；極度苦惱的	常見 distraught parents/family，強調因悲傷或驚恐而情緒失控，語氣強烈。	The distraught mother searched frantically for her missing child.	這位心急如焚的母親瘋狂地尋找她失蹤的孩子。	[{"text":"distraught with grief","meaningZh":"悲痛欲絕"}]
distress	noun	noun	extreme anxiety, sorrow, or pain, or a state of danger requiring immediate help	痛苦；憂傷；危難	常見 emotional distress（情緒上的痛苦）、a ship in distress（遇險的船隻），後者為固定用法，指急需救助的狀態。	The news of the accident caused great distress to his family.	這起意外的消息讓他的家人感到極度悲痛。	[{"text":"in distress","meaningZh":"處於危難中"},{"text":"emotional distress","meaningZh":"精神痛苦"}]
distribute	verb	verb	to give shares of something to a number of people, or to spread something over an area	分配；分發；分布	常接 among/to，如 distribute food among refugees，也可指均勻分布，如 distribute weight evenly。	Volunteers distributed food and blankets to the flood victims.	志工們將食物和毛毯分發給洪水災民。	[{"text":"distribute food to refugees","meaningZh":"分發食物給難民"}]
disturbance	noun	noun	an interruption of a settled or peaceful condition, or a public disorder	干擾；騷動	常見 a disturbance in the neighborhood（社區騷動）、sleep disturbance（睡眠干擾），涵蓋日常干擾與公共秩序混亂兩種情境。	Police were called to deal with a disturbance outside the bar.	警方被叫去處理酒吧外的一場騷動。	[{"text":"cause a disturbance","meaningZh":"造成騷動"}]
ditch	noun	noun	a long narrow channel dug in the ground, typically for drainage	溝渠；壕溝	常見 a drainage ditch（排水溝），指沿路或田邊挖掘的長條形凹槽，用於排水或界定範圍。	The car skidded off the road and landed in a ditch.	那輛車打滑衝出馬路，掉進了路邊的溝渠。	[{"text":"a drainage ditch","meaningZh":"排水溝"}]
ditch	verb	verb	to abandon or get rid of something or someone, often abruptly	拋棄；甩掉；放棄	口語用法，常接人或計畫，如 ditch a plan、ditch a friend，語氣較隨性直接，帶輕微負面意味。	He ditched his old car and bought a new one.	他把舊車丟了，買了一輛新車。	[{"text":"ditch a plan","meaningZh":"放棄計畫"}]
dive	noun	noun	an act of plunging into water headfirst, or a sudden drop	跳水；俯衝；驟降	常見 a swan dive（燕式跳水）、take a dive（假摔或價格暴跌），後者為比喻用法。	Her perfect dive earned the highest score of the competition.	她完美的跳水動作在這場比賽中拿下最高分。	[{"text":"take a dive","meaningZh":"驟跌"}]
dive	verb	verb	to plunge headfirst into water, or to move quickly downward	跳水；俯衝；急速下降	常接 into，如 dive into the pool；也可比喻用於物價、股市等急遽下滑，如 stock prices dove。	The pelican dove into the water to catch a fish.	那隻塘鵝俯衝入水去捕魚。	[{"text":"dive into the pool","meaningZh":"跳入泳池"}]
diverge	verb	verb	to separate and go in different directions, or to differ from a standard or expected pattern	分岔；分歧；偏離	常接 from，如 diverge from the norm，也可指道路、意見等分開，如 the paths diverge。	Their opinions on the matter began to diverge sharply.	他們對這件事的意見開始出現明顯分歧。	[{"text":"diverge from the path","meaningZh":"偏離路徑"}]
diverse	adjective	adjective	showing great variety; including many different types	多樣的；各式各樣的	常修飾 group、population、range，如 a diverse workforce（多元的員工組成），強調種類或成員的多元性。	The city is known for its diverse population and culture.	這座城市以其多元的人口與文化聞名。	[{"text":"a diverse range of","meaningZh":"各式各樣的"}]
diversity	noun	noun	the state of including a range of different types of people or things	多樣性；多元性	常見 cultural diversity（文化多樣性）、diversity and inclusion（多元與包容），常用於社會、職場議題。	The company launched a program to promote diversity in the workplace.	該公司推出了一項計畫，以促進職場的多元性。	[{"text":"cultural diversity","meaningZh":"文化多樣性"}]
divert	verb	verb	to cause something to change direction or purpose, or to distract someone's attention	使轉向；轉移（注意力、資金）	常接 from...to，如 divert funds from one project to another，也可指使人分心，如 divert attention。	The airline diverted the flight to a nearby airport due to bad weather.	因為天氣不佳，航空公司將班機改降到附近的機場。	[{"text":"divert attention from","meaningZh":"把注意力從……轉移開"}]
divine	adjective	adjective	relating to or coming from God or a god; excellent or wonderful	神聖的；神的；極美妙的	常見 divine intervention（神的干預）；口語中也可誇張形容極好的事物，如 the dessert was divine。	Many ancient cultures believed natural disasters were signs of divine anger.	許多古代文化相信天災是神明憤怒的徵兆。	[{"text":"divine intervention","meaningZh":"神的介入"}]
divorce	noun	noun	the legal ending of a marriage	離婚	常見 get a divorce、file for divorce，指婚姻透過法律程序正式終止。	They finalized their divorce after months of negotiation.	經過數月的協商，他們終於完成了離婚手續。	[{"text":"file for divorce","meaningZh":"申請離婚"}]
divorce	verb	verb	to legally end a marriage, or to separate one thing from another	離婚；使分離	及物動詞，如 divorce someone；也可比喻用於將兩者切割開來，如 divorce theory from practice。	She divorced her husband after ten years of marriage.	她在結婚十年後與丈夫離婚了。	[{"text":"divorce theory from practice","meaningZh":"把理論與實踐分開"}]
divulge	verb	verb	to make known private or previously secret information	洩露；透露（機密）	正式用語，常接 information、secret，如 divulge confidential details，強調揭露原本不該公開的內容。	The employee refused to divulge any details about the merger.	這名員工拒絕透露有關這次合併的任何細節。	[{"text":"divulge confidential information","meaningZh":"洩露機密資訊"}]
dock	noun	noun	an area of water beside a wharf where ships load, unload, or are repaired	碼頭；船塢	常見 the ship is in dock（船在碼頭停靠或維修），指供船隻停泊或整修的水域區。	The cargo ship arrived at the dock early in the morning.	這艘貨輪一大早就抵達了碼頭。	[{"text":"in dry dock","meaningZh":"在乾船塢內"}]
doctrine	noun	noun	a belief or set of beliefs held and taught by a religious, political, or philosophical group	教義；學說；主義	常見 religious doctrine（宗教教義）、political doctrine（政治主張），指有系統、被官方認可的一套信念或原則。	The party's economic doctrine emphasizes free-market principles.	該政黨的經濟主張強調自由市場原則。	[{"text":"religious doctrine","meaningZh":"宗教教義"}]
documentary	noun	noun	a film or program presenting factual information about a real event or subject	紀錄片	常見 a documentary about/on，指以真實事件或議題為主題拍攝的非虛構影片。	The documentary explores the effects of climate change on coastal cities.	這部紀錄片探討了氣候變遷對沿海城市的影響。	[{"text":"a wildlife documentary","meaningZh":"野生動物紀錄片"}]
documentary	adjective	adjective	relating to or consisting of documents, or in the style of a documentary	文件的；紀錄片式的	常見 documentary evidence（書面證據）、documentary style（紀錄片風格），前者強調正式書面文件的性質。	The court accepted the documentary evidence as proof of ownership.	法院接受這份書面證據作為所有權的證明。	[{"text":"documentary evidence","meaningZh":"書面證據"}]
documentation	noun	noun	written or printed materials used as evidence or as instructions	文件；文件證明；說明書	常見 supporting documentation（佐證文件）、technical documentation（技術文件），泛指提供證明或說明用途的書面資料。	Please submit all necessary documentation to complete your visa application.	請提交所有必要文件以完成您的簽證申請。	[{"text":"supporting documentation","meaningZh":"佐證文件"}]
dogmatic	adjective	adjective	inclined to lay down principles as unquestionably true, without allowing for debate	武斷的；教條主義的	常帶負面評價，形容人固執己見、不容質疑的態度，如 a dogmatic approach。	He was criticized for his dogmatic refusal to consider other viewpoints.	他因固執己見、拒絕考慮其他觀點而受到批評。	[{"text":"a dogmatic approach","meaningZh":"武斷的處事方式"}]
dolphin	noun	noun	a highly intelligent marine mammal known for its playful behavior	海豚	常見於海洋生態、水族館語境，如 a pod of dolphins（一群海豚），指高智商的海洋哺乳動物。	Tourists gathered on the boat to watch the dolphins swim alongside it.	遊客們聚集在船上，觀看海豚在船邊悠游。	[{"text":"a pod of dolphins","meaningZh":"一群海豚"}]
domain	noun	noun	an area of activity, knowledge, or interest under someone's control, or a website's internet address	領域；範疇；網域	常見 public domain（公共領域，指不受版權限制的作品）、a domain name（網域名稱）；涵蓋抽象領域與網路技術兩種意義。	Artificial intelligence has become a major domain of research in recent years.	人工智慧近年已成為一個主要的研究領域。	[{"text":"in the public domain","meaningZh":"屬於公共領域"},{"text":"a domain name","meaningZh":"網域名稱"}]
dome	noun	noun	a rounded roof or ceiling, typically hemispherical in shape	圓頂；穹頂	常見於建築描述，如 the dome of the cathedral（大教堂的圓頂），指半球形的屋頂結構。	The Capitol building is famous for its impressive white dome.	國會大廈以其壯觀的白色圓頂聞名。	[{"text":"a glass dome","meaningZh":"玻璃穹頂"}]
dominant	adjective	adjective	most powerful, important, or influential in a particular context	主導的；佔優勢的	常見 the dominant species/party，也可指遺傳學上的顯性基因，如 a dominant gene，需視上下文判斷詞義。	English remains the dominant language of international business.	英語仍然是國際商業中占主導地位的語言。	[{"text":"a dominant role","meaningZh":"主導角色"}]
dominate	verb	verb	to have a controlling influence over someone or something	支配；主導；佔優勢	常接 the market、conversation 等，如 dominate the industry，強調在某領域擁有壓倒性的影響力或控制力。	The company has come to dominate the smartphone market.	這家公司如今已主導智慧型手機市場。	[{"text":"dominate the market","meaningZh":"主導市場"}]
domination	noun	noun	the exercise of control or power over someone or something	支配；統治；控制	常見 world domination（世界霸權，常用於誇張或戲劇語境）、economic domination，強調全面掌控的狀態。	The novel depicts a dystopian world under corporate domination.	這本小說描繪了一個受企業支配的反烏托邦世界。	[{"text":"world domination","meaningZh":"支配全世界"}]
donate	verb	verb	to give money, goods, or time freely to help a person or cause	捐贈；捐獻	常見 donate money/blood/time，強調無償給予以幫助他人或支持某項目的。	She regularly donates a portion of her salary to charity.	她定期捐出部分薪水給慈善機構。	[{"text":"donate blood","meaningZh":"捐血"},{"text":"donate money to charity","meaningZh":"捐款給慈善機構"}]
donation	noun	noun	something given, especially money, to help a person, group, or cause	捐款；捐贈物	常見 make a donation、a charitable donation，指實際捐出的財物本身。	The organization relies heavily on public donations to fund its projects.	這個組織的計畫經費主要仰賴大眾捐款。	[{"text":"make a donation","meaningZh":"捐款"}]
donor	noun	noun	a person or organization that gives something, especially money or an organ	捐贈者；捐款人；（器官）捐贈者	常見 a blood donor（捐血者）、an organ donor（器官捐贈者）、a major donor（重要捐款人），依語境涵蓋不同捐贈類型。	He became an organ donor after signing up on the national registry.	他在全國名冊上登記後成為了一名器官捐贈者。	[{"text":"an organ donor","meaningZh":"器官捐贈者"}]
dose	noun	noun	a specific quantity of a medicine or drug taken at one time	劑量	常見 a daily dose、an overdose（過量），指藥物一次服用的份量，醫學語境常用。	The doctor prescribed a low dose of the medication to start.	醫生一開始開了低劑量的藥物。	[{"text":"a daily dose","meaningZh":"每日劑量"}]
dose	verb	verb	to give someone a specific amount of medicine	給予（藥物）劑量	及物動詞，常見 dose someone with，強調對病人或動物投予特定劑量的藥物。	The vet dosed the dog with medication to treat the infection.	獸醫給這隻狗投藥以治療感染。	[{"text":"dose a patient with antibiotics","meaningZh":"給病人服用一定劑量的抗生素"}]
doubtful	adjective	adjective	uncertain or unlikely; feeling or expressing doubt	可疑的；不確定的；懷疑的	常見 it is doubtful whether/that，也可形容人心存懷疑，如 look doubtful，強調對某事的真實性或可能性存疑。	It is doubtful that the project will be finished on time.	這項計畫能否如期完成令人存疑。	[{"text":"doubtful about the outcome","meaningZh":"對結果抱持疑慮"}]
doubtless	adverb	adverb	almost certainly; without much doubt	無疑地；肯定地	書面正式用語，常置句首，如 Doubtless, he will succeed，語氣比 undoubtedly 稍弱但仍表達高度確信。	Doubtless, the new policy will face some opposition at first.	無疑地，這項新政策一開始會遭遇一些反對。	[{"text":"will doubtless agree","meaningZh":"想必會同意"}]
dour	adjective	adjective	stern, unfriendly, and lacking in warmth or humor	嚴厲冷峻的；不苟言笑的	常形容人的表情或性格，如 a dour expression，強調給人冷淡、不易親近的印象。	The dour-faced clerk barely acknowledged the customers.	那位面無表情的店員幾乎不太理會顧客。	[{"text":"a dour expression","meaningZh":"冷峻的表情"}]
douse	verb	verb	to drench something with liquid, or to extinguish a fire or light	澆濕；熄滅（火、燈）	常接 with water，如 douse the flames，也可用於熄燈或關閉裝置，強調用液體撲滅或使某物濕透。	Firefighters doused the burning building with water.	消防員用水澆熄了那棟起火的建築物。	[{"text":"douse the flames","meaningZh":"熄滅火焰"}]
downplay	verb	verb	to make something seem less important than it really is	淡化；輕描淡寫地看待	常接 the importance/significance of，強調刻意降低某事的嚴重性或重要性。	The company tried to downplay the severity of the data breach.	該公司試圖淡化這起資料外洩事件的嚴重性。	[{"text":"downplay the risks","meaningZh":"淡化風險"}]
downtown	adjective	adjective	located in or relating to the central business area of a city	市中心的	常見 downtown area、a downtown office，指城市中心商業區相關的地點或事物，美式用法常見。	They opened a new restaurant in the downtown district.	他們在市中心區開了一家新餐廳。	[{"text":"the downtown area","meaningZh":"市中心地區"}]
downtown	adverb	adverb	toward or in the central business area of a city	往市中心；在市中心	常接動詞，如 go downtown、work downtown，美式英語常用，口語中十分自然。	We're heading downtown to catch a movie tonight.	我們今晚要去市中心看電影。	[{"text":"go downtown","meaningZh":"前往市中心"}]
drab	adjective	adjective	lacking brightness or color; dull and dreary	單調乏味的；灰暗的	常形容顏色、環境或生活枯燥無趣，如 drab clothing、a drab office，語氣帶輕微負面。	The office walls were painted a drab shade of gray.	辦公室的牆壁被漆成單調的灰色。	[{"text":"drab surroundings","meaningZh":"灰暗乏味的環境"}]
draft	noun	noun	a preliminary version of a piece of writing, or a current of cool air	草稿；（房間內的）氣流	常見 a first draft（初稿）、feel a draft（感覺到穿堂風），兩義項意義差異大，需依上下文判斷。	She revised the first draft of her novel three times.	她把小說的初稿修改了三次。	[{"text":"a first draft","meaningZh":"初稿"},{"text":"a cold draft","meaningZh":"一股冷風"}]
drag	noun	noun	the action of pulling something with effort, or something tediously slow or boring	拖拉；累贅無聊的事	常見 what a drag（真無聊）為口語表達，也可指物理上的阻力（如空氣阻力），依語境判斷。	Waiting in line for hours was such a drag.	排隊等了好幾個小時真的很無聊。	[{"text":"a drag on the economy","meaningZh":"經濟的拖累"}]
drain	noun	noun	a pipe or channel carrying away liquid waste or excess water, or something that depletes resources	排水管；消耗（資源）的事物	常見 down the drain（付諸東流，比喻用法）、a drain on resources（資源的消耗），後者強調持續耗損。	The constant repairs have become a real drain on the family's finances.	不斷的維修已經成為這個家庭財務上真正的負擔。	[{"text":"a blocked drain","meaningZh":"堵塞的排水管"},{"text":"a drain on resources","meaningZh":"資源的消耗"}]
drainage	noun	noun	the process or system for removing excess water or liquid from an area	排水（系統）	常見 a drainage system、poor drainage，指用於排除積水的系統或過程，常用於農業、都市規劃語境。	The city upgraded its drainage system to prevent flooding.	這座城市升級了排水系統以防止淹水。	[{"text":"a drainage system","meaningZh":"排水系統"}]
drama	noun	noun	a play for theater, radio, or television, or an exciting and emotional situation	戲劇；戲劇性的事件	常見 a TV drama（電視劇）；also 口語用於形容誇張的情緒風波，如 don't create drama。	The school is putting on a drama about historical events.	學校正在製作一齣關於歷史事件的戲劇。	[{"text":"a television drama","meaningZh":"電視劇"}]
dramatic	adjective	adjective	sudden and striking, or relating to drama	戲劇性的；引人注目的；戲劇的	常修飾 change、increase 等，強調變化幅度大且顯著，如 a dramatic improvement；也可單純指與戲劇相關。	There has been a dramatic increase in online shopping in recent years.	近年來線上購物有了戲劇性的成長。	[{"text":"a dramatic increase","meaningZh":"大幅增加"}]
dramatically	adverb	adverb	in a sudden, striking, or extreme way	戲劇性地；大幅地	常修飾 change、increase、decrease 等動詞，強調變化的幅度顯著、出人意料。	Sales dramatically improved after the new marketing campaign launched.	新的行銷活動推出後，銷售額大幅提升。	[{"text":"change dramatically","meaningZh":"大幅改變"}]
drawl	verb	verb	to speak slowly with prolonged vowel sounds	拖長聲調地說話	常見於描述南方口音或懶散的說話方式，如 he drawled his words，帶有地域或個人風格色彩。	He drawled his answer in a lazy Southern accent.	他用懶洋洋的南方口音拖長聲調回答。	[{"text":"drawl a reply","meaningZh":"拖長聲調回答"}]
drawl	noun	noun	a way of speaking with prolonged vowel sounds	拖長的說話腔調	常見 a Southern drawl（美國南方拖長腔），指說話時母音拉長的特殊腔調。	Her soft Southern drawl made the story even more charming.	她輕柔的南方拖腔讓這個故事更添魅力。	[{"text":"a Southern drawl","meaningZh":"美國南方的拖長語調"}]
dreadful	adjective	adjective	extremely bad, unpleasant, or serious	可怕的；糟糕的；令人不快的	口語常用於誇張表達不滿或負面評價，如 dreadful weather、a dreadful mistake，語氣強烈但較 disaster 稍輕。	The service at that restaurant was absolutely dreadful.	那家餐廳的服務真的糟糕透頂。	[{"text":"dreadful weather","meaningZh":"糟糕的天氣"}]
drench	verb	verb	to make someone or something completely wet	使濕透；澆濕	常見被動語態 be drenched in/with，如 drenched in sweat（汗流浹背），強調徹底浸濕的程度。	The sudden downpour drenched everyone waiting at the bus stop.	突如其來的大雨把在公車站等車的人全都淋濕了。	[{"text":"drenched in sweat","meaningZh":"汗流浹背"}]
dribble	verb	verb	to let liquid or saliva fall in drops, or to move a ball forward with light touches (in sports)	滴落；（運動）運球	字面指液體滴落，也常見於籃球、足球等運動中控球前進的動作，兩義項語境差異大。	The basketball player dribbled past two defenders before scoring.	這位籃球員運球過了兩名防守球員後得分。	[{"text":"dribble the ball","meaningZh":"運球"}]
