lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
mauve	sense_noun	noun	a pale purple color	淡紫色	描述介於粉紫與灰紫之間的色調，常用於時尚、室內設計描述。	The walls were painted a soft mauve.	牆壁被漆成柔和的淡紫色。	[{"text":"a shade of mauve","meaningZh":"一種淡紫色調"}]
mauve	sense_adjective	adjective	of a pale purple color	淡紫色的	常修飾 dress、wall 等名詞，用來形容物品的顏色。	She wore a mauve dress to the wedding.	她穿了一件淡紫色的洋裝去參加婚禮。	[{"text":"a mauve dress","meaningZh":"淡紫色洋裝"}]
maximize	verb	verb	to make something as great or as large as possible	使最大化；充分利用	常見 maximize profits／efficiency，強調在既有條件下追求最大成效。	The company redesigned its website to maximize user engagement.	這家公司重新設計了網站，以最大化使用者的參與度。	[{"text":"maximize profits","meaningZh":"使利潤最大化"}]
maximum	noun	noun	the greatest possible amount or degree	最大值；最大量	常見 at maximum capacity、reach a maximum，與 minimum 相對，指上限或極大值。	The elevator has a maximum capacity of ten people.	這台電梯的最大容納人數是十人。	[{"text":"to the maximum","meaningZh":"達到最大限度"}]
meadow	noun	noun	a field of grass, especially one used for grazing or hay	草地；牧草地	常見於鄉村景色描述，如 a green meadow，指自然生長草類的開闊土地。	Cows grazed peacefully in the meadow.	牛群在草地上安靜地吃草。	[{"text":"a wildflower meadow","meaningZh":"野花草地"}]
meager	adjective	adjective	lacking in quantity or quality; scant	貧乏的；微薄的	常修飾 income、meal、resources 等，強調數量或品質嚴重不足。	They survived on a meager diet of rice and beans.	他們靠著米飯和豆子這種微薄的飲食勉強維生。	[{"text":"a meager income","meaningZh":"微薄的收入"}]
meaningful	adjective	adjective	having a serious, useful, or important quality or purpose	有意義的；重要的	常見 a meaningful relationship／conversation，強調具有深度或實質價值，而非表面形式。	She wanted a career that felt meaningful, not just profitable.	她想要一份感覺有意義的工作，而不只是賺錢的工作。	[{"text":"meaningful work","meaningZh":"有意義的工作"}]
mechanical	adjective	adjective	relating to machines, or done automatically without much thought	機械的；機械性的	常見 a mechanical failure（機械故障）；也可比喻性地形容動作呆板、缺乏情感，如 a mechanical response。	The delay was caused by a mechanical failure in the engine.	這次延誤是由引擎的機械故障造成的。	[{"text":"mechanical engineering","meaningZh":"機械工程"},{"text":"a mechanical response","meaningZh":"機械式的回應"}]
mechanism	noun	noun	a system of parts working together, or a process by which something is achieved	機制；機構；機件	可指實體機械裝置，也可比喻抽象的運作方式，如 a mechanism for resolving disputes。	The government created a new mechanism for resolving trade disputes.	政府建立了一套解決貿易爭端的新機制。	[{"text":"a coping mechanism","meaningZh":"因應機制"},{"text":"a locking mechanism","meaningZh":"鎖定裝置"}]
medal	noun	noun	a small metal disk awarded for an achievement, especially in sports or the military	獎牌；勳章	常見 win a gold medal，用於表彰體育競賽、軍事功績等傑出表現。	She won a gold medal in the swimming competition.	她在游泳比賽中贏得了金牌。	[{"text":"win a gold medal","meaningZh":"贏得金牌"}]
mediate	verb	verb	to try to help two opposing sides reach an agreement	調解；斡旋	常見 mediate a dispute／conflict，強調第三方介入協助雙方達成共識，語氣中立。	A neutral party was brought in to mediate the labor dispute.	一位中立人士被請來調解這場勞資糾紛。	[{"text":"mediate between two sides","meaningZh":"在雙方之間調解"}]
medieval	adjective	adjective	relating to the Middle Ages, roughly from the 5th to the 15th century	中世紀的	常見 medieval castle／history，也可比喻性地帶貶意形容過時的作法，如 medieval attitudes。	The town still has several well-preserved medieval buildings.	這座小鎮仍保留了幾棟保存良好的中世紀建築。	[{"text":"medieval architecture","meaningZh":"中世紀建築"}]
meditate	verb	verb	to focus one's mind for a period of time in silence, often for relaxation or spiritual purposes	冥想；靜思	常見 meditate on／about something，指集中精神深思或修習靜坐，帶宗教或身心放鬆意涵。	He meditates for twenty minutes every morning before work.	他每天早上工作前都會靜坐冥想二十分鐘。	[{"text":"meditate on a question","meaningZh":"靜思一個問題"}]
meditation	noun	noun	the practice of focusing the mind in silence, or deep, continuous reflection on a subject	冥想；沉思	常見 practice meditation，也可指對某主題深入而持續的思考，語氣較正式。	Daily meditation has helped reduce her stress levels.	每天冥想有助於降低她的壓力程度。	[{"text":"practice meditation","meaningZh":"練習冥想"}]
meek	adjective	adjective	quiet, gentle, and easily giving in to others rather than asserting oneself	溫順的；逆來順受的	常帶輕微負面語氣，暗示過度順從、缺乏主見，與 assertive 相對。	He was too meek to complain about the unfair treatment.	他太過溫順，不敢對這種不公平的待遇提出抗議。	[{"text":"a meek reply","meaningZh":"溫順的回答"}]
melancholy	sense_noun	noun	a feeling of deep, thoughtful sadness	憂鬱；悲傷	常見 a sense of melancholy，強調帶有詩意、沉思意味的淡淡哀愁，而非強烈痛苦。	A quiet melancholy settled over her as she read the old letters.	讀著這些舊信，一股靜靜的憂鬱籠罩了她。	[{"text":"a sense of melancholy","meaningZh":"一股憂鬱感"}]
melancholy	sense_adjective	adjective	expressing or causing a feeling of thoughtful sadness	憂鬱的；令人感傷的	常修飾 song、mood、expression 等，語氣帶文學色彩。	The film has a melancholy tone that lingers long after it ends.	這部電影帶有一種憂鬱的基調，看完後仍久久縈繞心頭。	[{"text":"a melancholy mood","meaningZh":"憂鬱的心情"}]
meld	verb	verb	to blend or combine different things smoothly	融合；混合	常見 meld together，強調不同元素自然結合成一體，語氣較正式或文學化。	The chef melded traditional and modern flavors in the dish.	這位主廚將傳統與現代的風味融合在這道菜裡。	[{"text":"meld together","meaningZh":"融合在一起"}]
melody	noun	noun	a sequence of musical notes that is pleasing to hear; a tune	旋律；曲調	音樂用語，常見 a beautiful melody，指歌曲或樂曲中主要且易記的音符線條。	The song's melody stayed in my head all day.	這首歌的旋律讓我一整天都揮之不去。	[{"text":"a haunting melody","meaningZh":"縈繞心頭的旋律"}]
membrane	noun	noun	a thin, flexible layer of tissue that covers or lines an organ or structure	薄膜；膜	生物學常見，如 cell membrane（細胞膜），指包覆或分隔生物結構的薄層組織。	Oxygen passes through the membrane of the lung's air sacs.	氧氣會通過肺部氣囊的薄膜進行交換。	[{"text":"a cell membrane","meaningZh":"細胞膜"}]
memo	noun	noun	a short written message, typically used within an organization	備忘錄；便條	常見於辦公室語境，如 send a memo to staff，指簡短的內部通知或提醒。	The manager sent a memo reminding staff of the new policy.	經理發了一份備忘錄，提醒員工注意新政策。	[{"text":"send a memo","meaningZh":"寄發備忘錄"}]
memoir	noun	noun	a written account of one's own life or personal experiences	回憶錄	常見 write a memoir，比自傳（autobiography）更聚焦於特定時期或主題的個人經歷。	The retired general published a memoir about his years in the war.	這位退役將軍出版了一本關於他從軍歲月的回憶錄。	[{"text":"publish a memoir","meaningZh":"出版回憶錄"}]
memorable	adjective	adjective	worth remembering or easily remembered, especially because it is impressive or unusual	難忘的；值得紀念的	常修飾 experience、performance 等，語氣正面，強調印象深刻、令人難以忘懷。	Their wedding was a truly memorable event for everyone involved.	他們的婚禮對所有參與者來說都是一場真正難忘的盛事。	[{"text":"a memorable experience","meaningZh":"難忘的經驗"}]
memorandum	noun	noun	a formal, often official, written note or record, typically outlining an agreement or policy	備忘錄；正式通知	比 memo 更正式，常見於商業或外交文件，如 a memorandum of understanding。	The two countries signed a memorandum of understanding on trade.	這兩國就貿易議題簽署了一份諒解備忘錄。	[{"text":"a memorandum of understanding","meaningZh":"合作備忘錄"}]
memorial	noun	noun	a structure or event established to honor and remember a person or event	紀念碑；紀念活動	常見 a war memorial、a memorial service，用於悼念逝者或紀念重大事件。	A memorial was built to honor the soldiers who died in the war.	人們建了一座紀念碑，以緬懷在這場戰爭中犧牲的士兵。	[{"text":"a war memorial","meaningZh":"戰爭紀念碑"}]
mendacious	adjective	adjective	given to lying or being untruthful	說謊的；虛假的	正式或文學用語，比 dishonest 語氣更強烈，常形容人的性格或言論慣於欺騙。	The politician was criticized for making mendacious claims during the debate.	這名政治人物在辯論中因發表不實言論而受到批評。	[{"text":"a mendacious statement","meaningZh":"虛假的陳述"}]
mental	adjective	adjective	relating to the mind or the process of thinking	心理的；精神的	常見 mental health、mental effort，涵蓋思考、情緒等內在心智層面的活動與狀態。	Regular exercise can improve both physical and mental health.	規律運動能同時改善生理與心理健康。	[{"text":"mental health","meaningZh":"心理健康"}]
mentality	noun	noun	a particular way of thinking or a typical attitude that determines behavior	心態；思維方式	常見 a victim mentality、a winning mentality，強調某群體或個人特有的思考習慣與態度傾向。	The team needed to adopt a more competitive mentality to succeed.	這支隊伍需要培養更具競爭意識的心態才能成功。	[{"text":"a winning mentality","meaningZh":"求勝心態"}]
mentor	noun	noun	an experienced and trusted person who guides and advises someone with less experience	導師；良師益友	常見 a career mentor，強調長期指導與經驗傳承的關係，多為非正式的師徒關係。	Her mentor helped her navigate the challenges of starting a business.	她的導師幫助她度過了創業初期的種種挑戰。	[{"text":"a trusted mentor","meaningZh":"值得信賴的導師"}]
mercenary	sense_noun	noun	a professional soldier hired to fight for a foreign country or group	傭兵	軍事用語，強調為金錢而非國家忠誠而戰的職業軍人。	The rebel group hired mercenaries to bolster its forces.	這個叛亂團體僱用了傭兵來壯大自己的軍力。	[{"text":"foreign mercenaries","meaningZh":"外籍傭兵"}]
mercenary	sense_adjective	adjective	motivated primarily by a desire for money rather than other considerations	唯利是圖的；為錢而做的	常帶負面評價，形容人做事只看重金錢報酬，缺乏其他動機或原則。	His mercenary attitude toward the job made his colleagues uneasy.	他對這份工作唯利是圖的態度讓同事們感到不安。	[{"text":"mercenary motives","meaningZh":"唯利是圖的動機"}]
merchant	noun	noun	a person who buys and sells goods, especially in large quantities or for profit	商人；貿易商	常見 a wine merchant、a merchant ship，泛指從事買賣交易的人或相關行業。	The merchant imported silk and spices from overseas.	這名商人從海外進口絲綢與香料。	[{"text":"a wine merchant","meaningZh":"葡萄酒商"}]
mercurial	adjective	adjective	subject to sudden and unpredictable changes in mood or behavior	善變的；喜怒無常的	常修飾 personality、temperament，強調情緒或態度反覆無常，難以預測。	Her mercurial temper made her difficult to work with.	她喜怒無常的脾氣讓人很難跟她共事。	[{"text":"a mercurial temperament","meaningZh":"善變的性情"}]
mercy	noun	noun	compassion or forgiveness shown toward someone one has the power to punish	仁慈；憐憫；寬恕	常見 show mercy、at the mercy of，強調對他人施予寬容而非懲罰的態度。	The judge showed mercy and gave the first-time offender a lighter sentence.	法官展現了寬容，對這名初犯者從輕量刑。	[{"text":"show mercy","meaningZh":"施以仁慈"},{"text":"at the mercy of","meaningZh":"任由……擺布"}]
merge	verb	verb	to combine or join two or more things into one	合併；融合	常見 merge with／into，可指公司合併，也可指車道匯入、資料合併等各種情境。	The two companies merged to form a larger corporation.	這兩家公司合併成了一家更大的企業。	[{"text":"merge with another company","meaningZh":"與另一家公司合併"}]
merger	noun	noun	the combination of two or more organizations, especially companies, into one	（公司等的）合併	商業用語，常見 a merger between two companies，強調正式的整併過程與結果。	The merger created one of the largest banks in the country.	這次合併造就了該國最大的銀行之一。	[{"text":"a corporate merger","meaningZh":"企業合併"}]
merit	noun	noun	a quality or feature that deserves praise or approval	優點；價值	常見 on its merits（就其本身優劣而論）、the merits of a case，強調客觀上值得肯定之處。	The proposal has considerable merit despite its high cost.	儘管成本高昂，這項提案仍有相當的價值。	[{"text":"on merit","meaningZh":"依實力或優點評斷"}]
metabolism	noun	noun	the chemical processes in a living organism that maintain life, especially those converting food into energy	新陳代謝	生物學用語，常見 a fast／slow metabolism，指身體將食物轉化為能量的一系列化學過程。	Regular exercise can help boost your metabolism.	規律運動有助於提升你的新陳代謝。	[{"text":"a high metabolism","meaningZh":"旺盛的新陳代謝"}]
metaphor	noun	noun	a word or phrase used to describe something by referring to something else with similar qualities, without using "like" or "as"	隱喻；暗喻	修辭學用語，與明喻 simile（使用 like／as）不同，強調直接以另一事物比喻本體。	"Time is a thief" is a common metaphor for how quickly time passes.	「時間是小偷」是常用來比喻時光飛逝的隱喻。	[{"text":"an extended metaphor","meaningZh":"延伸隱喻"}]
metaphysical	adjective	adjective	relating to abstract concepts beyond the physical world, such as existence or reality	形而上學的；抽象哲理的	常見於哲學語境，如 metaphysical questions，探討超越物理現象的存在、本質等議題。	Philosophers have long debated metaphysical questions about the nature of reality.	哲學家長期以來一直在辯論關於現實本質的形而上學問題。	[{"text":"metaphysical questions","meaningZh":"形而上學問題"}]
methodical	adjective	adjective	done in a careful, orderly, and systematic way	有條理的；有系統的	常修飾 approach、person 等，強調按部就班、注重步驟，與 haphazard 相對。	She took a methodical approach to organizing the files.	她以有條理的方式整理這些檔案。	[{"text":"a methodical approach","meaningZh":"有條理的方法"}]
methodology	noun	noun	a system of methods used in a particular field of study or activity	方法論；研究方法	常見於學術語境，如 research methodology，指整套用於進行研究或分析的系統性方法。	The study's methodology was criticized for its small sample size.	這項研究的方法論因樣本數過小而受到批評。	[{"text":"research methodology","meaningZh":"研究方法論"}]
meticulous	adjective	adjective	showing great attention to detail; very careful and precise	一絲不苟的；極為謹慎的	常修飾 planning、attention to detail 等，強調對細節的高度重視，語氣正面。	The report was the result of meticulous research over several years。	這份報告是經過數年一絲不苟研究的成果。	[{"text":"meticulous attention to detail","meaningZh":"對細節一絲不苟的關注"}]
metropolitan	adjective	adjective	relating to a large city or its surrounding area	大都市的；都會的	常見 metropolitan area，指涵蓋主要城市及其周邊區域的地理或行政範圍。	Traffic congestion is a major issue in most metropolitan areas.	交通壅塞是大多數都會區的主要問題。	[{"text":"a metropolitan area","meaningZh":"都會區"}]
microphone	noun	noun	a device that converts sound into an electrical signal, used for recording or amplifying speech and sound	麥克風；擴音器	常見 speak into the microphone，日常與專業用語皆通用。	The singer adjusted the microphone before starting her performance.	這位歌手在開始表演前調整了麥克風。	[{"text":"a wireless microphone","meaningZh":"無線麥克風"}]
microscopic	adjective	adjective	too small to be seen without a microscope; extremely small	微小的；顯微鏡下才可見的	常見 microscopic organisms／details，強調肉眼無法察覺的極小尺寸。	The water sample contained microscopic organisms invisible to the naked eye.	這份水樣中含有肉眼看不見的微小生物。	[{"text":"microscopic organisms","meaningZh":"微生物"}]
microwave	noun	noun	a kitchen appliance that cooks or heats food using electromagnetic waves	微波爐	日常生活常用詞，常見 heat something in the microwave，也可指微波本身作為電磁波。	He heated up the leftovers in the microwave.	他用微波爐把剩菜加熱。	[{"text":"heat food in the microwave","meaningZh":"用微波爐加熱食物"}]
mighty	adjective	adjective	having or showing great power, strength, or force	強大的；有力的	常修飾 army、river、blow 等，語氣正式或文學化，強調規模或力量之大。	The mighty river carved a deep canyon over millions of years.	這條大河歷經數百萬年，切割出了一道深峽谷。	[{"text":"a mighty empire","meaningZh":"強大的帝國"}]
migrant	noun	noun	a person who moves from one place to another, especially to find work	移居者；移民工	常見 migrant worker，多指因經濟因素而遷移工作地點的人，與 immigrant（永久移居他國者）略有不同。	Many migrant workers travel seasonally to harvest crops.	許多移居工人會季節性地遷移以採收農作物。	[{"text":"migrant workers","meaningZh":"移民工"}]
migrate	verb	verb	to move from one place to live or work in another, often seasonally or in search of better conditions	遷移；移居	常見於人口或動物語境，如 birds migrate south，指季節性或長距離的移動。	Thousands of birds migrate south for the winter every year.	每年冬天，成千上萬隻鳥兒會遷徙南方。	[{"text":"migrate south","meaningZh":"向南遷移"}]
migration	noun	noun	the movement of people or animals from one place to another	遷移；移民	常見 bird migration、human migration，泛指大規模、通常是季節性或長期性的移動。	The annual migration of wildebeest across the plains is a famous natural spectacle.	角馬每年橫越平原的遷徙是著名的自然奇觀。	[{"text":"seasonal migration","meaningZh":"季節性遷徙"}]
migratory	adjective	adjective	relating to animals that regularly move from one region to another, especially with the seasons	遷徙的；候鳥性的	常見 migratory birds／species，專用於描述具季節性遷移習性的動物。	Migratory birds travel thousands of miles between breeding grounds.	候鳥在繁殖地之間遷徙數千英里。	[{"text":"migratory birds","meaningZh":"候鳥"}]
mild	adjective	adjective	not severe, harsh, or extreme in effect or degree	溫和的；輕微的	常見 mild weather／symptoms／flavor，涵蓋天氣、病情、口味等多種語境，強調程度不強烈。	She experienced only mild symptoms after catching the cold.	她感冒後只出現輕微的症狀。	[{"text":"mild symptoms","meaningZh":"輕微症狀"},{"text":"a mild winter","meaningZh":"溫和的冬季"}]
militia	noun	noun	a group of civilians trained to act as soldiers, especially in times of emergency	民兵組織；義勇軍	區別於正規軍 regular army，強調由平民組成、非常設性的武裝力量。	The local militia was called up to defend the town.	當地的民兵組織被召集起來保衛這座城鎮。	[{"text":"a local militia","meaningZh":"地方民兵組織"}]
mill	sense_noun	noun	a building or machine used for grinding grain into flour, or a factory for processing raw materials	磨坊；工廠	常見 a flour mill、a steel mill，泛指以機械加工原料的場所或設備。	The old mill by the river once ground wheat into flour.	河邊那座老磨坊過去曾把小麥磨成麵粉。	[{"text":"a flour mill","meaningZh":"麵粉廠"}]
mill	sense_verb	verb	to move around in a confused or aimless way, especially in a crowd	（人群）雜亂走動；徘徊	常見 mill around，指人群漫無目的地聚集或走動，帶有雜亂無序的感覺。	Fans milled around outside the stadium waiting for the gates to open.	粉絲們在體育館外雜亂走動，等待大門開啟。	[{"text":"mill around","meaningZh":"漫無目的地走動"}]
millennium	noun	noun	a period of one thousand years	千年；千禧年	常見 the new millennium（新千禧年），泛指以一千年為單位的時間跨度。	The monument has stood for nearly a millennium.	這座紀念碑已矗立了將近一千年。	[{"text":"the new millennium","meaningZh":"新千禧年"}]
mime	sense_verb	verb	to act out something using only gestures and movements, without speaking	以肢體動作表演；比手畫腳表演	常見 mime an action，強調不使用言語，僅靠肢體或臉部表情傳達意思。	The actor mimed climbing a ladder without any props.	這名演員沒有使用任何道具，僅以肢體動作表演爬梯子。	[{"text":"mime opening a door","meaningZh":"以動作表演開門"}]
mime	sense_noun	noun	a performer who acts out a story or scene using only gestures, or such a performance itself	啞劇；默劇演員	常見於劇場語境，指以肢體表演為主、不使用台詞的表演藝術或表演者。	The mime entertained the crowd with silent gestures alone.	這位默劇演員僅用無聲的肢體動作逗樂了群眾。	[{"text":"a mime artist","meaningZh":"默劇表演者"}]
mince	sense_verb_meat	verb	to cut food, especially meat, into very small pieces	把（食物）切碎；絞碎	常見 minced meat（絞肉），多指以刀具或機器將食材切成細碎狀。	She minced the garlic finely before adding it to the pan.	她把大蒜切得細碎後才放入鍋中。	[{"text":"mince the garlic","meaningZh":"把大蒜切碎"}]
mince	sense_verb_words	verb	to speak in an indirect, overly cautious way to avoid offending someone	說話拐彎抹角；委婉其詞	常見 not mince words（直言不諱），表示某人說話坦率、不拐彎抹角。	He didn't mince his words when criticizing the plan.	他在批評這項計畫時毫不拐彎抹角。	[{"text":"not mince one's words","meaningZh":"直言不諱"}]
mine	sense_noun_pit	noun	an excavation in the ground for extracting minerals, coal, or metal ore	礦坑；礦場	常見 a coal mine、a gold mine，指開採地下資源的場所。	Hundreds of workers were trapped underground after the mine collapsed.	礦坑坍塌後，數百名工人受困於地下。	[{"text":"a coal mine","meaningZh":"煤礦"}]
mine	sense_verb	verb	to dig into the ground to extract minerals or resources	挖掘；開採	常見 mine coal／gold，也可比喻性地用於挖掘資料，如 mine data。	The company mines copper in several countries.	這家公司在好幾個國家開採銅礦。	[{"text":"mine for gold","meaningZh":"開採黃金"}]
mineral	noun	noun	a naturally occurring solid substance with a specific chemical composition, found in rocks or soil	礦物	常見 mineral deposits、mineral water（礦泉水），涵蓋自然界中各種無機固態物質。	The region is rich in mineral deposits, including iron and copper.	這個地區蘊藏豐富的礦藏，包括鐵礦和銅礦。	[{"text":"mineral deposits","meaningZh":"礦床"}]
mingle	verb	verb	to mix or move around and talk with different people, especially at a social event	（在社交場合）交際；混雜	常見 mingle with guests，強調社交場合中與不同的人交流互動。	Guests mingled in the garden while waiting for dinner to be served。	賓客們在等待晚餐上桌時，在花園裡相互交際。	[{"text":"mingle with guests","meaningZh":"與賓客交際"}]
miniature	sense_adjective	adjective	being a very small version of something	微型的；縮小的	常見 miniature model／version，指按比例縮小的物品，強調尺寸極小。	He built a miniature replica of the Eiffel Tower out of matchsticks.	他用火柴棒搭建了一座艾菲爾鐵塔的微型複製品。	[{"text":"a miniature model","meaningZh":"微型模型"}]
miniature	sense_noun	noun	a very small copy or model of something	縮小模型；微型物	常見於收藏或裝飾語境，指按比例製作的小型複製品。	The museum displays a collection of miniatures depicting historic battles.	博物館展出了一系列描繪歷史戰役的縮小模型。	[{"text":"in miniature","meaningZh":"以縮小形式"}]
minimal	adjective	adjective	of a very small amount, degree, or size; the least possible	最小的；極少的	常見 minimal effort／risk，強調數量或程度低到幾乎可以忽略。	The new design requires minimal maintenance.	這項新設計只需要極少的維護。	[{"text":"minimal impact","meaningZh":"極小的影響"}]
minimize	verb	verb	to reduce something to the smallest possible amount or degree	使降到最低；最小化	常見 minimize risk／cost，強調主動採取行動以縮減負面因素的規模或影響。	The company took steps to minimize the environmental impact of its factories.	這家公司採取措施，將其工廠對環境的影響降到最低。	[{"text":"minimize the risk","meaningZh":"盡量降低風險"}]
minimum	noun	noun	the smallest amount, value, or degree that is possible or required	最小值；最低限度	常見 a minimum of，也可作形容詞用，如 minimum wage（最低薪資）。	The job requires a minimum of two years' experience.	這份工作要求至少兩年的工作經驗。	[{"text":"keep costs to a minimum","meaningZh":"把成本降到最低"}]
ministry	noun	noun	a government department headed by a minister, or the work of religious ministers	（政府的）部；神職工作	常見 the Ministry of Education，也可指宗教上的牧靈、傳道事務。	The Ministry of Health issued new guidelines on food safety.	衛生部發布了新的食品安全指導方針。	[{"text":"the Ministry of Education","meaningZh":"教育部"}]
minority	sense_group	noun	a smaller group within a larger population, especially one that differs in race, religion, or ethnicity	少數族群；少數群體	常見 an ethnic minority，強調在人口組成中占較小比例且具特定文化或背景的群體。	The government introduced policies to protect the rights of ethnic minorities.	政府推出了保護少數族群權利的政策。	[{"text":"an ethnic minority","meaningZh":"少數族裔"}]
minority	sense_smaller_part	noun	the smaller part of a group or total, especially in a vote or opinion	少數（部分）	常見 a minority of，與 majority（多數）相對，指較小的比例或部分。	Only a minority of employees supported the new policy.	只有少數員工支持這項新政策。	[{"text":"in the minority","meaningZh":"占少數"}]
minus	adjective	adjective	indicating subtraction, or being on the negative side of zero	負的；減的	常見 a minus sign、minus five degrees，數學或溫度語境中表示低於零或需扣除的數值。	The temperature dropped to minus ten degrees overnight.	氣溫在一夜之間降到了零下十度。	[{"text":"minus five degrees","meaningZh":"零下五度"}]
minuscule	adjective	adjective	extremely small	極小的；微不足道的	口語常見，強調數量或尺寸小到近乎可忽略，語氣比 tiny 更誇張。	The company's profit margin is minuscule compared to its competitors.	這家公司的利潤率相較於競爭對手極為微小。	[{"text":"a minuscule amount","meaningZh":"極少量"}]
miracle	noun	noun	an extraordinary and welcome event that seems impossible to explain by natural or scientific laws	奇蹟	常見 by a miracle、a miracle cure，可指宗教意義上的神蹟，也可泛指令人驚喜的意外好結果。	It was a miracle that no one was hurt in the accident.	這場意外中沒有人受傷，簡直是奇蹟。	[{"text":"a minor miracle","meaningZh":"小奇蹟"}]
miraculous	adjective	adjective	remarkable or wonderful in a way that seems beyond ordinary explanation	奇蹟般的；不可思議的	常見 a miraculous recovery，強調結果好到令人難以置信，帶有驚嘆語氣。	Doctors called her recovery from the illness nothing short of miraculous.	醫生稱她從這場疾病中康復簡直是奇蹟。	[{"text":"a miraculous recovery","meaningZh":"奇蹟般的康復"}]
mire	sense_noun	noun	an area of deep mud, or a difficult situation that is hard to escape from	泥沼；困境	常見 be mired in（陷入……的困境），比喻性地指陷入難以脫身的複雜狀況。	The peace talks became mired in political disputes.	這場和平談判陷入了政治爭端的泥沼。	[{"text":"a mire of debt","meaningZh":"債務泥沼"}]
mire	sense_verb	verb	to cause someone or something to become stuck in mud or a difficult situation	使陷入泥沼；使陷入困境	常見被動語態 be mired in，強調受困於複雜、難以脫身的狀況。	The project was mired in delays and budget problems.	這項計畫深陷延誤與預算問題的困境。	[{"text":"be mired in controversy","meaningZh":"深陷爭議"}]
misanthrope	noun	noun	a person who dislikes people in general and avoids their company	厭世者；厭惡人類的人	正式或文學用語，強調對人類整體抱持負面態度，而非針對特定個人。	The old man had become something of a misanthrope after years of disappointment.	多年的失望讓這位老人變得有些厭世。	[{"text":"a confirmed misanthrope","meaningZh":"徹底厭世的人"}]
mischievous	adjective	adjective	causing trouble or annoyance in a playful, often not seriously harmful way	淘氣的；惡作劇的	常形容兒童或動物，語氣較輕鬆，強調頑皮而非真正的惡意破壞。	The mischievous puppy chewed up her favorite shoes.	這隻淘氣的小狗把她最喜歡的鞋子咬爛了。	[{"text":"a mischievous grin","meaningZh":"淘氣的笑容"}]
miserable	adjective	adjective	very unhappy or uncomfortable	悲慘的；痛苦的；很不舒服的	常見 feel miserable，也可修飾天氣、失敗等，如 miserable weather，表示令人不快的狀況。	He felt miserable after losing his job.	他失業後感到十分痛苦。	[{"text":"feel miserable","meaningZh":"感到難受"}]
misery	noun	noun	a state of great unhappiness, suffering, or discomfort	痛苦；不幸；悲慘	常見 live in misery，強調長期或深刻的不幸與苦難狀態。	The war brought years of misery to the region.	這場戰爭為這個地區帶來了多年的苦難。	[{"text":"live in misery","meaningZh":"生活在痛苦之中"}]
missile	noun	noun	a weapon that is propelled through the air toward a target, often carrying an explosive	導彈；飛彈	軍事用語，常見 a guided missile，泛指以推進方式射向目標的武器。	The country tested a new long-range missile.	這個國家試射了一枚新型長程導彈。	[{"text":"a guided missile","meaningZh":"導引飛彈"}]
mist	noun	noun	a thin cloud of tiny water droplets near the ground, similar to but lighter than fog	薄霧；霧氣	常見 a light mist，比 fog（濃霧）稀薄，常見於清晨或潮濕環境。	A light mist covered the valley in the early morning.	清晨，薄霧籠罩著這片山谷。	[{"text":"a thin mist","meaningZh":"薄霧"}]
mobile	noun	noun	a cell phone (British usage), or a hanging sculpture with delicately balanced parts that move in air currents	（英式用語）手機；（藝術）動態懸掛雕塑	英式英語中 mobile 作名詞可直接指「手機」（美式多用 cell phone）；也可指懸吊於空中、隨氣流擺動的藝術裝置。	She left her mobile at home and had to borrow a phone.	她把手機忘在家裡了，只好跟別人借電話用。	[{"text":"a mobile phone","meaningZh":"手機；mobile 的完整說法"}]
mobility	noun	noun	the ability to move or be moved freely and easily	移動性；行動能力	常見 social mobility（社會流動性）、limited mobility（行動不便），涵蓋實體移動與社會階層流動兩種意涵。	The injury severely limited her mobility for several months.	這次受傷嚴重限制了她好幾個月的行動能力。	[{"text":"reduced mobility","meaningZh":"行動能力受限"}]
mobilize	verb	verb	to organize and prepare people or resources for action, especially in an emergency or for war	動員；調動	常見 mobilize troops／resources，強調有組織地集結人力或資源以應對特定需求。	The government mobilized thousands of volunteers to help with the flood relief.	政府動員了數千名志工協助這次水災救援。	[{"text":"mobilize resources","meaningZh":"調動資源"}]
mode	noun	noun	a particular way or manner in which something is done, or a setting on a device	方式；模式	常見 a mode of transport（交通方式）、silent mode（靜音模式），涵蓋抽象方式與具體設定兩種用法。	Cycling is her preferred mode of transport to work.	騎腳踏車是她上班時偏好的交通方式。	[{"text":"a mode of transport","meaningZh":"交通方式"}]
modem	noun	noun	a device that connects a computer to the internet via a telephone or cable line	數據機	科技用語，常見 a broadband modem，指用於連接網路的通訊設備。	He had to restart the modem to fix the internet connection.	他必須重新啟動數據機才能修復網路連線。	[{"text":"a wireless modem","meaningZh":"無線數據機"}]
modest	sense_humble	adjective	not boastful about one's own abilities or achievements	謙虛的；謙遜的	常形容人的態度，強調不誇耀自己的成就，與 arrogant 相對。	Despite her success, she remained modest about her achievements.	儘管她很成功，她對自己的成就依然保持謙虛。	[{"text":"modest about one's achievements","meaningZh":"對自己的成就保持謙虛"}]
modest	sense_amount	adjective	moderate in size, amount, or degree; not excessive	適度的；不算多的	常見 a modest increase／income，強調數量或程度中等，不誇張也不奢華。	The company reported a modest increase in profits this quarter.	這家公司本季的利潤有適度的成長。	[{"text":"a modest income","meaningZh":"不高的收入"}]
