lemma	sense	register	grammarPatterns
arch	noun	technical,neutral	["a stone arch","under the arch"]
arch	noun_curve	technical,neutral	["the arch of the foot","an arch of + noun"]
archaeological	adjective	academic,technical	["an archaeological + noun","archaeological evidence"]
archaeology	noun	academic	["study archaeology","the archaeology of + noun"]
architect	noun	neutral,technical	["a practicing architect","train as an architect"]
architect	noun_creator	formal,academic	["the architect of + noun","the principal architect of + noun"]
architectural	adjective	academic,technical	["architectural + noun","of architectural significance"]
architecture	noun	academic,neutral	["modern architecture","the architecture of + noun"]
architecture	noun_system	technical	["system architecture","the architecture of + noun"]
archive	verb	technical,business	["archive + noun","archive sth for + noun"]
archive	noun	academic,technical	["in the archives","the archive of + noun"]
arctic	adjective	technical,academic	["Arctic + noun","the Arctic region"]
arctic	adjective_cold	informal	["arctic + noun","arctic conditions"]
arctic	noun	technical,neutral	["in the Arctic","across the Arctic"]
arctic	noun_boot	informal,technical	["a pair of arctics","pull on one's arctics"]
arena	noun	neutral	["a sports arena","fill the arena"]
arena	noun_field	formal,academic	["the political arena","in the arena of + noun"]
aristocracy	noun	academic,formal	["the landed aristocracy","a member of the aristocracy"]
aristocracy	noun_elite	formal,academic	["an intellectual aristocracy","an aristocracy of + noun"]
armor	noun	technical,neutral	["a suit of armor","wear armor"]
armor	noun_military	technical	["infantry and armor","deploy armor"]
armor	noun_natural	technical,academic	["bony armor","the armor of + noun"]
armour	noun	technical,neutral	["a suit of armour","wear armour"]
armour	noun_military	technical	["heavy armour","deploy armour"]
armour	noun_natural	technical,academic	["natural armour","the armour of + noun"]
aromatic	adjective	neutral,technical	["aromatic + noun","smell aromatic"]
aromatic	adjective_chemistry	technical,academic	["an aromatic compound","aromatic + noun"]
arouse	verb	formal,literary	["arouse + noun","arouse sb's interest"]
arouse	verb_wake	literary,formal	["arouse sb from + noun","arouse + sb"]
arouse	verb_sexual	neutral,technical	["arouse + sb","become aroused"]
array	noun	formal	["an array of + noun","a dazzling array of + noun"]
array	noun_arrangement	technical,academic	["an array of + noun","arrange sth in an array"]
array	noun_clothing	literary	["in splendid array","in fine array"]
arrest	noun	technical,neutral	["make an arrest","be under arrest"]
arrest	noun_stop	technical,academic	["cardiac arrest","an arrest of + noun"]
arrogance	noun	formal	["sb's arrogance","the arrogance of + noun"]
arsenal	noun	technical,formal	["a nuclear arsenal","an arsenal of + noun"]
arsenal	noun_place	technical,formal	["a naval arsenal","store weapons in an arsenal"]
arsenal	noun_resources	formal,business	["an arsenal of + noun","add sth to one's arsenal"]
artery	noun	technical,academic	["a blocked artery","the main artery"]
artery	noun_road	neutral,technical	["a major artery","an artery linking A and B"]
artifact	noun	academic,technical	["a bronze artifact","artifacts from + noun"]
artifact	noun_measurement	technical,academic	["an artifact of + noun","a measurement artifact"]
artificial	adjective	neutral,technical	["artificial + noun","artificially + adjective"]
artificial	adjective_insincere	neutral,literary	["an artificial + noun","sound artificial"]
artillery	noun	technical	["heavy artillery","artillery fire"]
artillery	noun_soldiers	technical	["serve in the artillery","join the artillery"]
ascertain	verb	formal,academic	["ascertain whether + clause","ascertain + noun"]
ashamed	adjective	neutral	["be ashamed of + noun","be ashamed to + V"]
aspiration	noun	formal,academic	["career aspirations","the aspiration to + V"]
aspiration	noun_phonetics	technical,academic	["the aspiration of + noun","with aspiration"]
aspiration	noun_medical	technical	["the risk of aspiration","aspiration of + noun"]
aspiration	noun_procedure	technical	["fine-needle aspiration","aspiration of + noun"]
assail	verb	formal,literary	["assail + sb","assail sb with + noun"]
assassination	noun	formal	["the assassination of + sb","an assassination attempt"]
assault	noun	technical,neutral	["an assault on + sb","commit an assault"]
assault	noun_attack	formal,technical	["an assault on + noun","launch an assault"]
