lemma	sense	register	grammarPatterns
exempt	adjective	formal,business	["be exempt from + noun","exempt + noun"]
exempt	verb	formal,business	["exempt sb from + noun"]
exemption	noun	formal,business	["an exemption from + noun","qualify for an exemption"]
exert	verb	formal,academic	["exert influence over + noun","exert + noun on + noun"]
exhaust	noun	technical,neutral	["exhaust fumes","the exhaust from + noun"]
exhaust	verb	formal	["exhaust sb","exhaust + noun"]
exhibit	noun	neutral,academic	["an exhibit of + noun","on exhibit"]
exhibit	verb	formal,academic	["exhibit + noun","exhibit signs of + noun"]
exhort	verb	formal,literary	["exhort sb to + V"]
exile	noun	formal,literary	["in exile","go into exile"]
existential	adjective	academic,formal	["an existential + noun","pose an existential threat to + noun"]
exit	noun	neutral	["an exit from + noun","make an exit"]
exit	verb	formal	["exit + noun","exit through + noun"]
exonerate	verb	formal,technical	["exonerate sb of + noun","be exonerated by + noun"]
exotic	adjective	neutral,literary	["an exotic + noun","exotic + plural noun"]
expand	verb	neutral,business	["expand into + noun","expand + noun"]
expansion	noun	business,academic	["the expansion of + noun","rapid expansion"]
expansive	adjective	formal,literary	["an expansive + noun","in an expansive mood"]
expatriate	verb	formal,business	["expatriate to + noun","be expatriated from + noun"]
expedient	noun	formal,literary	["a short-term expedient","resort to an expedient"]
expedient	adjective	formal,business	["be expedient to + V","a politically expedient + noun"]
expedition	noun	neutral,academic	["an expedition to + noun","go on an expedition"]
expel	verb	formal,technical	["expel sb from + noun","be expelled for + V-ing"]
expend	verb	formal,business	["expend + noun on + noun","expend considerable effort"]
expenditure	noun	business,academic	["expenditure on + noun","government expenditure"]
expertise	noun	business,academic	["expertise in + noun","have the expertise to + V"]
expire	verb	formal,business	["sth expires","expire at the end of + noun"]
explode	verb	neutral,technical	["sth explodes","explode into + noun"]
exploitation	noun	academic,formal	["the exploitation of + noun","exploitation by + noun"]
exploration	noun	academic,neutral	["the exploration of + noun","space exploration"]
explore	verb	academic,neutral	["explore + noun","explore whether + clause"]
explosive	noun	technical	["plant an explosive","a high explosive"]
explosive	adjective	technical,neutral	["an explosive + noun","prove explosive"]
expose	verb	formal,academic	["expose + noun","expose sb to + noun"]
exposure	noun	academic,technical	["exposure to + noun","prolonged exposure"]
expound	verb	formal,academic	["expound on + noun","expound a + noun"]
expulsion	noun	formal,academic	["expulsion from + noun","face expulsion"]
exquisite	adjective	literary,formal	["an exquisite + noun","of exquisite + noun"]
extant	adjective	academic,formal	["the oldest extant + noun","extant + plural noun"]
extension	noun	formal,business	["an extension on + noun","request an extension"]
extensive	adjective	formal,academic	["extensive + noun","cause extensive damage"]
external	noun	formal,literary	["judge sb by externals","mere externals"]
external	adjective	formal,academic	["external + plural noun","be external to + noun"]
extinct	adjective	academic,technical	["become extinct","an extinct + noun"]
extinction	noun	academic,technical	["the extinction of + noun","face extinction"]
extol	verb	formal,literary	["extol + noun","extol the virtues of + noun"]
extraordinary	adjective	formal	["an extraordinary + noun","it is extraordinary that + clause"]
