lemma	sense	register	grammarPatterns
stutter	verb	neutral,spoken	["stutter over + noun","begin to stutter"]
subjective	adjective	academic,formal	["a subjective + noun","be highly subjective","a subjective judgment about + noun"]
sublime	adjective	literary,formal	["a sublime + noun","truly sublime"]
submarine	noun	technical,neutral	["a nuclear submarine","aboard a submarine","deploy a submarine"]
submission	noun	formal,academic	["the submission of + noun","a submission to + noun","the deadline for submission"]
submit	verb	formal,business	["submit + noun","submit sth to + sb","submit an application for + noun"]
subordinate	adjective	formal,business	["be subordinate to + noun","a subordinate + noun","play a subordinate role in + noun"]
subpoena	noun	formal,technical	["serve a subpoena on + sb","issue a subpoena","be under subpoena"]
subsequently	adverb	formal,academic	["subsequently + verb","be subsequently + past participle"]
subside	verb	formal	["subside after + noun","gradually subside","the pain subsides"]
subsidiary	noun	business,formal	["a subsidiary of + noun","a wholly owned subsidiary","acquire sth as a subsidiary"]
subsidy	noun	business,academic	["a subsidy for + noun","receive a subsidy","government subsidies"]
subsistence	noun	academic,formal	["subsistence farming","live at subsistence level","the means of subsistence"]
substance	noun	academic,formal	["a chemical substance","the substance of + noun","lack substance"]
substantially	adverb	formal,academic	["increase substantially","substantially + comparative adjective","substantially + past participle"]
substantive	adjective	formal,academic	["substantive + noun","make substantive progress on + noun"]
substitute	noun	neutral,academic	["a substitute for + noun","use sth as a substitute","find a substitute"]
subterranean	adjective	technical,literary	["a subterranean + noun","deep subterranean + plural noun"]
suburb	noun	neutral	["a suburb of + noun","live in the suburbs","move to a suburb"]
subway	noun	informal	["take the subway","on the subway","a subway station"]
succession	noun	formal,academic	["in succession","a succession of + noun","the succession to + noun"]
successive	adjective	formal,academic	["successive + plural noun","for + number + successive + plural noun"]
suck	verb	neutral,spoken	["suck on + noun","suck sth through + noun","suck sth up"]
suffocate	verb	neutral,technical	["suffocate + sb","suffocate in + noun","nearly suffocate"]
suggestive	adjective	formal,literary	["a suggestive + noun","be suggestive of + noun"]
suitable	adjective	formal	["be suitable for + noun","a suitable + noun","be suitable to + V"]
suitcase	noun	neutral	["pack a suitcase","a heavy suitcase","put sth in a suitcase"]
suite	noun	neutral,business	["book a suite","a hotel suite","a suite of + noun"]
sullen	adjective	literary,informal	["a sullen + noun","look sullen","in a sullen mood"]
sultry	adjective	literary,neutral	["a sultry + noun","hot and sultry"]
summary	noun	academic,business	["a summary of + noun","in summary","provide a summary"]
summit	noun	formal	["reach the summit","a summit on + noun","hold a summit"]
summon	verb	formal,literary	["summon + sb","summon sb to + noun","summon the courage to + V"]
sumptuous	adjective	literary,formal	["a sumptuous + noun","sumptuous + plural noun"]
sundry	adjective	formal,business	["sundry + plural noun","sundry expenses such as + noun"]
sunlight	noun	neutral	["in direct sunlight","exposure to sunlight","sunlight falls on + noun"]
sunset	noun	neutral,literary	["at sunset","watch the sunset","before sunset"]
sunshine	noun	informal	["in the sunshine","bright sunshine","hours of sunshine"]
superb	adjective	formal	["a superb + noun","absolutely superb"]
superficial	adjective	academic,formal	["a superficial + noun","a superficial understanding of + noun","only superficial"]
superfluous	adjective	formal,academic	["superfluous + noun","be superfluous to + noun","render sth superfluous"]
superimpose	verb	technical,academic	["superimpose A on B","superimpose sth onto + noun"]
superintendent	noun	formal,business	["the superintendent of + noun","a school superintendent","report to the superintendent"]
superior	adjective	formal,business	["be superior to + noun","a superior + noun","offer superior + noun"]
supervise	verb	business,formal	["supervise + noun","supervise sb's work","closely supervise + noun"]
supervision	noun	formal,business	["under supervision","the supervision of + noun","close supervision"]
supervisor	noun	business,neutral	["report to one's supervisor","a supervisor of + noun","sb's immediate supervisor"]
supplant	verb	formal,academic	["supplant + noun","be supplanted by + noun"]
supple	verb	technical,formal	["supple + noun"]
supple	adjective	neutral,literary	["a supple + noun","keep sth supple","remain supple"]
supplement	noun	technical,academic	["a supplement to + noun","take a supplement","a dietary supplement"]
supplementary	adjective	formal,academic	["supplementary + noun","be supplementary to + noun","provide supplementary + plural noun"]
supposedly	adverb	informal,spoken	["supposedly + adjective","be supposedly + past participle"]
suppress	verb	formal,academic	["suppress + noun","suppress news of + noun","brutally suppress + noun"]
supreme	adjective	formal,literary	["supreme + noun","the supreme + noun","supreme authority over + noun"]
surge	noun	formal,business	["a surge in + noun","a surge of + noun","see a surge"]
surgeon	noun	technical,neutral	["a heart surgeon","consult a surgeon","a surgeon operates on + sb"]
surgery	noun	technical,neutral	["undergo surgery","surgery on + noun","have surgery to + V"]
surmise	verb	formal,literary	["surmise that + clause","surmise + noun from + noun"]
surplus	noun	business,academic	["a surplus of + noun","a trade surplus","run a surplus"]
surrender	verb	formal	["surrender to + noun","surrender + noun","surrender sth to + sb"]
surreptitious	adjective	formal,literary	["a surreptitious + noun","take a surreptitious glance at + noun"]
surveillance	noun	formal,technical	["under surveillance","the surveillance of + noun","keep sb under surveillance"]
survey	noun	academic,business	["conduct a survey","a survey of + noun","according to the survey"]
surveyor	noun	technical,business	["hire a surveyor","a surveyor measures + noun"]
survival	noun	academic,neutral	["the survival of + noun","chances of survival","a survival + noun"]
survivor	noun	neutral,academic	["a survivor of + noun","the sole survivor","rescue the survivors"]
susceptibility	noun	academic,technical	["susceptibility to + noun","increase susceptibility","the susceptibility of + noun"]
suspend	verb	formal,business	["suspend + noun","suspend sth until + noun","be suspended from + noun"]
suspension	noun	formal,business	["a suspension of + noun","receive a suspension","face suspension"]
suspicion	noun	formal	["suspicion about + noun","arouse suspicion","on suspicion of + V-ing"]
suspicious	adjective	formal	["be suspicious of + noun","a suspicious + noun","be suspicious about + noun"]
sustain	verb	formal,academic	["sustain + noun","sustain growth","sustain an injury"]
sustenance	noun	formal,literary	["provide sustenance","a source of sustenance","enough sustenance for + noun"]
swagger	verb	informal,literary	["swagger into + noun","swagger around"]
swallow	verb	neutral	["swallow + noun","swallow hard","swallow one's pride"]
swamp	noun	neutral,technical	["a swamp in + noun","drain a swamp","live in a swamp"]
sway	noun	formal,literary	["hold sway over + noun","have sway over + noun","under the sway of + noun"]
swear	verb	formal	["swear to + V","swear that + clause","swear at + sb"]
sweat	noun	informal	["break into a sweat","wipe the sweat from + noun","beads of sweat"]
swell	verb	neutral,technical	["swell up","swell to + noun","begin to swell"]
swerve	verb	neutral	["swerve to avoid + noun","swerve off + noun","swerve sharply"]
swift	noun	technical,neutral	["a flock of swifts","swifts dart through + noun"]
swipe	verb	neutral,technical	["swipe + noun","swipe a card through + noun","swipe at + noun"]
swirl	verb	literary,neutral	["swirl around + noun","swirl in + noun"]
switch	noun	neutral,technical	["flip a switch","a switch from A to B","turn a switch on"]
sydney	noun	neutral	["in Sydney","travel to Sydney"]
syllable	noun	academic,technical	["stress the first syllable","a word with + number + syllables"]
syllabus	noun	academic,formal	["the syllabus for + noun","hand out the syllabus","cover the syllabus"]
symbiosis	noun	academic,technical	["symbiosis between A and B","live in symbiosis with + noun"]
symbolize	verb	academic,literary	["symbolize + noun","be used to symbolize + noun"]
symmetry	noun	academic,technical	["the symmetry of + noun","perfect symmetry","symmetry between A and B"]
sympathetic	adjective	formal	["be sympathetic to + noun","be sympathetic toward + sb","a sympathetic + noun"]
sympathy	noun	formal	["sympathy for + noun","express sympathy","have sympathy with + noun"]
symphony	noun	academic,literary	["perform a symphony","a symphony by + noun","a symphony in + noun"]
symptom	noun	technical,academic	["a symptom of + noun","show symptoms of + noun","common symptoms"]
syndrome	noun	technical,academic	["a syndrome characterized by + noun","be diagnosed with a syndrome"]
