lemma	sense	register	grammarPatterns
percentage	noun	neutral,academic	["a percentage of + noun","a high percentage"]
perception	noun	academic,formal	["public perception of + noun","the perception that + clause"]
perch	noun	neutral,literary	["on its perch","a perch above + noun"]
percussion	noun	technical,neutral	["the percussion section","play percussion"]
perennial	adjective	formal,academic	["a perennial + noun","a perennial problem"]
performer	noun	neutral	["a talented performer","a performer at + noun"]
perfume	noun	neutral	["wear perfume","a bottle of perfume"]
perfume	verb	literary,formal	["perfume + noun","perfume the air with + noun"]
perfunctory	adjective	formal,literary	["a perfunctory + noun","a perfunctory nod"]
perilous	adjective	formal,literary	["a perilous + noun","a perilous journey"]
perimeter	noun	technical,neutral	["the perimeter of + noun","patrol the perimeter"]
peripheral	adjective	formal,academic	["peripheral to + noun","of peripheral importance"]
perish	verb	formal,literary	["perish in + noun","perish from + noun"]
permanence	noun	formal,academic	["the permanence of + noun","a sense of permanence"]
permanent	adjective	formal	["a permanent + noun","become permanent"]
permeate	verb	formal,academic	["permeate + noun","permeate through + noun"]
permission	noun	formal	["ask for permission to + V","give sb permission"]
permissive	adjective	formal,academic	["a permissive + noun","a permissive attitude toward + noun"]
pernicious	adjective	formal,academic	["a pernicious + noun","the pernicious effects of + noun"]
perpetual	adjective	formal,literary	["a perpetual + noun","in a perpetual state of + noun"]
persecute	verb	formal,academic	["persecute + noun","be persecuted for + noun"]
persistent	adjective	formal	["persistent + noun","persistent in + V-ing"]
personality	noun	neutral,academic	["an outgoing personality","a television personality"]
perspective	noun	academic,formal	["a new perspective on + noun","from sb's perspective"]
perspicacious	adjective	formal,literary	["a perspicacious + noun","perspicacious about + noun"]
persuade	verb	formal	["persuade sb to + V","persuade sb that + clause"]
pertain	verb	formal,technical	["pertain to + noun","matters pertaining to + noun"]
pertinent	adjective	formal,academic	["pertinent to + noun","a pertinent + noun"]
peruse	verb	formal,literary	["peruse + noun","peruse sth carefully"]
perverse	adjective	formal,literary	["a perverse + noun","take a perverse pleasure in + V-ing"]
pessimism	noun	formal,academic	["pessimism about + noun","growing pessimism"]
pester	verb	informal,spoken	["pester sb for + noun","pester sb to + V"]
pesticide	noun	technical,academic	["use pesticides","pesticide residue"]
petition	verb	formal,technical	["petition sb for + noun","petition sb to + V"]
