lemma	sense	register	grammarPatterns
customary	adjective	formal,academic	["it is customary to + V","customary + noun","customary practice"]
cute	adjective	informal,spoken	["a cute + noun","look cute","so cute"]
cyclical	adjective	academic,technical	["a cyclical + noun","cyclical patterns","be cyclical in nature"]
cylinder	noun	technical	["a cylinder of + noun","a four-cylinder engine","in the shape of a cylinder"]
cynical	adjective	formal	["cynical about + noun","a cynical + noun","deeply cynical"]
dabble	verb	informal	["dabble in + noun","dabble with + noun"]
dainty	adjective	literary,neutral	["a dainty + noun","dainty little + noun"]
dairy	noun	neutral,business	["dairy products","a dairy farm","the dairy industry"]
damn	noun	informal,spoken	["not give a damn about + noun","not be worth a damn"]
damp	adjective	neutral	["a damp + noun","feel damp","damp with + noun"]
damp	noun	neutral,technical	["rising damp","the damp in + noun","a smell of damp"]
damp	verb	formal,technical	["damp + noun","damp sth down","damp the enthusiasm of + noun"]
dancer	noun	neutral	["a professional dancer","a dancer in + noun","train as a dancer"]
dangle	verb	informal	["dangle from + noun","dangle sth in front of sb","dangle sth before sb"]
dash	noun	informal	["make a dash for + noun","a dash of + noun","the hundred-meter dash"]
dawn	noun	literary,neutral	["at dawn","before dawn","the dawn of + noun"]
dawn	verb	literary,formal	["it dawns on sb that + clause","dawn on sb","the day dawned + adjective"]
deadline	noun	business,neutral	["meet a deadline","miss the deadline","a deadline for + noun"]
deadly	adjective	neutral,literary	["a deadly + noun","deadly to + noun","prove deadly"]
dealer	noun	business,neutral	["a car dealer","a dealer in + noun","a drug dealer"]
dean	noun	academic,formal	["the dean of + noun","be appointed dean","report to the dean"]
debris	noun	neutral,technical	["clear the debris","debris from + noun","be buried under debris"]
debtor	noun	business,technical	["a debtor of + noun","debtors and creditors","pursue a debtor"]
debut	noun	formal	["make one's debut","sb's debut as + noun","a debut album"]
debut	verb	neutral,business	["debut at + noun","debut + noun","debut in + noun"]
decay	noun	academic,literary	["tooth decay","the decay of + noun","fall into decay"]
decent	adjective	neutral,spoken	["a decent + noun","decent enough to + V","it is decent of sb to + V"]
decimate	verb	formal,literary	["decimate + noun","be decimated by + noun"]
decipher	verb	formal,academic	["decipher + noun","decipher what/how + clause","be hard to decipher"]
deck	noun	neutral,technical	["on deck","the upper deck","below deck"]
deck	verb	formal,literary	["deck sth with + noun","be decked out in + noun"]
declaration	noun	formal,business	["a declaration of + noun","make a declaration","issue a declaration"]
declare	verb	formal,business	["declare that + clause","declare + noun","declare sth + adjective"]
decline	noun	academic,formal	["a decline in + noun","be in decline","a sharp decline"]
decline	verb	formal,academic	["decline by + noun","decline to + V","decline + noun"]
decode	verb	technical,academic	["decode + noun","decode a message","be decoded as + noun"]
decompose	verb	technical,academic	["decompose into + noun","decompose naturally","decompose + noun"]
decomposition	noun	technical,academic	["the decomposition of + noun","the rate of decomposition"]
decorate	verb	neutral	["decorate + noun","decorate sth with + noun","decorate for + noun"]
decoration	noun	neutral	["a decoration on + noun","Christmas decorations","for decoration"]
decorative	adjective	formal	["a decorative + noun","purely decorative","decorative rather than functional"]
decorum	noun	formal,literary	["observe decorum","a sense of decorum","behave with decorum"]
decoy	noun	neutral,technical	["use sth as a decoy","a decoy for + noun","act as a decoy"]
decoy	verb	formal,technical	["decoy sb into + noun","decoy + noun","decoy sb away from + noun"]
decrease	noun	academic,technical	["a decrease in + noun","a sharp decrease","show a decrease of + noun"]
decree	noun	formal,technical	["issue a decree","by decree","a decree on + noun"]
decree	verb	formal,literary	["decree that + clause","decree + noun"]
dedicate	verb	formal	["dedicate sth to + noun","dedicate oneself to + V-ing","be dedicated to + noun"]
deed	noun	formal,literary	["a good deed","do a deed","the deed to + noun"]
deem	verb	formal,academic	["deem sth + adjective","deem sth to be + noun","be deemed + adjective"]
default	noun	technical,business	["by default","the default setting","a default on + noun"]
default	verb	business,technical	["default on + noun","default on a loan"]
defeat	noun	formal	["a defeat for sb","suffer a defeat","admit defeat"]
defect	noun	technical,formal	["a defect in + noun","a birth defect","correct a defect"]
defend	verb	formal	["defend + noun","defend sb against + noun","defend oneself from + noun"]
defendant	noun	technical,formal	["the defendant in + noun","the defendant pleaded + adjective","find the defendant guilty"]
defensive	adjective	neutral,technical	["a defensive + noun","be defensive about + noun","defensive measures"]
defensive	noun	neutral,technical	["on the defensive","put sb on the defensive","go on the defensive"]
defer	verb	formal,business	["defer + noun","defer sth until + noun","defer to sb"]
deference	noun	formal,academic	["in deference to + noun","show deference to sb","out of deference"]
defiance	noun	formal,literary	["in defiance of + noun","an act of defiance","open defiance"]
deficiency	noun	technical,academic	["a deficiency in + noun","a vitamin deficiency","a deficiency of + noun"]
deficit	noun	business,academic	["a budget deficit","a deficit of + noun","run a deficit"]
definite	adjective	formal	["a definite + noun","be definite about + noun","definite plans"]
definitely	adverb	spoken,informal	["definitely + V","definitely not","will definitely + V"]
definition	noun	academic,technical	["the definition of + noun","by definition","a broad definition"]
definitive	adjective	academic,formal	["a definitive + noun","the definitive guide to + noun","be definitive"]
deflect	verb	formal,technical	["deflect + noun","deflect attention from + noun","deflect criticism"]
deforestation	noun	academic,technical	["the rate of deforestation","the deforestation of + noun","combat deforestation"]
defraud	verb	formal,technical	["defraud sb of + noun","defraud + noun"]
deft	adjective	formal,literary	["a deft + noun","deft at + V-ing","with a deft touch"]
defunct	adjective	formal,business	["a defunct + noun","now defunct","become defunct"]
defuse	verb	formal	["defuse + noun","defuse a situation","defuse tension"]
defy	verb	formal,literary	["defy + noun","defy sb to + V","defy description"]
delay	noun	neutral,business	["a delay in + noun","without delay","a delay of + noun"]
delay	verb	neutral,business	["delay + noun","delay V-ing","be delayed by + noun"]
delete	verb	technical,neutral	["delete + noun","delete sth from + noun"]
deleterious	adjective	academic,formal	["deleterious to + noun","a deleterious effect on + noun"]
deliberately	adverb	formal	["deliberately + V","act deliberately","deliberately mislead sb"]
delicate	adjective	formal	["a delicate + noun","a delicate situation","be delicate to handle"]
delinquent	noun	formal,technical	["a juvenile delinquent","deal with delinquents"]
delinquent	adjective	formal,business	["delinquent + noun","be delinquent on + noun","a delinquent account"]
delusion	noun	academic,formal	["a delusion that + clause","be under a delusion","delusions of + noun"]
delve	verb	formal,academic	["delve into + noun","delve deeper into + noun"]
demented	adjective	informal,technical	["a demented + noun","sound demented","become demented"]
democracy	noun	academic,formal	["a parliamentary democracy","the transition to democracy","democracy in + noun"]
demolish	verb	formal	["demolish + noun","demolish a building","demolish an argument"]
demonstration	noun	neutral,academic	["a demonstration against + noun","hold a demonstration","a demonstration of + noun"]
demur	verb	formal,literary	["demur at + noun","demur from + V-ing"]
demur	noun	formal,literary	["without demur","accept sth without demur"]
denial	noun	formal,academic	["a denial of + noun","issue a denial","be in denial about + noun"]
denigrate	verb	formal,academic	["denigrate + noun","denigrate sb's + noun"]
denomination	noun	formal,technical	["a religious denomination","a denomination of + noun","in small denominations"]
denote	verb	academic,technical	["denote + noun","A denotes B","be denoted by + noun"]
denounce	verb	formal,academic	["denounce + noun","denounce sb as + noun","denounce sth for + V-ing"]
dense	adjective	technical,academic	["a dense + noun","dense with + noun","be too dense to + V"]
density	noun	technical,academic	["the density of + noun","population density","a high density of + noun"]
denunciation	noun	formal,academic	["a denunciation of + noun","public denunciation","issue a denunciation"]
depart	verb	formal,business	["depart from + noun","depart for + noun","depart at + noun"]
departmental	adjective	business,formal	["departmental + noun","a departmental meeting","departmental budgets"]
departure	noun	formal,business	["the departure of sb","a departure from + noun","on departure"]
dependence	noun	academic,formal	["dependence on + noun","reduce dependence on + noun","a state of dependence"]
dependent	adjective	academic,formal	["dependent on + noun","be dependent upon + noun","heavily dependent on + noun"]
depict	verb	academic,literary	["depict + noun","depict sb as + noun","be depicted in + noun"]
deplore	verb	formal,literary	["deplore + noun","deplore the fact that + clause"]
deportation	noun	formal,technical	["face deportation","the deportation of + noun","a deportation order"]
