lemma	sense	register	grammarPatterns
lynch	verb	formal	["lynch sb","threaten to lynch sb"]
lyric	sense_noun	neutral	["write the lyrics for + noun","the lyrics of + noun"]
lyric	sense_adjective	literary,academic	["lyric + noun","lyric poetry"]
macabre	adjective	literary,formal	["a macabre + noun"]
magical	adjective	neutral,literary	["a magical + noun"]
magnanimous	adjective	formal,literary	["be magnanimous in + noun","a magnanimous + noun"]
magnetic	sense_physics	technical,academic	["a magnetic field","magnetic + noun"]
magnetic	sense_personality	literary,neutral	["a magnetic + noun"]
magnificent	adjective	literary,formal	["a magnificent + noun","a magnificent view of + noun"]
magnify	verb	technical,academic	["magnify + noun","magnify sth by + noun"]
magnitude	noun	academic,formal	["the magnitude of + noun","of the same magnitude"]
maid	noun	neutral	["work as a maid","hire a maid"]
maintenance	sense_upkeep	technical,business	["regular maintenance","the maintenance of + noun","maintenance costs"]
maintenance	sense_support	formal,technical	["pay maintenance to sb","child maintenance"]
majesty	sense_title	formal	["Her Majesty the Queen","Your Majesty"]
majesty	sense_grandeur	literary,formal	["the majesty of + noun"]
makeup	sense_cosmetics	neutral,spoken	["wear makeup","put on makeup"]
makeup	sense_composition	academic,technical	["the makeup of + noun","genetic makeup"]
malevolent	adjective	literary,formal	["a malevolent + noun","a malevolent desire to + V"]
malfunction	sense_noun	technical	["a malfunction in + noun","cause a malfunction"]
malfunction	sense_verb	technical	["sth malfunctions","begin to malfunction"]
mall	noun	informal	["at the mall","a shopping mall"]
malleable	sense_physical	technical,academic	["a malleable + noun","highly malleable"]
malleable	sense_figurative	formal,academic	["a malleable + noun","especially malleable"]
mammal	noun	technical,academic	["a marine mammal","be classified as a mammal"]
mandate	sense_instruction	formal,business	["issue a mandate","a mandate requiring sb to + V"]
mandate	sense_electoral	formal,academic	["a mandate for + noun","claim a mandate to + V"]
mandatory	adjective	formal,technical	["be mandatory for + noun","it is mandatory to + V"]
manifest	sense_verb	formal,academic	["manifest itself as + noun","manifest itself in + noun"]
manifest	sense_noun	technical,business	["a ship's manifest","check the manifest"]
manifestation	noun	formal,academic	["a manifestation of + noun"]
manipulate	sense_devious	formal	["manipulate sb into + V-ing","manipulate + noun"]
manipulate	sense_physical	technical,formal	["manipulate + noun","manipulate sth with + noun"]
manipulative	adjective	formal	["a manipulative + noun","be manipulative"]
mansion	noun	neutral	["a grand mansion","live in a mansion"]
manual	sense_noun	technical,neutral	["refer to the manual","the manual for + noun"]
manual	sense_adjective	technical,neutral	["manual + noun","manual labor"]
manufacture	verb	business,technical	["manufacture + noun","be manufactured in + noun"]
manure	noun	technical,neutral	["spread manure on + noun","animal manure"]
manuscript	noun	academic,literary	["submit a manuscript","the manuscript of + noun"]
maple	noun	neutral	["a maple tree","maple syrup"]
marble	sense_stone	neutral,technical	["be made of marble","a marble + noun"]
marble	sense_toy	informal	["play marbles","a glass marble"]
margin	sense_page	neutral,academic	["in the margin","write notes in the margin"]
margin	sense_amount	business,academic	["by a narrow margin","a margin of + noun","profit margin"]
marine	sense_adjective	technical,academic	["marine + noun","marine life"]
marine	sense_noun	technical,neutral	["serve as a Marine","a former Marine"]
